WallIDX	al	n	w
0	0.00110348	0.0124524	0
1	0.000773164	0.00981939	0
2	0.00275902	0.025557	0
3	0.00906989	0.0415377	0
4	0.00315395	0.0348494	0
5	0.00201165	0.0272712	0
6	0.00273855	0.0350997	0
7	0.00281823	0.0385419	0
8	0.00223781	0.0292319	0
9	0.00150174	0.0197788	0
10	0.00238756	0.0230772	0
11	0.00182521	0.015079	0
12	0.00024485	0.00383745	0
13	0.000147513	0.00267957	0
14	0.000216952	0.00354867	0
15	0.000985258	0.0124562	0
16	0.000639408	0.00839973	0
17	0.000772605	0.0100988	0
18	0.00184369	0.0204823	0
19	0.00140021	0.0183653	0
20	0.00219578	0.0298511	0
21	0.00711071	0.0629255	0
22	0.0138917	0.0886445	0
23	0.00234646	0.0306272	0
24	0.00109079	0.0155978	0
25	0.000670573	0.00921979	0
26	0.00037909	0.00609134	0
27	0.000162254	0.00344872	0
28	0.000125768	0.00252032	0
29	0.000206903	0.00349593	0
30	0.000905354	0.0117404	0
31	0.000501294	0.00746746	0
32	0.000612684	0.0100532	0
33	0.00108558	0.0153886	0
34	0.0013891	0.0186854	0
35	0.00225478	0.0282914	0
36	0.00394491	0.0492384	0
37	0.00625894	0.0669402	0
38	0.00273165	0.0327833	0
39	0.00150564	0.0191413	0
40	0.00145087	0.017192	0
41	0.000912593	0.0117161	0
42	0.000198506	0.00377989	0
43	0.000119476	0.00224171	0
44	0.000193587	0.003315	0
45	0.000891902	0.0117646	0
46	0.000543093	0.00815242	0
47	0.000903441	0.0141924	0
48	0.00159954	0.0212942	0
49	0.00155981	0.0209325	0
50	0.00159405	0.0221855	0
51	0.00298788	0.039163	0
52	0.00457788	0.0534397	0
53	0.00235738	0.03045	0
54	0.00132869	0.0185798	0
55	0.00141379	0.0177863	0
56	0.00146305	0.0148186	0
57	0.000243219	0.00425508	0
58	0.000119727	0.00254816	0
59	0.000205474	0.00349798	0
60	0.00104873	0.0129144	0
61	0.000693734	0.00942948	0
62	0.0082698	0.03919	0
63	0.0147196	0.0494251	0
64	0.00751295	0.0479412	0
65	0.00222077	0.0286554	0
66	0.00730209	0.0636917	0
67	0.0111953	0.0815382	0
68	0.00290287	0.036131	0
69	0.00231993	0.0273601	0
70	0.0108483	0.0391701	0
71	0.00683464	0.0247155	0
72	0.00220906	0.0132791	0
73	0.000180869	0.0027873	0
74	0.000247032	0.00373879	0
75	0.00119923	0.0135704	0
76	0.000866696	0.00997433	0
77	0.00669627	0.0379719	0
78	0.0141347	0.0532042	0
79	0.00501254	0.041612	0
80	0.00216205	0.0255652	0
81	0.00290796	0.0339672	0
82	0.00321738	0.0399536	0
83	0.00248762	0.0307888	0
84	0.00153355	0.0182644	0
85	0.00709631	0.0338987	0
86	0.00623525	0.0258717	0
87	0.000463655	0.00593214	0
88	0.000179761	0.00300581	0
89	0.000271406	0.00362898	0
90	0.323612	1.61429	5.54699e-08
91	0.0331343	0.150965	5.83112e-09
92	0.000607543	0.00242996	3.96215e-11
93	4.08236e-05	0.000168586	4.32639e-12
