Material balance for: n after 163 time steps
Material balance at each time step (1E20/sec):
	Mean -0.0242847 +/- 0.0036094 (x 1E20))
Integrated material balance (Units 1E20 particles) components:
	TransportLoss: 2.04571
	TotalAccumulation: -2.04571
	TotalSeeded: 0
Integrated material balance (Units 1E20 particles):
	TransportLoss + TotalAccumulation: -2.31585e-06
Seeding == 0 ratio not calculated
Time(sec)	MatrixLoss	NETAdensChg	Seeding	LossPlusAcc
0.2117	0.02861	-0.02861	0	2.60662e-08
0.227103	0.0285405	-0.0285406	0	-9.83037e-08
0.257908	0.0284037	-0.0284037	0	-5.12567e-12
0.288713	0.0282691	-0.0282691	0	5.69103e-08
0.319517	0.0281368	-0.028137	0	-2.34594e-07
0.350322	0.028008	-0.0280074	0	5.91015e-07
0.411932	0.0277554	-0.0277554	0	-2.88798e-11
0.467381	0.0275367	-0.0275367	0	-6.25235e-09
0.52283	0.0273259	-0.0273253	0	6.48017e-07
0.578278	0.027121	-0.027121	0	-1.86167e-08
0.633727	0.0269236	-0.0269237	0	-7.05935e-08
0.689176	0.0267331	-0.0267331	0	-2.02973e-08
0.768093	0.0264729	-0.026473	0	-2.5398e-08
0.847011	0.0262254	-0.0262247	0	6.68259e-07
0.918036	0.026011	-0.0260109	0	4.07503e-08
0.981959	0.0258257	-0.0258257	0	-7.38939e-09
1.03949	0.0256644	-0.0256645	0	-1.03302e-08
1.09127	0.0255239	-0.0255238	0	2.21134e-08
1.13787	0.0254012	-0.0254013	0	-2.8519e-08
1.18447	0.0252826	-0.0252821	0	4.48578e-07
1.23107	0.0251666	-0.0251659	0	6.69897e-07
1.27767	0.0250526	-0.0250527	0	-1.20866e-07
1.31863	0.0249564	-0.0249572	0	-8.24046e-07
1.35549	0.0248728	-0.0248731	0	-2.83686e-07
1.39235	0.0247876	-0.0247906	0	-2.99342e-06
1.42922	0.0247068	-0.0247102	0	-3.38646e-06
1.46608	0.0246284	-0.0246316	0	-3.16235e-06
1.5398	0.024479	-0.0244786	0	3.81746e-07
1.60616	0.0243461	-0.0243463	0	-1.94679e-07
1.67251	0.024219	-0.0242193	0	-2.92667e-07
1.73886	0.0240978	-0.0240972	0	6.10678e-07
1.80522	0.0239801	-0.0239801	0	2.64387e-08
1.86494	0.0238802	-0.0238802	0	9.4738e-12
1.91829	0.0237939	-0.0237937	0	2.64463e-07
1.97165	0.0237052	-0.0237099	0	-4.76257e-06
2.025	0.0236244	-0.0236287	0	-4.32647e-06
2.07836	0.0235456	-0.0235499	0	-4.29059e-06
2.13171	0.0234694	-0.0234736	0	-4.14694e-06
2.23843	0.0233263	-0.023326	0	2.55076e-07
2.34514	0.0231845	-0.0231865	0	-1.99791e-06
2.42026	0.0230933	-0.0230932	0	1.00714e-08
2.49538	0.0230042	-0.0230039	0	3.65843e-07
2.5705	0.0229185	-0.0229182	0	2.70827e-07
2.64562	0.0228364	-0.0228359	0	5.18449e-07
2.72074	0.0227571	-0.0227567	0	4.48665e-07
2.79587	0.0226807	-0.0226806	0	6.78377e-08
2.86348	0.0226155	-0.022616	0	-4.11816e-07
2.93109	0.0225498	-0.0225534	0	-3.61349e-06
2.99869	0.0224893	-0.022493	0	-3.73555e-06
3.0663	0.0224311	-0.0224347	0	-3.59626e-06
3.13391	0.022375	-0.0223784	0	-3.44236e-06
3.26913	0.0222709	-0.0222705	0	4.04026e-07
3.40435	0.0221684	-0.0221692	0	-8.24469e-07
3.53957	0.0220746	-0.0220747	0	-5.94932e-08
3.67479	0.0219863	-0.0219862	0	8.59773e-08
3.81001	0.0219041	-0.0219036	0	5.53652e-07
3.94523	0.0218271	-0.0218262	0	9.2076e-07
4.08045	0.0217543	-0.0217536	0	7.17446e-07
4.21567	0.0216855	-0.0216854	0	1.0952e-07
4.33697	0.0216292	-0.0216292	0	1.35134e-11
4.44244	0.0215828	-0.0215825	0	2.46131e-07
4.54791	0.0215343	-0.0215381	0	-3.81408e-06
4.65338	0.0214924	-0.0214957	0	-3.34442e-06
4.86431	0.0214151	-0.021415	0	1.80037e-07
5.07525	0.0213392	-0.0213406	0	-1.44417e-06
5.28618	0.0212728	-0.0212725	0	2.74541e-07
5.49712	0.021211	-0.0212101	0	8.94811e-07
5.70806	0.0211538	-0.0211528	0	9.71328e-07
5.91899	0.021101	-0.0211001	0	9.01633e-07
6.12993	0.0210524	-0.0210514	0	9.55847e-07
6.34086	0.0210071	-0.0210065	0	6.73507e-07
6.5518	0.0209653	-0.0209648	0	5.30805e-07
6.76273	0.0209267	-0.0209262	0	4.56977e-07
6.97367	0.0208909	-0.0208904	0	4.48893e-07
7.18461	0.0208576	-0.0208572	0	4.22894e-07
7.39554	0.0208266	-0.0208262	0	3.83548e-07
7.81741	0.0207702	-0.0207702	0	7.98486e-13
8.23928	0.0207227	-0.0207214	0	1.34479e-06
8.66116	0.0206803	-0.0206785	0	1.79839e-06
9.08303	0.0206423	-0.0206407	0	1.5704e-06
9.92677	0.0205777	-0.020578	0	-2.82629e-07
10.7705	0.0205279	-0.0205281	0	-1.84122e-07
11.6143	0.0204871	-0.0204875	0	-4.83691e-07
12.3736	0.020457	-0.0204571	0	-1.30162e-07
13.0487	0.0204339	-0.020434	0	-5.3939e-08
13.7239	0.0204138	-0.0204139	0	-9.80704e-08
14.399	0.020396	-0.0203964	0	-3.67291e-07
15.0741	0.020381	-0.020381	0	-5.13823e-08
15.7492	0.0203676	-0.0203674	0	1.43751e-07
16.4243	0.0203557	-0.0203554	0	3.24483e-07
17.0994	0.0203452	-0.0203447	0	4.46291e-07
17.7746	0.0203355	-0.0203352	0	3.18063e-07
18.4497	0.0203269	-0.0203266	0	3.53942e-07
19.1248	0.020319	-0.0203189	0	1.52753e-07
19.7999	0.0203121	-0.0203118	0	2.93914e-07
20.475	0.0203057	-0.0203057	0	3.66503e-12
21.063	0.0203008	-0.0203008	0	4.46154e-08
21.6511	0.0202955	-0.0202962	0	-7.23351e-07
22.2391	0.0202913	-0.020292	0	-6.14541e-07
23.4151	0.0202841	-0.0202841	0	3.33213e-08
24.5911	0.020277	-0.0202772	0	-2.0991e-07
25.7671	0.0202713	-0.0202712	0	1.50639e-07
28.1191	0.0202611	-0.0202611	0	1.47429e-12
30.4712	0.0202541	-0.0202533	0	8.75135e-07
32.8232	0.0202481	-0.020247	0	1.05053e-06
35.1752	0.0202429	-0.0202421	0	7.93156e-07
37.5273	0.0202381	-0.0202381	0	1.9034e-08
39.8793	0.0202349	-0.0202349	0	1.3607e-08
44.5833	0.0202301	-0.0202302	0	-1.05693e-07
49.2874	0.0202265	-0.0202269	0	-3.98418e-07
53.9915	0.0202238	-0.0202246	0	-8.22622e-07
58.6955	0.0202223	-0.0202229	0	-6.20377e-07
63.3996	0.0202216	-0.0202218	0	-2.11969e-07
68.1036	0.0202211	-0.0202211	0	2.19454e-08
72.8077	0.0202206	-0.0202206	0	2.32231e-13
77.5117	0.0202204	-0.0202202	0	1.38413e-07
82.2158	0.0202201	-0.02022	0	1.0069e-07
86.9199	0.0202199	-0.0202198	0	7.51114e-08
91.6239	0.0202197	-0.0202197	0	1.99143e-09
100	0.0202196	-0.0202196	0	-2.59352e-08
