WallIDX	al	n	w
0	0.166898	0.1702	-4.17773e-23
1	0.0769393	0.0817438	-1.15436e-32
2	0.142296	0.165477	-3.50076e-32
3	0.419716	0.454303	-3.63125e-24
4	0.191682	0.222904	3.21223e-24
5	0.190007	0.214065	3.41659e-24
6	0.261313	0.285271	-6.12154e-23
7	0.269036	0.298014	-5.02931e-24
8	0.2316	0.249097	-2.43329e-24
9	0.137577	0.153663	-1.68563e-24
10	0.138859	0.157687	1.1687e-31
11	0.0817242	0.0943728	4.22484e-32
12	0.0183099	0.0221751	5.0574e-34
13	0.0265157	0.0278782	9.97622e-35
14	0.0634224	0.0651304	2.00267e-34
15	0.163674	0.167501	4.33343e-24
16	0.0739597	0.076305	-3.07242e-33
17	0.0586481	0.065448	3.38966e-33
18	0.104992	0.12258	7.81015e-32
19	0.115917	0.13348	-3.16606e-24
20	0.206589	0.234614	-1.42765e-23
21	0.460532	0.499522	-1.62296e-22
22	0.67728	0.725642	3.04415e-23
23	0.233949	0.258471	6.69736e-23
24	0.115889	0.127469	7.01979e-22
25	0.0552517	0.062756	4.49438e-32
26	0.0248388	0.0320558	5.1856e-33
27	0.0155975	0.0200048	2.44852e-34
28	0.025236	0.0260664	1.09466e-34
29	0.0618838	0.0630374	6.26609e-34
30	0.164565	0.167461	4.8509e-23
31	0.0742778	0.0765345	1.22779e-32
32	0.0628275	0.0732643	4.21417e-32
33	0.0932442	0.108399	3.69472e-22
34	0.132185	0.147544	-1.59179e-23
35	0.212951	0.23374	-4.99734e-24
36	0.315741	0.355179	3.17649e-25
37	0.421234	0.472389	-1.26586e-22
38	0.245504	0.269117	5.42173e-24
39	0.140793	0.153511	-1.38036e-23
40	0.108452	0.120636	-1.87894e-22
41	0.0621609	0.0728041	1.30826e-32
42	0.0215214	0.0259128	-5.65741e-35
43	0.0252351	0.0257416	2.19499e-34
44	0.0621418	0.063189	4.86632e-34
45	0.165478	0.168579	-1.99341e-23
46	0.0769842	0.0802751	3.49042e-33
47	0.0797776	0.0964807	3.51326e-32
48	0.113977	0.136951	-1.00611e-23
49	0.137383	0.156008	2.71527e-23
50	0.177927	0.196948	1.31813e-23
51	0.284854	0.314316	7.13227e-24
52	0.35497	0.388218	-1.20279e-22
53	0.239754	0.262697	-4.70921e-23
54	0.134362	0.150454	1.67811e-22
55	0.100816	0.118106	9.94513e-32
56	0.0864249	0.101304	3.45928e-31
57	0.0225478	0.0281271	1.44674e-33
58	0.0264808	0.0284059	1.53186e-34
59	0.0636009	0.0653726	2.29072e-34
60	0.161183	0.167452	3.51529e-23
61	0.0708039	0.0776788	4.42744e-33
62	0.370515	0.40562	3.57616e-24
63	0.665889	0.701902	1.45975e-23
64	0.36247	0.400355	7.5563e-24
65	0.192732	0.217872	-6.90961e-24
66	0.448284	0.482048	4.21198e-23
67	0.595077	0.644773	-2.7989e-23
68	0.246901	0.275911	-1.93476e-24
69	0.167787	0.193055	4.44199e-24
70	0.531854	0.566354	1.19539e-23
71	0.340146	0.366962	5.5378e-22
72	0.0962837	0.106996	1.30543e-30
73	0.0243387	0.0249883	1.6772e-33
74	0.0603947	0.0622078	1.64274e-33
75	0.16526	0.171266	7.65905e-23
76	0.0746606	0.0790094	1.4167e-32
77	0.272693	0.308723	1.07977e-24
78	0.587937	0.643742	8.20125e-24
79	0.251377	0.288115	-9.81491e-25
80	0.178391	0.195886	1.54938e-24
81	0.250491	0.27283	1.32082e-23
82	0.272014	0.303211	-1.06323e-24
83	0.229478	0.252621	4.75169e-23
84	0.122271	0.137466	6.17725e-23
85	0.306657	0.332722	1.80194e-23
86	0.228334	0.256492	7.63454e-29
87	0.022104	0.0299525	1.21207e-32
88	0.0243899	0.0263243	1.4999e-33
89	0.0609699	0.0628583	1.58108e-33
90	2.74089	4.6337	0.0113591
91	0.183745	0.310368	0.00144228
92	0.00196207	0.00362782	9.14699e-06
93	0.000186	0.00027053	6.83126e-07
