WallIDX
0	7.57218
1	6.51402
2	13.8275
3	35.4801
4	12.5272
5	8.63216
6	9.01367
7	9.07719
8	8.8698
9	8.59234
10	14.4152
11	15.8933
12	6.3847
13	5.40468
14	6.22695
15	7.54537
16	6.43757
17	7.55988
18	11.1978
19	8.70035
20	9.38696
21	13.9844
22	18.3597
23	9.07942
24	7.64188
25	7.78424
26	7.75099
27	6.15727
28	5.36719
29	6.19814
30	7.55736
31	6.49564
32	8.07243
33	10.447
34	9.61628
35	9.56906
36	10.7051
37	12.9036
38	9.4105
39	8.826
40	12.5822
41	14.0767
42	7.22077
43	5.36778
44	6.20411
45	7.56625
46	6.56188
47	9.38614
48	11.8927
49	9.75757
50	8.20826
51	9.76939
52	11.4363
53	9.18009
54	8.44483
55	11.7487
56	16.7411
57	7.20518
58	5.41197
59	6.23108
60	7.52259
61	6.38074
62	32.8783
63	76.3654
64	20.0072
65	8.89917
66	13.6937
67	16.593
68	9.61811
69	10.3986
70	64.8374
71	108.473
72	19.0434
73	5.33074
74	6.17074
75	7.55814
76	6.42116
77	22.8804
78	59.678
79	15.1732
80	8.26888
81	8.69991
82	9.17767
83	8.96927
84	7.99631
85	27.9862
86	45.1875
87	7.42971
88	5.34029
89	6.1801
90	8.84497
91	10.0172
92	7.91194
93	7.91194
