WallIDX	al	n	w
0	0.113463	0.281166	0
1	0.0510115	0.134019	0
2	0.102037	0.222017	0
3	0.350322	0.507818	0
4	0.135429	0.311085	0
5	0.132273	0.320307	0
6	0.181243	0.433394	0
7	0.187456	0.447577	0
8	0.159975	0.384371	0
9	0.0950889	0.23248	0
10	0.100614	0.212595	0
11	0.0601807	0.120694	0
12	0.0121054	0.0341729	0
13	0.0169898	0.0509687	0
14	0.0423947	0.11393	0
15	0.111484	0.276598	0
16	0.048805	0.128906	0
17	0.0393976	0.100994	0
18	0.0732029	0.173066	0
19	0.0804766	0.197184	0
20	0.144833	0.346661	0
21	0.338302	0.669958	0
22	0.52013	0.894274	0
23	0.162859	0.390179	0
24	0.0792449	0.198349	0
25	0.0375328	0.0957754	0
26	0.017248	0.0448123	0
27	0.0105021	0.0303631	0
28	0.016082	0.0486366	0
29	0.0412373	0.111111	0
30	0.112134	0.278146	0
31	0.0493539	0.130098	0
32	0.0436042	0.110001	0
33	0.065733	0.15744	0
34	0.0920134	0.221821	0
35	0.148019	0.353454	0
36	0.221488	0.518569	0
37	0.306737	0.639483	0
38	0.170407	0.406235	0
39	0.0968463	0.235843	0
40	0.0758533	0.177252	0
41	0.0448649	0.100013	0
42	0.0147446	0.0394434	0
43	0.0160642	0.0485936	0
44	0.0414387	0.111607	0
45	0.112825	0.279783	0
46	0.0513021	0.134672	0
47	0.0565182	0.137877	0
48	0.0812603	0.190824	0
49	0.0959844	0.230661	0
50	0.123444	0.3016	0
51	0.199001	0.471233	0
52	0.248883	0.569766	0
53	0.166857	0.399124	0
54	0.0930621	0.228292	0
55	0.0712661	0.16786	0
56	0.0656951	0.127093	0
57	0.015532	0.0415269	0
58	0.017126	0.0513411	0
59	0.0425525	0.114314	0
60	0.110041	0.273176	0
61	0.0472077	0.12511	0
62	0.307806	0.452293	0
63	0.590158	0.752598	0
64	0.282045	0.48065	0
65	0.133985	0.323126	0
66	0.325842	0.653831	0
67	0.451567	0.812079	0
68	0.172116	0.409113	0
69	0.117409	0.278785	0
70	0.472033	0.608728	0
71	0.311578	0.386958	0
72	0.0734945	0.131587	0
73	0.0152984	0.0465927	0
74	0.0402264	0.108636	0
75	0.112576	0.279008	0
76	0.0490521	0.129488	0
77	0.216916	0.35384	0
78	0.522035	0.68144	0
79	0.186316	0.368159	0
80	0.122219	0.298078	0
81	0.17267	0.414721	0
82	0.189283	0.451138	0
83	0.159149	0.381829	0
84	0.0836947	0.207452	0
85	0.248877	0.379542	0
86	0.197142	0.273956	0
87	0.0152372	0.0401658	0
88	0.0155406	0.0472129	0
89	0.0405959	0.109523	0
90	-2.7673e-11	-9.99888e-10	0.0114701
91	-2.11877e-13	-4.80791e-12	0.00210523
92	-4.44282e-17	-1.29459e-15	1.12171e-05
93	-3.20855e-18	-8.26077e-17	5.40418e-07
