WallIDX	al	n	w
0	0.164724	0.161387	6.98551e-24
1	0.0754199	0.0743793	2.65636e-33
2	0.137721	0.145725	8.12035e-33
3	0.407595	0.423014	5.77644e-25
4	0.186088	0.196763	5.15907e-25
5	0.186157	0.194613	-7.3374e-25
6	0.256006	0.260684	1.53854e-23
7	0.26358	0.271092	-1.18288e-24
8	0.227216	0.228688	6.51352e-25
9	0.134696	0.139574	3.32742e-25
10	0.134781	0.14088	-1.51919e-32
11	0.0788094	0.0831731	-6.5865e-33
12	0.0178332	0.0192543	-6.561e-35
13	0.0261962	0.0259069	-1.25856e-35
14	0.0629661	0.0626892	-3.45895e-35
15	0.161685	0.158924	-6.95181e-25
16	0.0726489	0.0703424	6.94826e-34
17	0.0571563	0.0580516	-9.23591e-34
18	0.101682	0.107361	-2.15477e-32
19	0.113283	0.120102	5.97804e-25
20	0.202444	0.213149	1.77764e-24
21	0.448492	0.454103	3.88845e-23
22	0.655841	0.661506	-3.40073e-23
23	0.229484	0.236361	-1.78714e-23
24	0.113736	0.116348	-1.89371e-22
25	0.0539315	0.0561835	-6.44791e-33
26	0.0241152	0.0277249	-3.94498e-34
27	0.015261	0.0175844	-7.68895e-36
28	0.0249496	0.0243003	-2.91679e-36
29	0.0614376	0.0606725	-9.66052e-35
30	0.162703	0.159584	-8.52566e-24
31	0.0732126	0.0714492	-3.14432e-33
32	0.0616125	0.0664225	-1.09982e-32
33	0.0911857	0.0977746	-7.84947e-23
34	0.129519	0.134472	2.85917e-24
35	0.208649	0.213672	1.65954e-24
36	0.308392	0.319614	1.88192e-24
37	0.410349	0.424221	2.90458e-23
38	0.24034	0.245531	-1.52404e-24
39	0.137869	0.140062	3.51524e-24
40	0.105703	0.108752	3.90025e-23
41	0.0605013	0.0647889	3.49493e-33
42	0.0211183	0.023321	1.37265e-34
43	0.0249624	0.0241941	-2.31777e-35
44	0.0617231	0.0609751	-7.25291e-35
45	0.163646	0.160647	1.96894e-24
46	0.0758391	0.0745604	-8.64623e-34
47	0.0780672	0.0865677	-9.44454e-33
48	0.111079	0.121549	2.0494e-24
49	0.134409	0.141171	-5.55342e-24
50	0.174813	0.181385	-4.17572e-24
51	0.27913	0.286851	-1.83779e-24
52	0.34636	0.350635	2.37425e-23
53	0.235212	0.241305	1.04503e-23
54	0.13177	0.137288	-4.33026e-23
55	0.098215	0.105417	-1.74877e-32
56	0.0840448	0.0907441	-6.07834e-32
57	0.0220667	0.025077	-2.78816e-34
58	0.0262113	0.0265907	-2.3733e-35
59	0.0631616	0.0629804	-4.03888e-35
60	0.15914	0.158124	-5.82484e-24
61	0.0694604	0.0703677	-9.02473e-34
62	0.359571	0.375473	-1.85106e-24
63	0.647902	0.663427	-2.80594e-24
64	0.351355	0.364096	-4.82296e-25
65	0.188562	0.196604	1.63364e-24
66	0.43576	0.435946	-1.28811e-23
67	0.577289	0.58583	4.3063e-24
68	0.241474	0.249552	4.87699e-25
69	0.163606	0.172523	-4.01345e-24
70	0.518413	0.536501	-3.55327e-24
71	0.332081	0.347929	-1.36732e-22
72	0.0930664	0.0968378	-2.79478e-31
73	0.0239592	0.022808	-3.53606e-34
74	0.0598871	0.0595236	-3.54704e-34
75	0.162972	0.161229	-1.7797e-23
76	0.0730103	0.0710102	-3.26332e-33
77	0.26346	0.278961	4.18391e-25
78	0.570692	0.602131	-8.60264e-25
79	0.243422	0.256274	2.61578e-25
80	0.174301	0.176945	-8.77578e-25
81	0.244981	0.2481	-2.56113e-24
82	0.265975	0.274291	3.57521e-25
83	0.2248	0.230241	-1.03758e-23
84	0.119434	0.123482	-1.68914e-23
85	0.296974	0.307004	-4.66458e-24
86	0.220492	0.236484	-1.55928e-29
87	0.0213218	0.0251076	-2.70966e-33
88	0.0240202	0.0239397	-3.26219e-34
89	0.0604286	0.06012	-3.31857e-34
90	1.6519	2.34661	0.0113591
91	0.116239	0.172223	0.00144228
92	0.000935073	0.00180236	9.17225e-06
93	7.93784e-05	0.000109823	6.83194e-07
