WallIDX	al	n	w
0	0.114567	0.293616	0
1	0.0517848	0.143838	0
2	0.104796	0.247572	0
3	0.359394	0.549351	0
4	0.138584	0.34593	0
5	0.134286	0.347574	0
6	0.183984	0.468486	0
7	0.190276	0.486111	0
8	0.162215	0.413597	0
9	0.0965911	0.252257	0
10	0.103002	0.23567	0
11	0.0620061	0.135772	0
12	0.0123502	0.0380103	0
13	0.0171374	0.0536482	0
14	0.0426118	0.117478	0
15	0.112471	0.289051	0
16	0.0494445	0.137305	0
17	0.0401702	0.111092	0
18	0.0750469	0.193547	0
19	0.0818772	0.215548	0
20	0.14703	0.376507	0
21	0.345417	0.732869	0
22	0.53403	0.982896	0
23	0.165207	0.4208	0
24	0.0803361	0.213945	0
25	0.0382034	0.104995	0
26	0.0176271	0.0509035	0
27	0.0106643	0.0338117	0
28	0.0162078	0.0511568	0
29	0.0414443	0.114606	0
30	0.11304	0.289883	0
31	0.0498553	0.137564	0
32	0.044217	0.120053	0
33	0.0668188	0.172827	0
34	0.093403	0.240505	0
35	0.150275	0.38174	0
36	0.225435	0.567797	0
37	0.313	0.706409	0
38	0.17314	0.439012	0
39	0.0983524	0.254982	0
40	0.0773045	0.194443	0
41	0.0457776	0.111729	0
42	0.0149431	0.0432233	0
43	0.0161837	0.0508352	0
44	0.0416324	0.114922	0
45	0.113718	0.291544	0
46	0.0518454	0.142823	0
47	0.0574218	0.152068	0
48	0.0828602	0.212116	0
49	0.0975447	0.251591	0
50	0.125039	0.323782	0
51	0.201991	0.510388	0
52	0.253465	0.623193	0
53	0.169216	0.429568	0
54	0.0943912	0.246869	0
55	0.0726802	0.185645	0
56	0.0671582	0.141911	0
57	0.0157753	0.0457819	0
58	0.0172458	0.0538892	0
59	0.0427581	0.117811	0
60	0.111091	0.286087	0
61	0.0479016	0.134539	0
62	0.316078	0.491479	0
63	0.604881	0.802015	0
64	0.28956	0.528585	0
65	0.136207	0.351777	0
66	0.333149	0.717507	0
67	0.46277	0.893598	0
68	0.175021	0.445237	0
69	0.11973	0.306141	0
70	0.482883	0.647894	0
71	0.318413	0.411672	0
72	0.0757038	0.144866	0
73	0.0154793	0.0493799	0
74	0.0404736	0.112374	0
75	0.113776	0.292575	0
76	0.049919	0.139461	0
77	0.223613	0.391809	0
78	0.536172	0.734638	0
79	0.191329	0.409766	0
80	0.124382	0.323639	0
81	0.17558	0.448682	0
82	0.192503	0.491084	0
83	0.161638	0.412612	0
84	0.0852286	0.225715	0
85	0.255975	0.413438	0
86	0.203378	0.299826	0
87	0.0157008	0.0460978	0
88	0.0157204	0.0502186	0
89	0.0408674	0.113151	0
90	0.323563	1.61403	0.0114684
91	0.0331332	0.150957	0.00210518
92	0.00060754	0.0024299	1.12171e-05
93	4.08229e-05	0.000168582	5.40418e-07
