7529,142,17,1,0,0,0,0,0,0,0,0,0,0,0,186,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,6,0,0,0,0,0,0,0,0,0,354,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,1218,2979,61,1,3,0,0,0,0,0,0,0,0,0,198,90,205,7,0,1,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,2,0,5,0,0,0,0,0,0,0,0,0,173,472,175,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,729,5642,539,9,28,1,1,1,0,0,0,0,0,0,35,27,334,63,14,6,1,0,0,0,0,0,0,0,0,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,4,2,0,0,0,0,0,0,0,0,81,111,367,65,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0
78,37,213,7193,167,71,5,2,1,0,0,0,0,0,0,21,7,42,357,150,9,3,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,6,1,5,3,0,2,1,0,0,0,0,0,38,17,64,455,172,24,7,0,1,0,0,0,0,0,0,0,0,0,0
149,47,252,2518,428,3115,117,32,9,2,0,0,0,1,0,25,13,51,274,90,244,53,7,3,2,1,1,0,0,0,1,2,3,2,0,3,0,1,0,0,0,0,0,0,0,4,0,4,3,0,0,3,1,0,0,0,0,0,0,0,4,2,5,6,0,7,2,0,2,7,0,3,0,0,0,51,25,71,265,41,351,66,3,9,1,0,0,0,0,0,0,0,0,0
51,17,70,254,174,6808,152,30,12,4,1,0,0,0,0,11,4,28,42,29,580,229,12,2,1,2,0,0,0,0,3,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,5,0,4,10,0,8,3,0,3,3,0,0,0,0,0,13,10,34,82,17,332,175,7,5,0,0,1,0,0,0,0,0,0,0
34,8,51,104,17,452,5766,1197,115,13,11,0,0,1,0,10,4,17,27,13,101,216,134,23,3,2,2,0,0,0,1,0,2,3,0,6,0,4,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,2,0,0,0,1,0,0,4,1,5,7,2,6,12,0,1,4,0,5,0,2,0,12,5,25,46,14,91,527,50,46,4,3,2,2,2,0,0,0,0,0
36,9,52,128,16,265,2735,1711,1917,58,59,29,1,1,0,12,1,12,35,8,51,193,367,221,10,21,8,0,3,0,18,6,3,2,2,5,6,2,2,0,2,0,1,0,0,19,0,1,2,0,2,0,1,0,0,0,0,0,0,0,2,2,2,3,1,4,15,1,8,9,3,8,0,3,2,17,5,36,59,10,113,247,173,190,29,16,19,2,3,0,0,0,0,0
9,3,16,32,4,55,125,296,7529,40,41,16,1,1,0,1,1,1,9,1,12,19,15,302,8,16,1,0,0,0,29,3,1,0,0,0,1,0,3,0,0,0,0,1,0,143,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1,0,2,0,0,0,5,0,6,5,0,4,0,5,0,2,1,7,11,4,22,51,270,363,18,13,4,0,3,0,0,0,0,0
9,3,26,49,3,95,183,101,1387,3333,1416,236,4,39,6,5,2,8,17,3,21,39,29,204,140,335,41,2,7,1,17,193,1,3,1,4,5,1,11,0,5,4,0,0,0,43,0,0,0,4,2,1,1,1,2,1,1,1,1,0,0,1,3,2,0,10,11,2,12,9,3,8,2,10,3,4,2,8,16,2,38,79,35,179,232,110,299,7,20,4,0,0,0,0
9,3,14,41,3,59,112,47,312,728,4684,952,18,74,16,4,2,5,19,6,14,29,14,76,72,515,167,1,18,6,4,33,0,15,0,3,3,3,3,4,5,8,1,4,1,10,0,0,3,5,3,5,0,3,3,0,0,0,2,0,2,0,1,4,0,11,7,1,6,4,5,7,0,6,2,3,1,8,21,6,23,46,17,112,305,145,174,11,45,7,0,0,0,0
2,1,11,5,1,12,17,10,48,66,115,7321,24,121,25,5,0,1,0,1,6,4,5,15,4,29,459,3,21,3,0,1,0,124,1,0,1,1,3,0,0,2,0,1,0,1,0,0,1,9,0,5,0,4,0,1,1,0,0,0,0,0,0,1,1,0,2,1,5,2,6,5,1,3,3,0,0,1,4,2,5,9,4,18,37,35,644,20,167,11,0,0,0,0
9,2,8,10,2,24,46,18,109,105,182,2129,654,2809,108,0,1,2,4,1,9,15,3,29,21,49,323,41,233,31,2,4,1,62,47,0,9,2,3,2,5,5,3,5,7,1,0,0,0,243,1,7,1,0,4,0,3,1,1,2,1,1,0,2,0,3,5,0,6,3,4,10,4,6,13,1,3,4,3,0,6,16,10,40,48,57,449,55,449,71,0,0,0,0
2,1,1,3,0,10,12,8,42,19,44,205,537,6546,150,0,0,3,4,0,2,4,5,10,7,20,48,19,308,41,1,1,0,2,6,1,13,0,2,0,1,4,3,7,1,1,0,0,1,139,0,4,1,0,1,0,3,0,3,2,2,0,0,1,0,0,3,1,9,4,2,7,1,7,20,1,0,0,4,0,8,7,4,8,18,20,98,50,463,260,0,0,0,0
2,0,2,8,2,4,8,3,21,16,27,128,43,410,4541,2,0,0,4,0,6,3,3,4,0,18,27,7,86,525,0,1,0,4,1,1,205,0,2,2,0,1,0,1,4,0,0,1,0,4,0,137,0,1,1,1,2,1,3,2,1,0,0,0,0,1,2,0,0,2,0,2,1,3,349,0,0,1,2,0,1,7,1,4,6,7,39,19,89,466,0,0,0,0
591,3,4,1,0,0,0,0,0,0,0,0,0,0,0,6967,249,20,0,0,0,0,0,0,1,0,0,0,0,0,290,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,88,400,33,0,1,1,0,0,0,0,0,0,0,0,1684,1385,2826,49,3,3,2,0,0,3,0,4,0,0,0,229,45,255,7,1,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123,75,418,99,1,13,1,0,1,0,0,1,0,0,0,235,613,5713,483,25,13,2,1,0,2,0,13,0,0,0,59,23,325,94,3,8,1,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
36,12,65,671,2,28,4,0,0,0,0,0,0,0,0,77,34,199,7178,379,59,9,3,2,0,0,3,2,0,0,15,8,47,299,5,8,0,0,0,0,0,0,0,0,0,3,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,1,1,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
74,20,122,376,11,375,48,12,10,2,1,1,0,0,0,118,45,205,2435,651,2868,138,38,15,0,3,3,0,0,0,31,7,61,304,49,294,30,9,7,1,0,0,0,0,0,6,2,2,8,0,2,2,0,1,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0,1,1,0,0,0,0,10,6,6,10,2,9,6,2,0,0,0,0,0,0,0,0,0,0,0
23,9,35,88,7,475,40,10,4,0,1,0,0,0,0,27,15,102,225,334,6979,319,19,13,2,1,0,0,1,3,21,1,24,49,11,331,30,6,6,0,0,1,0,0,0,1,0,1,2,0,2,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,9,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0
14,6,18,55,6,102,539,159,52,8,4,4,0,2,0,14,17,47,109,32,416,5616,1372,110,10,11,8,0,1,1,11,3,12,31,8,91,271,57,30,3,4,3,0,0,0,1,0,1,2,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,0,0,0,0,1,0,3,0,3,6,2,6,10,2,5,3,0,0,0,0,0,0,0,0,0
32,4,30,65,7,113,323,143,322,33,26,10,0,4,2,25,5,46,98,12,262,2520,1884,1926,67,61,21,2,6,1,47,9,13,31,7,75,235,143,263,19,15,6,2,2,0,6,0,2,2,0,2,8,1,3,0,3,0,0,0,0,2,2,0,3,0,3,3,0,6,4,0,0,1,0,1,4,2,2,7,1,6,10,4,10,3,1,0,0,2,1,0,0,0,0
8,3,5,19,1,20,53,27,671,25,23,9,0,3,0,15,5,10,26,4,50,112,55,7509,29,36,12,1,1,1,302,4,4,12,0,12,25,8,356,9,8,7,0,2,0,3,0,1,1,0,1,5,0,0,1,0,0,0,0,1,3,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,8,0,1,8,1,5,2,1,0,0,1,0,0,0,0,0
13,4,17,15,1,44,93,38,269,372,181,87,3,17,1,15,2,24,33,9,84,172,70,1342,3015,1624,201,8,30,4,53,317,8,23,7,26,43,22,268,246,135,48,5,17,4,3,0,0,5,0,4,10,1,5,2,4,3,0,5,2,1,1,1,1,0,2,2,1,6,0,1,5,0,2,0,1,1,2,6,2,5,9,4,10,5,7,14,3,0,1,0,0,0,0
8,0,6,15,2,34,51,28,101,120,274,158,6,35,3,5,1,16,27,4,54,81,47,327,713,4885,960,14,80,10,16,55,5,29,9,20,39,11,86,119,326,198,3,27,3,4,0,0,1,2,3,5,2,9,1,3,2,0,2,1,1,1,0,1,0,0,1,1,3,2,1,2,0,2,0,2,2,2,1,0,7,5,5,5,8,5,10,1,5,2,0,0,0,0
0,1,2,9,1,4,10,7,37,23,36,611,13,58,7,4,1,6,10,2,13,20,12,69,47,127,7509,28,110,14,3,5,2,128,8,6,19,2,18,10,34,364,8,23,6,3,0,0,0,0,0,1,0,1,0,2,3,0,3,2,0,0,0,0,0,1,2,0,0,0,1,1,0,1,0,1,0,0,0,0,1,3,0,2,1,3,19,0,5,3,0,0,0,0
5,0,3,12,1,11,21,6,43,36,60,268,127,277,48,4,2,6,12,3,34,49,19,112,70,173,2260,832,2658,135,4,6,2,61,227,12,21,10,28,26,44,384,133,297,36,0,0,2,1,5,0,5,0,3,1,3,6,1,7,2,0,0,0,0,0,0,3,0,2,1,0,0,0,1,2,1,0,0,4,1,2,7,0,4,1,7,15,3,8,4,0,0,0,0
1,1,2,6,0,5,9,3,24,13,13,87,120,443,28,2,0,2,4,0,11,10,8,46,27,56,256,673,6266,192,2,3,1,11,173,4,11,3,17,9,16,61,55,356,44,0,0,1,0,6,0,0,1,3,0,1,3,0,2,3,1,0,0,0,0,0,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,1,2,2,0,6,2,7,4,0,0,0,0
0,0,0,1,0,1,5,3,9,8,12,40,17,85,559,1,0,0,5,1,3,5,6,16,12,27,111,51,411,4980,1,2,0,5,14,3,273,0,9,9,8,28,14,81,220,0,0,0,0,2,0,3,0,2,1,2,1,1,3,0,0,0,0,1,1,0,0,1,2,1,0,2,1,0,2,0,0,0,1,1,0,1,0,2,1,0,7,1,7,5,0,0,0,0
4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,262,6,8,0,0,0,0,0,0,226,0,0,0,0,0,7180,11,19,1,0,1,0,0,0,0,0,0,0,0,0,483,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,5,0,0,0,0,0,0,0,0,3,0,0,0,202,34,298,19,1,4,0,0,0,36,0,36,2,0,0,1753,1805,2344,57,1,6,1,0,1,0,1,0,0,0,0,265,42,459,10,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,2,1,0,1,0,0,0,0,0,2,0,0,0,83,14,252,80,1,8,0,0,0,2,0,379,14,0,1,233,673,5682,525,11,15,1,0,0,0,0,0,0,0,0,49,25,284,80,0,10,1,0,0,0,0,0,0,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,5,7,0,0,1,0,0,1,0,1,0,0,0,36,9,46,358,5,33,1,1,2,1,0,13,172,0,2,62,33,210,7045,276,54,6,2,1,0,0,0,0,0,0,15,3,40,628,0,11,1,0,1,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,3,11,15,1,7,7,2,2,1,0,1,0,0,0,45,12,79,282,18,322,37,11,7,3,1,15,38,0,31,112,51,214,2336,796,2713,119,33,14,1,0,1,0,1,0,45,5,59,338,6,465,27,8,6,0,0,0,0,0,0,4,1,0,3,2,4,1,0,2,1,0,0,0,0,0,4,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,4,2,0,8,2,0,0,0,2,1,0,0,0,22,5,21,91,14,329,34,10,4,1,0,4,7,0,206,34,24,74,227,331,7002,160,33,9,3,2,0,0,0,0,12,2,12,49,5,451,31,5,5,0,0,0,0,0,0,3,0,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0
4,1,4,10,1,10,3,0,5,0,1,1,0,0,0,13,5,15,35,6,81,329,101,51,3,5,5,5,0,18,27,9,51,103,38,472,5537,1348,137,12,10,12,1,6,0,8,0,12,17,3,113,527,35,27,0,3,2,0,0,0,1,2,0,1,1,4,6,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
3,1,4,11,2,11,15,3,6,2,3,5,0,0,0,18,6,15,59,6,91,241,175,235,20,27,15,2,1,14,39,11,40,119,27,255,2583,1774,2043,96,86,18,2,7,2,12,3,15,37,1,64,364,83,250,16,16,5,1,3,0,3,2,1,3,0,6,7,3,5,2,1,4,0,0,0,1,1,1,2,0,2,5,2,1,0,0,1,0,0,0,0,0,0,0
1,0,1,6,0,3,5,1,10,1,0,1,0,2,0,6,1,11,12,4,31,60,14,334,14,16,9,1,1,2,14,9,17,29,7,59,134,51,7649,316,52,13,3,2,0,2,0,3,13,0,15,27,6,501,10,6,6,0,1,0,0,0,3,1,0,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0
1,1,2,4,0,2,13,3,14,6,12,8,1,1,1,3,2,12,22,1,41,63,20,179,187,159,70,7,18,9,19,5,14,65,7,77,174,80,1387,3529,1700,212,14,30,8,9,2,7,19,0,32,49,26,274,217,152,46,2,12,2,0,0,3,2,0,2,7,2,3,8,5,3,0,0,1,0,0,1,2,0,2,3,1,2,3,0,3,0,1,0,0,0,0,0
0,0,1,2,1,7,12,3,12,3,3,4,0,2,0,4,1,5,11,2,27,42,18,122,90,220,141,6,20,4,15,3,18,27,8,49,95,38,299,711,5170,945,29,65,15,5,0,5,10,1,19,34,12,77,102,340,166,7,31,1,1,0,2,0,0,1,1,2,4,3,3,2,1,0,1,1,1,0,1,0,1,2,0,2,0,3,4,0,1,2,0,0,0,0
1,1,2,0,0,0,4,0,5,2,4,8,3,1,0,0,0,5,3,1,8,7,3,19,13,33,354,14,50,9,4,3,6,10,4,17,16,9,52,60,380,7492,140,135,18,3,1,1,1,1,4,4,4,15,11,19,484,5,22,4,1,1,0,0,0,2,0,1,2,0,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0
5,1,1,2,1,2,2,4,7,4,5,7,2,9,5,2,0,2,9,0,10,19,10,35,32,62,242,99,218,43,11,5,6,19,12,28,39,18,110,67,223,2397,903,2915,127,4,1,4,5,1,10,21,5,44,20,39,275,39,389,28,0,0,0,1,0,1,0,2,2,5,1,1,1,0,0,1,0,0,2,0,1,1,1,4,0,0,5,0,5,4,0,0,0,0
