WallIDX
0	7.57213
1	6.37575
2	5.65514
3	5.69154
4	6.44523
5	7.50093
6	8.1616
7	8.18876
8	7.91154
9	6.76917
10	5.527
11	4.75896
12	4.75383
13	5.40463
14	6.22689
15	7.54533
16	6.34223
17	5.61847
18	5.65056
19	6.40885
20	7.46993
21	8.15328
22	8.1917
23	7.88661
24	6.7366
25	5.49408
26	4.72037
27	4.71359
28	5.36716
29	6.19811
30	7.55731
31	6.34383
32	5.6215
33	5.65548
34	6.41259
35	7.47086
36	8.15408
37	8.19135
38	7.88856
39	6.73817
40	5.49444
41	4.72498
42	4.71791
43	5.36773
44	6.20406
45	7.56619
46	6.37782
47	5.65553
48	5.69453
49	6.44743
50	7.50242
51	8.16056
52	8.1889
53	7.91558
54	6.77776
55	5.52851
56	4.7615
57	4.75773
58	5.41193
59	6.23103
60	7.52257
61	6.30726
62	5.57643
63	5.60731
64	6.37646
65	7.43847
66	8.14297
67	8.19497
68	7.83856
69	6.67607
70	5.45437
71	4.68963
72	4.67591
73	5.3307
74	6.1707
75	7.55812
76	6.34698
77	5.60239
78	5.62372
79	6.38096
80	7.44037
81	8.15074
82	8.19318
83	7.86131
84	6.70867
85	5.47171
86	4.69623
87	4.6825
88	5.34025
89	6.18006
90	4.42249
91	5.0086
92	3.95597
93	3.95597
