WallIDX	Tgt	Prj	Chrg	Value
2	al	n	1	0.0739968
2	al	n	2	0.218611
2	al	n	3	0.344212
2	al	w	0	0
2	al	w	1	0.00317707
2	al	w	2	0.0321082
2	al	w	3	0.0868529
2	n	al	0	0.00447321
2	n	al	1	0.118421
2	n	al	2	0.290512
2	n	al	3	0.441952
2	n	d	0	0.00158768
2	n	d	1	0.0335114
2	n	n	0	0.00690492
2	n	n	1	0.14157
2	n	n	2	0.314115
2	n	n	3	0.459778
2	n	w	0	1.41378e-06
2	n	w	1	0.00590766
2	n	w	2	0.0461226
2	n	w	3	0.114545
2	w	al	0	0
2	w	al	1	0
2	w	al	2	0
2	w	al	3	0
2	w	d	0	0
2	w	d	1	0
2	w	n	0	0
2	w	n	1	0
2	w	n	2	0
2	w	n	3	0
2	w	w	0	0
2	w	w	1	0
2	w	w	2	0
2	w	w	3	0
3	al	al	0	0.0009078
3	al	al	1	0.281027
3	al	al	2	0.581729
3	al	al	3	0.793051
3	al	d	0	1.99204e-05
3	al	d	1	0.047197
3	al	n	0	0.0010757
3	al	n	1	0.291387
3	al	n	2	0.559508
3	al	n	3	0.714934
3	al	w	0	0
3	al	w	1	0.0619668
3	al	w	2	0.228768
3	al	w	3	0.397365
3	n	al	0	0.004502
3	n	al	1	0.377649
3	n	al	2	0.715589
3	n	al	3	0.951596
3	n	d	0	0.0015979
3	n	d	1	0.0690947
3	n	n	0	0.00694936
3	n	n	1	0.398195
3	n	n	2	0.698767
3	n	n	3	0.864902
3	n	w	0	1.42288e-06
3	n	w	1	0.0836995
3	n	w	2	0.284597
3	n	w	3	0.474614
3	w	al	0	0
3	w	al	1	0
3	w	al	2	0
3	w	al	3	0
3	w	d	0	0
3	w	d	1	0
3	w	n	0	0
3	w	n	1	0
3	w	n	2	0
3	w	n	3	0
3	w	w	0	0
3	w	w	1	0
3	w	w	2	0
3	w	w	3	0
4	al	al	0	0.00102801
4	al	al	1	0.0598569
4	al	al	2	0.184499
4	al	al	3	0.305386
4	al	d	0	2.25583e-05
4	al	d	1	0.0136408
4	al	n	0	0.00121815
4	al	n	1	0.0660905
4	al	n	2	0.19657
4	al	n	3	0.314396
4	al	w	0	0
4	al	w	1	0.00220725
4	al	w	2	0.026536
4	al	w	3	0.0728064
4	n	al	0	0.00509817
4	n	al	1	0.108498
4	n	al	2	0.26526
4	n	al	3	0.405657
4	n	d	0	0.0018095
4	n	d	1	0.0316405
4	n	n	0	0.00786962
4	n	n	1	0.131384
4	n	n	2	0.289247
4	n	n	3	0.425018
4	n	w	0	1.61131e-06
4	n	w	1	0.0044429
4	n	w	2	0.0385988
4	n	w	3	0.0971349
4	w	al	0	0
4	w	al	1	0
4	w	al	2	0
4	w	al	3	0
4	w	d	0	0
4	w	d	1	0
4	w	n	0	0
4	w	n	1	0
4	w	n	2	0
4	w	n	3	0
4	w	w	0	0
4	w	w	1	0
4	w	w	2	0
4	w	w	3	0
5	al	al	0	0.0011964
5	al	al	1	0.0411242
5	al	al	2	0.112312
5	al	al	3	0.200397
5	al	d	0	2.62533e-05
5	al	d	1	0.00928601
5	al	n	0	0.00141768
5	al	n	1	0.0454927
5	al	n	2	0.121696
5	al	n	3	0.212999
5	al	w	0	0
5	al	w	1	0.00140019
5	al	w	2	0.00902815
5	al	w	3	0.0306895
5	n	al	0	0.00593324
5	n	al	1	0.076575
5	n	al	2	0.178284
5	n	al	3	0.284082
5	n	d	0	0.00210589
5	n	d	1	0.0226279
5	n	n	0	0.00915864
5	n	n	1	0.093785
5	n	n	2	0.203023
5	n	n	3	0.307784
5	n	w	0	1.87523e-06
5	n	w	1	0.00288821
5	n	w	2	0.0147446
5	n	w	3	0.044207
5	w	al	0	0
5	w	al	1	0
5	w	al	2	0
5	w	al	3	0
5	w	d	0	0
5	w	d	1	0
5	w	n	0	0
5	w	n	1	0
5	w	n	2	0
5	w	n	3	0
5	w	w	0	0
5	w	w	1	0
5	w	w	2	0
5	w	w	3	0
6	al	al	0	0.00130178
6	al	al	1	0.0457884
6	al	al	2	0.124002
6	al	al	3	0.216696
6	al	d	0	2.85656e-05
6	al	d	1	0.0103776
6	al	n	0	0.00154254
6	al	n	1	0.0506375
6	al	n	2	0.13405
6	al	n	3	0.229843
6	al	w	0	0
6	al	w	1	0.0015654
6	al	w	2	0.0107304
6	al	w	3	0.0349479
6	n	al	0	0.00645583
6	n	al	1	0.084677
6	n	al	2	0.193632
6	n	al	3	0.30338
6	n	d	0	0.00229137
6	n	d	1	0.0249665
6	n	n	0	0.00996532
6	n	n	1	0.10341
6	n	n	2	0.21871
6	n	n	3	0.326788
6	n	w	0	2.0404e-06
6	n	w	1	0.00322871
6	n	w	2	0.0172575
6	n	w	3	0.0499568
6	w	al	0	0
6	w	al	1	0
6	w	al	2	0
6	w	al	3	0
6	w	d	0	0
6	w	d	1	0
6	w	n	0	0
6	w	n	1	0
6	w	n	2	0
6	w	n	3	0
6	w	w	0	0
6	w	w	1	0
6	w	w	2	0
6	w	w	3	0
7	al	al	0	0.00130611
7	al	al	1	0.0462516
7	al	al	2	0.125494
7	al	al	3	0.218842
7	al	d	0	2.86606e-05
7	al	d	1	0.010486
7	al	n	0	0.00154767
7	al	n	1	0.0511484
7	al	n	2	0.135593
7	al	n	3	0.232061
7	al	w	0	0
7	al	w	1	0.00158181
7	al	w	2	0.0111204
7	al	w	3	0.0355085
7	n	al	0	0.00647731
7	n	al	1	0.0854816
7	n	al	2	0.195399
7	n	al	3	0.305921
7	n	d	0	0.00229899
7	n	d	1	0.0251987
7	n	n	0	0.00999847
7	n	n	1	0.104366
7	n	n	2	0.22045
7	n	n	3	0.32929
7	n	w	0	2.04719e-06
7	n	w	1	0.00326252
7	n	w	2	0.017784
7	n	w	3	0.0507138
7	w	al	0	0
7	w	al	1	0
7	w	al	2	0
7	w	al	3	0
7	w	d	0	0
7	w	d	1	0
7	w	n	0	0
7	w	n	1	0
7	w	n	2	0
7	w	n	3	0
7	w	w	0	0
7	w	w	1	0
7	w	w	2	0
7	w	w	3	0
8	al	al	0	0.00126189
8	al	al	1	0.044026
8	al	al	2	0.119533
8	al	al	3	0.210543
8	al	d	0	2.76904e-05
8	al	d	1	0.00996511
8	al	n	0	0.00149528
8	al	n	1	0.0486935
8	al	n	2	0.129351
8	al	n	3	0.223485
8	al	w	0	0
8	al	w	1	0.00150298
8	al	w	2	0.00996713
8	al	w	3	0.0333404
8	n	al	0	0.00625803
8	n	al	1	0.0816157
8	n	al	2	0.187891
8	n	al	3	0.296095
8	n	d	0	0.00222116
8	n	d	1	0.0240828
8	n	n	0	0.00965999
8	n	n	1	0.0997733
8	n	n	2	0.212885
8	n	n	3	0.319614
8	n	w	0	1.97788e-06
8	n	w	1	0.00310005
8	n	w	2	0.0161628
8	n	w	3	0.0477863
8	w	al	0	0
8	w	al	1	0
8	w	al	2	0
8	w	al	3	0
8	w	d	0	0
8	w	d	1	0
8	w	n	0	0
8	w	n	1	0
8	w	n	2	0
8	w	n	3	0
8	w	w	0	0
8	w	w	1	0
8	w	w	2	0
8	w	w	3	0
9	al	al	0	0.00107968
9	al	al	1	0.03813
9	al	al	2	0.106841
9	al	al	3	0.194151
9	al	d	0	2.36921e-05
9	al	d	1	0.00858527
9	al	n	0	0.00127937
9	al	n	1	0.0421899
9	al	n	2	0.115897
9	al	n	3	0.206545
9	al	w	0	0
9	al	w	1	0.00129413
9	al	w	2	0.00831673
9	al	w	3	0.0290578
9	n	al	0	0.00535441
9	n	al	1	0.0713739
9	n	al	2	0.171006
9	n	al	3	0.276688
9	n	d	0	0.00190044
9	n	d	1	0.0211265
9	n	n	0	0.00826516
9	n	n	1	0.0876059
9	n	n	2	0.195551
9	n	n	3	0.300502
9	n	w	0	1.69229e-06
9	n	w	1	0.00266963
9	n	w	2	0.0136702
9	n	w	3	0.0420038
9	w	al	0	0
9	w	al	1	0
9	w	al	2	0
9	w	al	3	0
9	w	d	0	0
9	w	d	1	0
9	w	n	0	0
9	w	n	1	0
9	w	n	2	0
9	w	n	3	0
9	w	w	0	0
9	w	w	1	0
9	w	w	2	0
9	w	w	3	0
10	al	al	0	0.000881557
10	al	al	1	0.0721573
10	al	al	2	0.217035
10	al	al	3	0.352644
10	al	d	0	1.93445e-05
10	al	d	1	0.0162823
10	al	n	0	0.0010446
10	al	n	1	0.0791296
10	al	n	2	0.230194
10	al	n	3	0.359035
10	al	w	0	0
10	al	w	1	0.0038067
10	al	w	2	0.0350365
10	al	w	3	0.0938363
10	n	al	0	0.00437186
10	n	al	1	0.124862
10	n	al	2	0.303782
10	n	al	3	0.459996
10	n	d	0	0.00155171
10	n	d	1	0.034726
10	n	n	0	0.00674847
10	n	n	1	0.148183
10	n	n	2	0.327184
10	n	n	3	0.477058
10	n	w	0	1.38175e-06
10	n	w	1	0.00685859
10	n	w	2	0.0500765
10	n	w	3	0.123201
10	w	al	0	0
10	w	al	1	0
10	w	al	2	0
10	w	al	3	0
10	w	d	0	0
10	w	d	1	0
10	w	n	0	0
10	w	n	1	0
10	w	n	2	0
10	w	n	3	0
10	w	w	0	0
10	w	w	1	0
10	w	w	2	0
10	w	w	3	0
11	al	al	0	0.000759054
11	al	al	1	0.0814712
11	al	al	2	0.24066
11	al	al	3	0.388553
11	al	d	0	1.66564e-05
11	al	d	1	0.0182824
11	al	n	0	0.000899444
11	al	n	1	0.0890029
11	al	n	2	0.253257
11	al	n	3	0.392449
11	al	w	0	0
11	al	w	1	0.0050178
11	al	w	2	0.0440034
11	al	w	3	0.1108
11	n	al	0	0.00376434
11	n	al	1	0.137254
11	n	al	2	0.331234
11	n	al	3	0.500932
11	n	d	0	0.00133608
11	n	d	1	0.0370624
11	n	n	0	0.00581069
11	n	n	1	0.160903
11	n	n	2	0.353744
11	n	n	3	0.515647
11	n	w	0	1.18974e-06
11	n	w	1	0.00868775
11	n	w	2	0.0614343
11	n	w	3	0.144035
11	w	al	0	0
11	w	al	1	0
11	w	al	2	0
11	w	al	3	0
11	w	d	0	0
11	w	d	1	0
11	w	n	0	0
11	w	n	1	0
11	w	n	2	0
11	w	n	3	0
11	w	w	0	0
11	w	w	1	0
11	w	w	2	0
11	w	w	3	0
12	al	al	0	0.000758237
12	al	al	1	0.0179787
12	al	al	2	0.0542087
12	al	al	3	0.112875
12	al	d	0	1.66384e-05
12	al	d	1	0.00386928
12	al	n	0	0.000898475
12	al	n	1	0.0199621
12	al	n	2	0.0599255
12	al	n	3	0.122293
12	al	w	0	0
12	al	w	1	0.000580338
12	al	w	2	0.00186366
12	al	w	3	0.00910132
12	n	al	0	0.00376028
12	n	al	1	0.0363697
12	n	al	2	0.0993037
12	n	al	3	0.179033
12	n	d	0	0.00133464
12	n	d	1	0.0110225
12	n	n	0	0.00580443
12	n	n	1	0.0460205
12	n	n	2	0.120787
12	n	n	3	0.203792
12	n	w	0	1.18846e-06
12	n	w	1	0.00119855
12	n	w	2	0.00384341
12	n	w	3	0.0148552
12	w	al	0	0
12	w	al	1	0
12	w	al	2	0
12	w	al	3	0
12	w	d	0	0
12	w	d	1	0
12	w	n	0	0
12	w	n	1	0
12	w	n	2	0
12	w	n	3	0
12	w	w	0	0
12	w	w	1	0
12	w	w	2	0
12	w	w	3	0
13	al	al	0	0.000862038
13	al	al	1	0.0148796
13	al	al	2	0.0455485
13	al	al	3	0.0887133
13	al	d	0	1.89162e-05
13	al	d	1	0.00314399
13	al	n	0	0.00102148
13	al	n	1	0.0165436
13	al	n	2	0.0503728
13	al	n	3	0.09668
13	al	w	0	0
13	al	w	1	0.000470562
13	al	w	2	0.0015569
13	al	w	3	0.00595951
13	n	al	0	0.00427506
13	n	al	1	0.0309863
13	n	al	2	0.0842602
13	n	al	3	0.146888
13	n	d	0	0.00151735
13	n	d	1	0.00946853
13	n	n	0	0.00659905
13	n	n	1	0.0396249
13	n	n	2	0.102915
13	n	n	3	0.170794
13	n	w	0	1.35116e-06
13	n	w	1	0.000972303
13	n	w	2	0.00321119
13	n	w	3	0.01011
13	w	al	0	0
13	w	al	1	0
13	w	al	2	0
13	w	al	3	0
13	w	d	0	0
13	w	d	1	0
13	w	n	0	0
13	w	n	1	0
13	w	n	2	0
13	w	n	3	0
13	w	w	0	0
13	w	w	1	0
13	w	w	2	0
13	w	w	3	0
14	al	al	0	0.000993189
14	al	al	1	0.0226562
14	al	al	2	0.057991
14	al	al	3	0.11778
14	al	d	0	2.17941e-05
14	al	d	1	0.00496393
14	al	n	0	0.00117688
14	al	n	1	0.0251215
14	al	n	2	0.0640975
14	al	n	3	0.127493
14	al	w	0	0
14	al	w	1	0.00074602
14	al	w	2	0.00199764
14	al	w	3	0.00973915
14	n	al	0	0.00492547
14	n	al	1	0.0444947
14	n	al	2	0.105874
14	n	al	3	0.185559
14	n	d	0	0.0017482
14	n	d	1	0.0133678
14	n	n	0	0.00760304
14	n	n	1	0.0556731
14	n	n	2	0.128592
14	n	n	3	0.210491
14	n	w	0	1.55672e-06
14	n	w	1	0.00154001
14	n	w	2	0.00411952
14	n	w	3	0.0158185
14	w	al	0	0
14	w	al	1	0
14	w	al	2	0
14	w	al	3	0
14	w	d	0	0
14	w	d	1	0
14	w	n	0	0
14	w	n	1	0
14	w	n	2	0
14	w	n	3	0
14	w	w	0	0
14	w	w	1	0
14	w	w	2	0
14	w	w	3	0
15	al	al	0	0.00120348
15	al	al	1	0.0351252
15	al	al	2	0.0916424
15	al	al	3	0.167172
15	al	d	0	2.64087e-05
15	al	d	1	0.00788205
15	al	n	0	0.00142607
15	al	n	1	0.0388754
15	al	n	2	0.0997849
15	al	n	3	0.178664
15	al	w	0	0
15	al	w	1	0.00118769
15	al	w	2	0.00634039
15	al	w	3	0.0220092
15	n	al	0	0.00596836
15	n	al	1	0.0661542
15	n	al	2	0.150785
15	n	al	3	0.244745
15	n	d	0	0.00211835
15	n	d	1	0.0196199
15	n	n	0	0.00921285
15	n	n	1	0.081405
15	n	n	2	0.174794
15	n	n	3	0.269045
15	n	w	0	1.88633e-06
15	n	w	1	0.00245027
15	n	w	2	0.0106853
15	n	w	3	0.0324865
15	w	al	0	0
15	w	al	1	0
15	w	al	2	0
15	w	al	3	0
15	w	d	0	0
15	w	d	1	0
15	w	n	0	0
15	w	n	1	0
15	w	n	2	0
15	w	n	3	0
15	w	w	0	0
15	w	w	1	0
15	w	w	2	0
15	w	w	3	0
16	al	al	0	0.00101159
16	al	al	1	0.0242876
16	al	al	2	0.0625494
16	al	al	3	0.124747
16	al	d	0	2.21978e-05
16	al	d	1	0.00534574
16	al	n	0	0.00119868
16	al	n	1	0.0269211
16	al	n	2	0.0689447
16	al	n	3	0.13482
16	al	w	0	0
16	al	w	1	0.000803809
16	al	w	2	0.00255735
16	al	w	3	0.010925
16	n	al	0	0.0050167
16	n	al	1	0.0473286
16	n	al	2	0.11208
16	n	al	3	0.194514
16	n	d	0	0.00178058
16	n	d	1	0.0141858
16	n	n	0	0.00774386
16	n	n	1	0.0590399
16	n	n	2	0.135061
16	n	n	3	0.219578
16	n	w	0	1.58556e-06
16	n	w	1	0.00165911
16	n	w	2	0.00497168
16	n	w	3	0.0175203
16	w	al	0	0
16	w	al	1	0
16	w	al	2	0
16	w	al	3	0
16	w	d	0	0
16	w	d	1	0
16	w	n	0	0
16	w	n	1	0
16	w	n	2	0
16	w	n	3	0
16	w	w	0	0
16	w	w	1	0
16	w	w	2	0
16	w	w	3	0
17	al	al	0	0.000896145
17	al	al	1	0.0279182
17	al	al	2	0.0795378
17	al	al	3	0.154409
17	al	d	0	1.96646e-05
17	al	d	1	0.00619541
17	al	n	0	0.00106189
17	al	n	1	0.0309258
17	al	n	2	0.0869534
17	al	n	3	0.165475
17	al	w	0	0
17	al	w	1	0.000932411
17	al	w	2	0.0047664
17	al	w	3	0.0186748
17	n	al	0	0.00444421
17	n	al	1	0.0536352
17	n	al	2	0.134681
17	n	al	3	0.229634
17	n	d	0	0.00157738
17	n	d	1	0.0160062
17	n	n	0	0.00686015
17	n	n	1	0.0665322
17	n	n	2	0.158263
17	n	n	3	0.254164
17	n	w	0	1.40462e-06
17	n	w	1	0.00192415
17	n	w	2	0.00830804
17	n	w	3	0.0279844
17	w	al	0	0
17	w	al	1	0
17	w	al	2	0
17	w	al	3	0
17	w	d	0	0
17	w	d	1	0
17	w	n	0	0
17	w	n	1	0
17	w	n	2	0
17	w	n	3	0
17	w	w	0	0
17	w	w	1	0
17	w	w	2	0
17	w	w	3	0
18	al	al	0	0.000901264
18	al	al	1	0.0486833
18	al	al	2	0.151709
18	al	al	3	0.263123
18	al	d	0	1.9777e-05
18	al	d	1	0.011055
18	al	n	0	0.00106796
18	al	n	1	0.0538306
18	al	n	2	0.162684
18	al	n	3	0.274476
18	al	w	0	0
18	al	w	1	0.00166794
18	al	w	2	0.0179694
18	al	w	3	0.0539996
18	n	al	0	0.00446959
18	n	al	1	0.0897056
18	n	al	2	0.226438
18	n	al	3	0.357063
18	n	d	0	0.00158639
18	n	d	1	0.026418
18	n	n	0	0.00689933
18	n	n	1	0.109384
18	n	n	2	0.251016
18	n	n	3	0.37848
18	n	w	0	1.41264e-06
18	n	w	1	0.00344004
18	n	w	2	0.0270319
18	n	w	3	0.0738244
18	w	al	0	0
18	w	al	1	0
18	w	al	2	0
18	w	al	3	0
18	w	d	0	0
18	w	d	1	0
18	w	n	0	0
18	w	n	1	0
18	w	n	2	0
18	w	n	3	0
18	w	w	0	0
18	w	w	1	0
18	w	w	2	0
18	w	w	3	0
19	al	al	0	0.00102221
19	al	al	1	0.0373798
19	al	al	2	0.106608
19	al	al	3	0.195013
19	al	d	0	2.2431e-05
19	al	d	1	0.0084097
19	al	n	0	0.00121127
19	al	n	1	0.0413624
19	al	n	2	0.115649
19	al	n	3	0.207436
19	al	w	0	0
19	al	w	1	0.00126756
19	al	w	2	0.0082864
19	al	w	3	0.029283
19	n	al	0	0.0050694
19	n	al	1	0.0700707
19	n	al	2	0.170695
19	n	al	3	0.277708
19	n	d	0	0.00179928
19	n	d	1	0.0207504
19	n	n	0	0.00782521
19	n	n	1	0.0860578
19	n	n	2	0.195233
19	n	n	3	0.301507
19	n	w	0	1.60221e-06
19	n	w	1	0.00261486
19	n	w	2	0.0136244
19	n	w	3	0.0423079
19	w	al	0	0
19	w	al	1	0
19	w	al	2	0
19	w	al	3	0
19	w	d	0	0
19	w	d	1	0
19	w	n	0	0
19	w	n	1	0
19	w	n	2	0
19	w	n	3	0
19	w	w	0	0
19	w	w	1	0
19	w	w	2	0
19	w	w	3	0
20	al	al	0	0.00119145
20	al	al	1	0.04529
20	al	al	2	0.126937
20	al	al	3	0.22347
20	al	d	0	2.61447e-05
20	al	d	1	0.0102609
20	al	n	0	0.00141182
20	al	n	1	0.0500877
20	al	n	2	0.137084
20	al	n	3	0.236844
20	al	w	0	0
20	al	w	1	0.00154775
20	al	w	2	0.0114974
20	al	w	3	0.0367178
20	n	al	0	0.00590871
20	n	al	1	0.0838113
20	n	al	2	0.197108
20	n	al	3	0.311401
20	n	d	0	0.00209718
20	n	d	1	0.0247166
20	n	n	0	0.00912078
20	n	n	1	0.102382
20	n	n	2	0.222132
20	n	n	3	0.334687
20	n	w	0	1.86748e-06
20	n	w	1	0.00319233
20	n	w	2	0.0182931
20	n	w	3	0.0523466
20	w	al	0	0
20	w	al	1	0
20	w	al	2	0
20	w	al	3	0
20	w	d	0	0
20	w	d	1	0
20	w	n	0	0
20	w	n	1	0
20	w	n	2	0
20	w	n	3	0
20	w	w	0	0
20	w	w	1	0
20	w	w	2	0
20	w	w	3	0
21	al	al	0	0.00130045
21	al	al	1	0.0848838
21	al	al	2	0.226114
21	al	al	3	0.356933
21	al	d	0	2.85365e-05
21	al	d	1	0.0190153
21	al	n	0	0.00154097
21	al	n	1	0.0926204
21	al	n	2	0.239517
21	al	n	3	0.363086
21	al	w	0	0
21	al	w	1	0.00546155
21	al	w	2	0.0375305
21	al	w	3	0.0957448
21	n	al	0	0.00644924
21	n	al	1	0.141794
21	n	al	2	0.314509
21	n	al	3	0.464928
21	n	d	0	0.00228903
21	n	d	1	0.0379184
21	n	n	0	0.00995515
21	n	n	1	0.165564
21	n	n	2	0.337726
21	n	n	3	0.481781
21	n	w	0	2.03832e-06
21	n	w	1	0.00935795
21	n	w	2	0.0534113
21	n	w	3	0.125567
21	w	al	0	0
21	w	al	1	0
21	w	al	2	0
21	w	al	3	0
21	w	d	0	0
21	w	d	1	0
21	w	n	0	0
21	w	n	1	0
21	w	n	2	0
21	w	n	3	0
21	w	w	0	0
21	w	w	1	0
21	w	w	2	0
21	w	w	3	0
22	al	al	0	0.00130658
22	al	al	1	0.127626
22	al	al	2	0.308212
22	al	al	3	0.47028
22	al	d	0	2.8671e-05
22	al	d	1	0.0278444
22	al	n	0	0.00154823
22	al	n	1	0.137796
22	al	n	2	0.317065
22	al	n	3	0.463905
22	al	w	0	0
22	al	w	1	0.0116772
22	al	w	2	0.0740639
22	al	w	3	0.158352
22	n	al	0	0.00647964
22	n	al	1	0.197923
22	n	al	2	0.408907
22	n	al	3	0.590896
22	n	d	0	0.00229982
22	n	d	1	0.048167
22	n	n	0	0.0100021
22	n	n	1	0.222935
22	n	n	2	0.42813
22	n	n	3	0.594811
22	n	w	0	2.04793e-06
22	n	w	1	0.0185359
22	n	w	2	0.0986936
22	n	w	3	0.200788
22	w	al	0	0
22	w	al	1	0
22	w	al	2	0
22	w	al	3	0
22	w	d	0	0
22	w	d	1	0
22	w	n	0	0
22	w	n	1	0
22	w	n	2	0
22	w	n	3	0
22	w	w	0	0
22	w	w	1	0
22	w	w	2	0
22	w	w	3	0
23	al	al	0	0.00125791
23	al	al	1	0.0451212
23	al	al	2	0.123469
23	al	al	3	0.216839
23	al	d	0	2.76031e-05
23	al	d	1	0.0102214
23	al	n	0	0.00149057
23	al	n	1	0.0499015
23	al	n	2	0.1335
23	al	n	3	0.229991
23	al	w	0	0
23	al	w	1	0.00154177
23	al	w	2	0.0105911
23	al	w	3	0.0349853
23	n	al	0	0.00623831
23	n	al	1	0.083518
23	n	al	2	0.193001
23	n	al	3	0.30355
23	n	d	0	0.00221417
23	n	d	1	0.024632
23	n	n	0	0.00962955
23	n	n	1	0.102033
23	n	n	2	0.218088
23	n	n	3	0.326955
23	n	w	0	1.97165e-06
23	n	w	1	0.00318
23	n	w	2	0.0170695
23	n	w	3	0.0500073
23	w	al	0	0
23	w	al	1	0
23	w	al	2	0
23	w	al	3	0
23	w	d	0	0
23	w	d	1	0
23	w	n	0	0
23	w	n	1	0
23	w	n	2	0
23	w	n	3	0
23	w	w	0	0
23	w	w	1	0
23	w	w	2	0
23	w	w	3	0
24	al	al	0	0.00107449
24	al	al	1	0.0326134
24	al	al	2	0.0883054
24	al	al	3	0.164605
24	al	d	0	2.35781e-05
24	al	d	1	0.00729422
24	al	n	0	0.00127322
24	al	n	1	0.0361048
24	al	n	2	0.0962475
24	al	n	3	0.176011
24	al	w	0	0
24	al	w	1	0.00109872
24	al	w	2	0.00590647
24	al	w	3	0.0213385
24	n	al	0	0.00532865
24	n	al	1	0.0617911
24	n	al	2	0.146346
24	n	al	3	0.241706
24	n	d	0	0.0018913
24	n	d	1	0.0183604
24	n	n	0	0.00822539
24	n	n	1	0.0762215
24	n	n	2	0.170236
24	n	n	3	0.266052
24	n	w	0	1.68415e-06
24	n	w	1	0.00226691
24	n	w	2	0.0100299
24	n	w	3	0.031581
24	w	al	0	0
24	w	al	1	0
24	w	al	2	0
24	w	al	3	0
24	w	d	0	0
24	w	d	1	0
24	w	n	0	0
24	w	n	1	0
24	w	n	2	0
24	w	n	3	0
24	w	w	0	0
24	w	w	1	0
24	w	w	2	0
24	w	w	3	0
25	al	al	0	0.000876306
25	al	al	1	0.0287208
25	al	al	2	0.0830643
25	al	al	3	0.160478
25	al	d	0	1.92293e-05
25	al	d	1	0.00638323
25	al	n	0	0.00103838
25	al	n	1	0.031811
25	al	n	2	0.0906917
25	al	n	3	0.171746
25	al	w	0	0
25	al	w	1	0.000960839
25	al	w	2	0.00522496
25	al	w	3	0.0202604
25	n	al	0	0.00434582
25	n	al	1	0.0550293
25	n	al	2	0.139373
25	n	al	3	0.23682
25	n	d	0	0.00154246
25	n	d	1	0.0164086
25	n	n	0	0.00670827
25	n	n	1	0.0681884
25	n	n	2	0.163079
25	n	n	3	0.26124
25	n	w	0	1.37352e-06
25	n	w	1	0.00198274
25	n	w	2	0.00900061
25	n	w	3	0.0301252
25	w	al	0	0
25	w	al	1	0
25	w	al	2	0
25	w	al	3	0
25	w	d	0	0
25	w	d	1	0
25	w	n	0	0
25	w	n	1	0
25	w	n	2	0
25	w	n	3	0
25	w	w	0	0
25	w	w	1	0
25	w	w	2	0
25	w	w	3	0
26	al	al	0	0.000752899
26	al	al	1	0.0256051
26	al	al	2	0.0774504
26	al	al	3	0.154148
26	al	d	0	1.65213e-05
26	al	d	1	0.00565408
26	al	n	0	0.000892149
26	al	n	1	0.0283744
26	al	n	2	0.0847406
26	al	n	3	0.165205
26	al	w	0	0
26	al	w	1	0.000850478
26	al	w	2	0.00449497
26	al	w	3	0.0186066
26	n	al	0	0.00373381
26	n	al	1	0.0496173
26	n	al	2	0.131904
26	n	al	3	0.229325
26	n	d	0	0.00132524
26	n	d	1	0.0148464
26	n	n	0	0.00576357
26	n	n	1	0.0617588
26	n	n	2	0.155412
26	n	n	3	0.253859
26	n	w	0	1.18009e-06
26	n	w	1	0.00175529
