WallIDX	al	n	w
0	0.026349	0.0660568	0
1	0.0256794	0.0621431	0
2	0.0393146	0.102918	0
3	0.0772219	0.168585	0
4	0.048595	0.139455	0
5	0.0436982	0.133641	0
6	0.0541938	0.160227	0
7	0.0560532	0.171871	0
8	0.0463752	0.133832	0
9	0.0338148	0.0996828	0
10	0.0319432	0.0905272	0
11	0.0228512	0.0595655	0
12	0.0103624	0.0266179	0
13	0.00766829	0.0202037	0
14	0.0081867	0.0232288	0
15	0.0250079	0.0664255	0
16	0.0214498	0.0539736	0
17	0.0232713	0.0599477	0
18	0.0334299	0.0915931	0
19	0.0329597	0.0963401	0
20	0.0442058	0.138896	0
21	0.0888175	0.23733	0
22	0.129363	0.315973	0
23	0.0481499	0.141917	0
24	0.0299226	0.0859622	0
25	0.0194529	0.0551864	0
26	0.0119827	0.037156	0
27	0.00718735	0.0238917	0
28	0.00699918	0.0192511	0
29	0.00805594	0.0227123	0
30	0.0233681	0.0629536	0
31	0.0176345	0.0477752	0
32	0.0169737	0.057002	0
33	0.0214343	0.0722534	0
34	0.0301776	0.0920709	0
35	0.0441261	0.130315	0
36	0.0655626	0.199881	0
37	0.0855063	0.252	0
38	0.0518299	0.148905	0
39	0.0331937	0.0955497	0
40	0.0229253	0.0706714	0
41	0.0137272	0.046733	0
42	0.00724294	0.024144	0
43	0.00641362	0.0175312	0
44	0.00768196	0.0218079	0
45	0.0234174	0.0630008	0
46	0.0199661	0.0522126	0
47	0.0232969	0.0744191	0
48	0.0298909	0.0930331	0
49	0.0339243	0.101465	0
50	0.0373568	0.114626	0
51	0.0558017	0.17105	0
52	0.0699324	0.205825	0
53	0.046544	0.140592	0
54	0.0321555	0.0963989	0
55	0.0271537	0.0804453	0
56	0.0210756	0.0604008	0
57	0.00960971	0.0285663	0
58	0.00690882	0.0199801	0
59	0.00779836	0.0226955	0
60	0.0260172	0.0684093	0
61	0.0258865	0.0617342	0
62	0.0757257	0.161269	0
63	0.141332	0.244761	0
64	0.0770959	0.184124	0
65	0.048552	0.138139	0
66	0.0920991	0.237521	0
67	0.113264	0.292559	0
68	0.0547278	0.159988	0
69	0.0448989	0.124998	0
70	0.0982977	0.18711	0
71	0.0744243	0.134709	0
72	0.0244716	0.0542593	0
73	0.0100379	0.0220872	0
74	0.00917935	0.02455	0
75	0.0282984	0.0704331	0
76	0.0301728	0.0641373	0
77	0.0658825	0.149475	0
78	0.125974	0.246896	0
79	0.0645619	0.164391	0
80	0.0486774	0.128273	0
81	0.0571839	0.15758	0
82	0.0603888	0.177418	0
83	0.0487474	0.14043	0
84	0.0387589	0.0985794	0
85	0.062443	0.133939	0
86	0.0527012	0.112168	0
87	0.0168192	0.0382238	0
88	0.00968542	0.0229225	0
89	0.00932252	0.0235523	0
90	0.626824	2.72043	0.0100608
91	0.0631999	0.257766	0.000707719
92	0.0011797	0.00407228	9.91545e-06
93	8.13806e-05	0.000281876	1.11431e-06
