WallIDX	al	n	w
0	1.51208e-10	-1.51208e-10	2.81091e-23
1	1.53397e-09	-1.53397e-09	-1.57363e-24
2	6.0546e-10	-6.0546e-10	-1.7521e-25
3	3.27031e-10	-3.27032e-10	-2.2169e-24
4	9.89605e-10	-9.89605e-10	3.1288e-24
5	6.8764e-10	-6.8764e-10	-1.16933e-23
6	8.1921e-10	-8.1921e-10	-1.5404e-23
7	1.51887e-09	-1.51887e-09	1.33551e-23
8	2.22943e-09	-2.22943e-09	5.66539e-24
9	9.67555e-09	-9.67555e-09	-1.05997e-23
10	3.82942e-08	-3.82942e-08	3.41637e-24
11	2.74175e-07	-2.74175e-07	6.66117e-25
12	1.437e-05	-1.437e-05	5.62389e-25
13	1.95781e-06	-1.95781e-06	1.25188e-25
14	2.0395e-07	-2.0395e-07	1.70151e-25
15	1.69551e-10	-1.69551e-10	6.30203e-24
16	1.49392e-09	-1.49392e-09	-2.7486e-25
17	-5.70399e-10	5.70399e-10	3.55445e-25
18	8.75876e-10	-8.75876e-10	1.57458e-24
19	9.14611e-10	-9.14611e-10	1.76192e-24
20	8.52499e-10	-8.52499e-10	-5.51368e-24
21	1.21054e-09	-1.21054e-09	7.0343e-23
22	2.32944e-09	-2.32944e-09	-3.77748e-22
23	5.55753e-09	-5.55753e-09	-3.71947e-23
24	2.30805e-08	-2.30805e-08	-4.74974e-22
25	1.8345e-07	-1.8345e-07	1.20504e-23
26	3.38101e-06	-3.38101e-06	3.33916e-24
27	2.91958e-05	-2.91958e-05	5.47774e-25
28	2.9874e-06	-2.9874e-06	5.26295e-25
29	3.0732e-07	-3.0732e-07	8.35979e-25
30	1.54676e-10	-1.54676e-10	-6.98972e-23
31	7.6091e-10	-7.6091e-10	3.04669e-24
32	6.63483e-10	-6.63483e-10	3.10438e-24
33	1.05631e-09	-1.05631e-09	-6.95225e-23
34	6.17887e-10	-6.17887e-10	-1.06505e-23
35	7.57007e-10	-7.57007e-10	3.03238e-23
36	9.55781e-10	-9.55781e-10	5.87793e-24
37	1.5465e-09	-1.5465e-09	-6.67476e-23
38	3.82396e-09	-3.82396e-09	1.34999e-23
39	1.36208e-08	-1.36208e-08	-4.62604e-24
40	5.75093e-08	-5.75093e-08	3.82147e-22
41	3.88669e-07	-3.88669e-07	-6.99651e-24
42	7.01952e-06	-7.01952e-06	-7.08486e-25
43	2.37537e-06	-2.37537e-06	-7.47291e-27
44	2.47991e-07	-2.47991e-07	-2.14935e-25
45	1.06805e-10	-1.06805e-10	2.56046e-25
46	8.90384e-10	-8.90384e-10	1.90914e-24
47	7.78619e-10	-7.78619e-10	1.26524e-24
48	4.0427e-10	-4.0427e-10	1.96439e-23
49	4.46734e-10	-4.46734e-10	2.64905e-23
50	4.47443e-10	-4.47443e-10	4.94408e-25
51	5.34965e-10	-5.34965e-10	5.47154e-24
52	1.08543e-09	-1.08543e-09	-7.74848e-23
53	1.91475e-09	-1.91475e-09	2.83264e-23
54	6.50331e-09	-6.50331e-09	1.83817e-22
55	2.73824e-08	-2.73824e-08	-1.63867e-23
56	1.28615e-07	-1.28615e-07	-5.68023e-24
57	3.96716e-06	-3.96716e-06	-1.38594e-24
58	1.36172e-06	-1.36172e-06	-4.10173e-25
59	1.48078e-07	-1.48078e-07	-3.27455e-25
60	3.27427e-10	-3.27427e-10	-2.57424e-23
61	8.13002e-10	-8.13002e-10	7.22109e-25
62	8.22768e-11	-8.22768e-11	4.814e-24
63	1.21144e-10	-1.21143e-10	9.81266e-24
64	1.19146e-10	-1.19146e-10	1.58363e-23
65	3.01694e-10	-3.01694e-10	-1.91441e-25
66	3.42162e-10	-3.42162e-10	-9.28096e-24
67	3.79524e-10	-3.79524e-10	2.44382e-23
68	9.66698e-10	-9.66698e-10	-2.30053e-24
69	2.51793e-09	-2.51793e-09	-1.18324e-23
70	3.83429e-09	-3.83429e-09	-1.37041e-23
71	1.97237e-08	-1.97237e-08	-1.10981e-22
72	1.41023e-07	-1.41023e-07	3.49093e-24
73	1.98088e-06	-1.98088e-06	6.9212e-25
74	1.29519e-07	-1.29519e-07	3.42866e-25
75	2.2547e-10	-2.2547e-10	2.92439e-23
76	9.29719e-10	-9.29719e-10	-3.5447e-25
77	2.35091e-10	-2.35091e-10	-8.02958e-24
78	1.95036e-10	-1.95036e-10	-4.54983e-24
79	4.52365e-10	-4.52365e-10	-4.72882e-25
80	2.62939e-10	-2.62939e-10	-1.63063e-24
81	3.9096e-10	-3.9096e-10	2.76023e-23
82	5.04838e-10	-5.04838e-10	8.50865e-25
83	8.73494e-10	-8.73494e-10	-4.46531e-23
84	3.63125e-09	-3.63125e-09	-2.77254e-23
85	6.90858e-09	-6.90858e-09	2.28941e-23
86	4.59675e-08	-4.59675e-08	3.1699e-24
87	4.48333e-06	-4.48333e-06	1.34152e-24
88	2.05719e-06	-2.05719e-06	5.39663e-25
89	1.32996e-07	-1.32996e-07	3.68413e-25
90	2.70447e-07	-4.7306e-08	-2.23141e-07
91	3.21404e-07	-8.11962e-08	-2.40207e-07
92	0.000553353	7.40875e-05	-0.000627441
93	3.54128e-05	2.52196e-06	-3.79348e-05
