VarInfo	ResiduumInfo	Residuum	Value	AbsTol
GammaWq2w21	Residuum equation #826(Solvar: GammaWq2w21)	-3.13618e-38	2.76977e-25	1e-06
GammaWq3w21	Residuum equation #827(Solvar: GammaWq3w21)	-0	0	1e-06
GammaALq0w22	Residuum equation #828(Solvar: GammaALq0w22)	1.05113e-17	0.04129	1e-06
GammaALq1w22	Residuum equation #829(Solvar: GammaALq1w22)	-8.28716e-17	0.127228	1e-06
GammaALq2w22	Residuum equation #830(Solvar: GammaALq2w22)	-4.15099e-19	0.000963116	1e-06
GammaALq3w22	Residuum equation #831(Solvar: GammaALq3w22)	-0	0	1e-06
GammaNq0w22	Residuum equation #832(Solvar: GammaNq0w22)	-5.94787e-18	0.0562985	1e-06
GammaNq1w22	Residuum equation #833(Solvar: GammaNq1w22)	3.44641e-17	0.159775	1e-06
GammaNq2w22	Residuum equation #834(Solvar: GammaNq2w22)	-2.93073e-19	0.00177043	1e-06
GammaNq3w22	Residuum equation #835(Solvar: GammaNq3w22)	-0	0	1e-06
GammaWq0w22	Residuum equation #836(Solvar: GammaWq0w22)	1.17084e-37	1.91871e-23	1e-06
GammaWq1w22	Residuum equation #837(Solvar: GammaWq1w22)	5.23515e-37	5.70443e-23	1e-06
GammaWq2w22	Residuum equation #838(Solvar: GammaWq2w22)	-2.30794e-38	4.00701e-25	1e-06
GammaWq3w22	Residuum equation #839(Solvar: GammaWq3w22)	-0	0	1e-06
GammaALq0w23	Residuum equation #840(Solvar: GammaALq0w23)	-1.10318e-17	0.0214487	1e-06
GammaALq1w23	Residuum equation #841(Solvar: GammaALq1w23)	-5.52062e-17	0.0444938	1e-06
GammaALq2w23	Residuum equation #842(Solvar: GammaALq2w23)	-2.1684e-19	0.000505918	1e-06
GammaALq3w23	Residuum equation #843(Solvar: GammaALq3w23)	-0	0	1e-06
GammaNq0w23	Residuum equation #844(Solvar: GammaNq0w23)	5.93884e-17	0.0308538	1e-06
GammaNq1w23	Residuum equation #845(Solvar: GammaNq1w23)	-1.64697e-17	0.0595495	1e-06
GammaNq2w23	Residuum equation #846(Solvar: GammaNq2w23)	1.69407e-19	0.000567082	1e-06
GammaNq3w23	Residuum equation #847(Solvar: GammaNq3w23)	-0	0	1e-06
GammaWq0w23	Residuum equation #848(Solvar: GammaWq0w23)	7.35832e-38	8.9987e-24	1e-06
GammaWq1w23	Residuum equation #849(Solvar: GammaWq1w23)	-4.73195e-37	2.19282e-23	1e-06
GammaWq2w23	Residuum equation #850(Solvar: GammaWq2w23)	9.0458e-39	3.35573e-25	1e-06
GammaWq3w23	Residuum equation #851(Solvar: GammaWq3w23)	-0	0	1e-06
GammaALq0w24	Residuum equation #852(Solvar: GammaALq0w24)	3.16223e-17	0.013459	1e-06
GammaALq1w24	Residuum equation #853(Solvar: GammaALq1w24)	-3.2709e-17	0.0279547	1e-06
GammaALq2w24	Residuum equation #854(Solvar: GammaALq2w24)	-1.37982e-18	0.000653148	1e-06
GammaALq3w24	Residuum equation #855(Solvar: GammaALq3w24)	-0	0	1e-06
GammaNq0w24	Residuum equation #856(Solvar: GammaNq0w24)	2.15214e-17	0.017981	1e-06
GammaNq1w24	Residuum equation #857(Solvar: GammaNq1w24)	2.48672e-17	0.035427	1e-06
GammaNq2w24	Residuum equation #858(Solvar: GammaNq2w24)	-1.80418e-19	0.000239206	1e-06
GammaNq3w24	Residuum equation #859(Solvar: GammaNq3w24)	-0	0	1e-06
GammaWq0w24	Residuum equation #860(Solvar: GammaWq0w24)	-1.3121e-37	2.19441e-23	1e-06
GammaWq1w24	Residuum equation #861(Solvar: GammaWq1w24)	3.95844e-37	2.92084e-23	1e-06
GammaWq2w24	Residuum equation #862(Solvar: GammaWq2w24)	-1.00882e-39	8.95796e-25	1e-06
GammaWq3w24	Residuum equation #863(Solvar: GammaWq3w24)	-0	0	1e-06
GammaALq0w25	Residuum equation #864(Solvar: GammaALq0w25)	-1.41217e-17	0.0074707	1e-06
GammaALq1w25	Residuum equation #865(Solvar: GammaALq1w25)	2.37982e-17	0.0191049	1e-06
GammaALq2w25	Residuum equation #866(Solvar: GammaALq2w25)	2.20652e-19	0.000573404	1e-06
GammaALq3w25	Residuum equation #867(Solvar: GammaALq3w25)	-0	0	1e-06
GammaNq0w25	Residuum equation #868(Solvar: GammaNq0w25)	3.56093e-18	0.0119627	1e-06
GammaNq1w25	Residuum equation #869(Solvar: GammaNq1w25)	-2.70216e-17	0.0224905	1e-06
GammaNq2w25	Residuum equation #870(Solvar: GammaNq2w25)	8.25857e-20	0.000199749	1e-06
GammaNq3w25	Residuum equation #871(Solvar: GammaNq3w25)	-0	0	1e-06
GammaWq0w25	Residuum equation #872(Solvar: GammaWq0w25)	1.21266e-38	-1.37382e-24	1e-06
GammaWq1w25	Residuum equation #873(Solvar: GammaWq1w25)	-3.22139e-37	1.29143e-23	1e-06
GammaWq2w25	Residuum equation #874(Solvar: GammaWq2w25)	-8.22617e-39	5.09902e-25	1e-06
GammaWq3w25	Residuum equation #875(Solvar: GammaWq3w25)	-0	0	1e-06
GammaALq0w26	Residuum equation #876(Solvar: GammaALq0w26)	1.15959e-18	0.00430817	1e-06
GammaALq1w26	Residuum equation #877(Solvar: GammaALq1w26)	4.46005e-18	0.0117946	1e-06
GammaALq2w26	Residuum equation #878(Solvar: GammaALq2w26)	4.40457e-20	0.000403354	1e-06
GammaALq3w26	Residuum equation #879(Solvar: GammaALq3w26)	-0	0	1e-06
GammaNq0w26	Residuum equation #880(Solvar: GammaNq0w26)	-2.67662e-18	0.00718741	1e-06
GammaNq1w26	Residuum equation #881(Solvar: GammaNq1w26)	2.29377e-17	0.0162939	1e-06
GammaNq2w26	Residuum equation #882(Solvar: GammaNq2w26)	-1.70254e-19	0.000234976	1e-06
GammaNq3w26	Residuum equation #883(Solvar: GammaNq3w26)	-0	0	1e-06
GammaWq0w26	Residuum equation #884(Solvar: GammaWq0w26)	-5.49206e-39	-1.54109e-24	1e-06
GammaWq1w26	Residuum equation #885(Solvar: GammaWq1w26)	-9.74748e-38	4.38378e-24	1e-06
GammaWq2w26	Residuum equation #886(Solvar: GammaWq2w26)	-2.69234e-39	4.96473e-25	1e-06
GammaWq3w26	Residuum equation #887(Solvar: GammaWq3w26)	-0	0	1e-06
GammaALq0w27	Residuum equation #888(Solvar: GammaALq0w27)	-3.30597e-18	0.00213392	1e-06
GammaALq1w27	Residuum equation #889(Solvar: GammaALq1w27)	9.65109e-18	0.00780993	1e-06
GammaALq2w27	Residuum equation #890(Solvar: GammaALq2w27)	-4.40457e-20	0.000258238	1e-06
GammaALq3w27	Residuum equation #891(Solvar: GammaALq3w27)	-0	0	1e-06
GammaNq0w27	Residuum equation #892(Solvar: GammaNq0w27)	7.93839e-18	0.00388389	1e-06
GammaNq1w27	Residuum equation #893(Solvar: GammaNq1w27)	1.36982e-17	0.0104803	1e-06
GammaNq2w27	Residuum equation #894(Solvar: GammaNq2w27)	3.30555e-19	0.00018682	1e-06
GammaNq3w27	Residuum equation #895(Solvar: GammaNq3w27)	-0	0	1e-06
GammaWq0w27	Residuum equation #896(Solvar: GammaWq0w27)	8.66171e-41	-8.99029e-26	1e-06
GammaWq1w27	Residuum equation #897(Solvar: GammaWq1w27)	2.16041e-38	5.36829e-25	1e-06
GammaWq2w27	Residuum equation #898(Solvar: GammaWq2w27)	1.56022e-39	1.00847e-25	1e-06
GammaWq3w27	Residuum equation #899(Solvar: GammaWq3w27)	-0	0	1e-06
GammaALq0w28	Residuum equation #900(Solvar: GammaALq0w28)	-6.0224e-19	0.00282323	1e-06
GammaALq1w28	Residuum equation #901(Solvar: GammaALq1w28)	3.26955e-18	0.00728178	1e-06
GammaALq2w28	Residuum equation #902(Solvar: GammaALq2w28)	-1.41455e-19	9.74078e-05	1e-06
GammaALq3w28	Residuum equation #903(Solvar: GammaALq3w28)	-0	0	1e-06
GammaNq0w28	Residuum equation #904(Solvar: GammaNq0w28)	-1.28495e-18	0.0037886	1e-06
GammaNq1w28	Residuum equation #905(Solvar: GammaNq1w28)	1.44673e-18	0.00715951	1e-06
GammaNq2w28	Residuum equation #906(Solvar: GammaNq2w28)	6.41627e-20	7.8644e-05	1e-06
GammaNq3w28	Residuum equation #907(Solvar: GammaNq3w28)	-0	0	1e-06
GammaWq0w28	Residuum equation #908(Solvar: GammaWq0w28)	5.35179e-49	-1.27036e-34	1e-06
GammaWq1w28	Residuum equation #909(Solvar: GammaWq1w28)	-7.35133e-39	5.1988e-25	1e-06
GammaWq2w28	Residuum equation #910(Solvar: GammaWq2w28)	-7.17465e-41	6.41536e-27	1e-06
GammaWq3w28	Residuum equation #911(Solvar: GammaWq3w28)	-0	0	1e-06
GammaALq0w29	Residuum equation #912(Solvar: GammaALq0w29)	-2.90024e-18	0.00400221	1e-06
GammaALq1w29	Residuum equation #913(Solvar: GammaALq1w29)	6.26804e-18	0.00754676	1e-06
GammaALq2w29	Residuum equation #914(Solvar: GammaALq2w29)	2.47334e-19	0.000298241	1e-06
GammaALq3w29	Residuum equation #915(Solvar: GammaALq3w29)	-0	0	1e-06
GammaNq0w29	Residuum equation #916(Solvar: GammaNq0w29)	-2.45618e-18	0.0043918	1e-06
GammaNq1w29	Residuum equation #917(Solvar: GammaNq1w29)	3.73542e-18	0.00849344	1e-06
GammaNq2w29	Residuum equation #918(Solvar: GammaNq2w29)	2.51463e-20	0.000114953	1e-06
GammaNq3w29	Residuum equation #919(Solvar: GammaNq3w29)	-0	0	1e-06
GammaWq0w29	Residuum equation #920(Solvar: GammaWq0w29)	6.86812e-50	3.45955e-35	1e-06
GammaWq1w29	Residuum equation #921(Solvar: GammaWq1w29)	-8.19883e-40	8.42408e-25	1e-06
GammaWq2w29	Residuum equation #922(Solvar: GammaWq2w29)	-6.64015e-41	-6.42937e-27	1e-06
GammaWq3w29	Residuum equation #923(Solvar: GammaWq3w29)	-0	0	1e-06
GammaALq0w30	Residuum equation #924(Solvar: GammaALq0w30)	-3.1225e-17	0.0110067	1e-06
GammaALq1w30	Residuum equation #925(Solvar: GammaALq1w30)	-7.49802e-17	0.0224164	1e-06
GammaALq2w30	Residuum equation #926(Solvar: GammaALq2w30)	1.32322e-19	0.000448254	1e-06
GammaALq3w30	Residuum equation #927(Solvar: GammaALq3w30)	-0	0	1e-06
GammaNq0w30	Residuum equation #928(Solvar: GammaNq0w30)	-1.21092e-17	0.0135784	1e-06
GammaNq1w30	Residuum equation #929(Solvar: GammaNq1w30)	-2.51128e-17	0.0227874	1e-06
GammaNq2w30	Residuum equation #930(Solvar: GammaNq2w30)	-2.66392e-19	0.000401752	1e-06
GammaNq3w30	Residuum equation #931(Solvar: GammaNq3w30)	-0	0	1e-06
GammaWq0w30	Residuum equation #932(Solvar: GammaWq0w30)	1.17549e-38	3.40101e-24	1e-06
GammaWq1w30	Residuum equation #933(Solvar: GammaWq1w30)	-2.02038e-38	4.31858e-24	1e-06
GammaWq2w30	Residuum equation #934(Solvar: GammaWq2w30)	6.31369e-40	5.1876e-26	1e-06
GammaWq3w30	Residuum equation #935(Solvar: GammaWq3w30)	-0	0	1e-06
GammaALq0w31	Residuum equation #936(Solvar: GammaALq0w31)	-2.22031e-18	0.00773462	1e-06
GammaALq1w31	Residuum equation #937(Solvar: GammaALq1w31)	-1.19227e-17	0.0175445	1e-06
GammaALq2w31	Residuum equation #938(Solvar: GammaALq2w31)	1.21364e-19	0.000316616	1e-06
GammaALq3w31	Residuum equation #939(Solvar: GammaALq3w31)	-0	0	1e-06
GammaNq0w31	Residuum equation #940(Solvar: GammaNq0w31)	-5.42101e-19	0.0103552	1e-06
GammaNq1w31	Residuum equation #941(Solvar: GammaNq1w31)	-1.06379e-17	0.0173759	1e-06
GammaNq2w31	Residuum equation #942(Solvar: GammaNq2w31)	-1.62207e-19	0.000121328	1e-06
GammaNq3w31	Residuum equation #943(Solvar: GammaNq3w31)	-0	0	1e-06
GammaWq0w31	Residuum equation #944(Solvar: GammaWq0w31)	-2.99613e-39	6.65821e-25	1e-06
GammaWq1w31	Residuum equation #945(Solvar: GammaWq1w31)	-6.09788e-38	2.30958e-24	1e-06
GammaWq2w31	Residuum equation #946(Solvar: GammaWq2w31)	1.21682e-39	7.12879e-26	1e-06
GammaWq3w31	Residuum equation #947(Solvar: GammaWq3w31)	-0	0	1e-06
GammaALq0w32	Residuum equation #948(Solvar: GammaALq0w32)	-5.91795e-18	0.00686089	1e-06
GammaALq1w32	Residuum equation #949(Solvar: GammaALq1w32)	-8.03051e-18	0.0169326	1e-06
GammaALq2w32	Residuum equation #950(Solvar: GammaALq2w32)	1.41296e-19	0.000392631	1e-06
GammaALq3w32	Residuum equation #951(Solvar: GammaALq3w32)	-0	0	1e-06
GammaNq0w32	Residuum equation #952(Solvar: GammaNq0w32)	1.0842e-18	0.01134	1e-06
GammaNq1w32	Residuum equation #953(Solvar: GammaNq1w32)	8.50421e-19	0.0229822	1e-06
GammaNq2w32	Residuum equation #954(Solvar: GammaNq2w32)	-2.67874e-19	0.000300749	1e-06
GammaNq3w32	Residuum equation #955(Solvar: GammaNq3w32)	-0	0	1e-06
GammaWq0w32	Residuum equation #956(Solvar: GammaWq0w32)	-5.14279e-39	6.75178e-25	1e-06
GammaWq1w32	Residuum equation #957(Solvar: GammaWq1w32)	3.54485e-38	2.3574e-24	1e-06
GammaWq2w32	Residuum equation #958(Solvar: GammaWq2w32)	6.35387e-39	7.17975e-26	1e-06
GammaWq3w32	Residuum equation #959(Solvar: GammaWq3w32)	-0	0	1e-06
GammaALq0w33	Residuum equation #960(Solvar: GammaALq0w33)	5.89935e-18	0.00868194	1e-06
GammaALq1w33	Residuum equation #961(Solvar: GammaALq1w33)	-4.95218e-18	0.0208253	1e-06
GammaALq2w33	Residuum equation #962(Solvar: GammaALq2w33)	-4.82809e-19	0.000459778	1e-06
GammaALq3w33	Residuum equation #963(Solvar: GammaALq3w33)	-0	0	1e-06
GammaNq0w33	Residuum equation #964(Solvar: GammaNq0w33)	-6.92195e-18	0.0140995	1e-06
GammaNq1w33	Residuum equation #965(Solvar: GammaNq1w33)	3.32122e-18	0.0307434	1e-06
GammaNq2w33	Residuum equation #966(Solvar: GammaNq2w33)	-3.38813e-20	0.000279445	1e-06
GammaNq3w33	Residuum equation #967(Solvar: GammaNq3w33)	-0	0	1e-06
GammaWq0w33	Residuum equation #968(Solvar: GammaWq0w33)	-1.83671e-39	3.15098e-24	1e-06
GammaWq1w33	Residuum equation #969(Solvar: GammaWq1w33)	-1.40325e-37	4.44639e-24	1e-06
GammaWq2w33	Residuum equation #970(Solvar: GammaWq2w33)	-6.77287e-39	6.96243e-26	1e-06
GammaWq3w33	Residuum equation #971(Solvar: GammaWq3w33)	-0	0	1e-06
GammaALq0w34	Residuum equation #972(Solvar: GammaALq0w34)	-1.73472e-17	0.0138346	1e-06
GammaALq1w34	Residuum equation #973(Solvar: GammaALq1w34)	-1.4566e-17	0.0279201	1e-06
GammaALq2w34	Residuum equation #974(Solvar: GammaALq2w34)	7.0399e-19	0.000440379	1e-06
GammaALq3w34	Residuum equation #975(Solvar: GammaALq3w34)	-0	0	1e-06
GammaNq0w34	Residuum equation #976(Solvar: GammaNq0w34)	-3.63208e-17	0.0201541	1e-06
GammaNq1w34	Residuum equation #977(Solvar: GammaNq1w34)	2.13994e-17	0.0370595	1e-06
GammaNq2w34	Residuum equation #978(Solvar: GammaNq2w34)	-4.67562e-19	0.000340343	1e-06
GammaNq3w34	Residuum equation #979(Solvar: GammaNq3w34)	-0	0	1e-06
GammaWq0w34	Residuum equation #980(Solvar: GammaWq0w34)	1.26366e-37	9.1026e-25	1e-06
GammaWq1w34	Residuum equation #981(Solvar: GammaWq1w34)	-2.29589e-38	1.88477e-24	1e-06
GammaWq2w34	Residuum equation #982(Solvar: GammaWq2w34)	-5.30924e-40	7.06172e-26	1e-06
GammaWq3w34	Residuum equation #983(Solvar: GammaWq3w34)	-0	0	1e-06
GammaALq0w35	Residuum equation #984(Solvar: GammaALq0w35)	3.87602e-18	0.0190971	1e-06
GammaALq1w35	Residuum equation #985(Solvar: GammaALq1w35)	5.95959e-17	0.0417046	1e-06
GammaALq2w35	Residuum equation #986(Solvar: GammaALq2w35)	-8.22045e-19	0.000589825	1e-06
GammaALq3w35	Residuum equation #987(Solvar: GammaALq3w35)	-0	0	1e-06
GammaNq0w35	Residuum equation #988(Solvar: GammaNq0w35)	3.17603e-17	0.0279423	1e-06
GammaNq1w35	Residuum equation #989(Solvar: GammaNq1w35)	4.76193e-17	0.0537489	1e-06
GammaNq2w35	Residuum equation #990(Solvar: GammaNq2w35)	4.06576e-20	0.000489494	1e-06
GammaNq3w35	Residuum equation #991(Solvar: GammaNq3w35)	-0	0	1e-06
GammaWq0w35	Residuum equation #992(Solvar: GammaWq0w35)	1.33787e-37	-1.11939e-24	1e-06
GammaWq1w35	Residuum equation #993(Solvar: GammaWq1w35)	2.10935e-36	-7.90275e-26	1e-06
GammaWq2w35	Residuum equation #994(Solvar: GammaWq2w35)	-1.64304e-39	7.74217e-26	1e-06
GammaWq3w35	Residuum equation #995(Solvar: GammaWq3w35)	-0	0	1e-06
GammaALq0w36	Residuum equation #996(Solvar: GammaALq0w36)	-1.7686e-17	0.0281916	1e-06
GammaALq1w36	Residuum equation #997(Solvar: GammaALq1w36)	3.93633e-17	0.0610806	1e-06
GammaALq2w36	Residuum equation #998(Solvar: GammaALq2w36)	4.35798e-19	0.000688218	1e-06
GammaALq3w36	Residuum equation #999(Solvar: GammaALq3w36)	-0	0	1e-06
GammaNq0w36	Residuum equation #1000(Solvar: GammaNq0w36)	-2.7864e-17	0.0412112	1e-06
GammaNq1w36	Residuum equation #1001(Solvar: GammaNq1w36)	-7.95516e-17	0.0873533	1e-06
GammaNq2w36	Residuum equation #1002(Solvar: GammaNq2w36)	4.33681e-19	0.000834381	1e-06
GammaNq3w36	Residuum equation #1003(Solvar: GammaNq3w36)	-0	0	1e-06
GammaWq0w36	Residuum equation #1004(Solvar: GammaWq0w36)	-3.63471e-37	1.29301e-24	1e-06
GammaWq1w36	Residuum equation #1005(Solvar: GammaWq1w36)	1.48464e-36	5.50064e-24	1e-06
GammaWq2w36	Residuum equation #1006(Solvar: GammaWq2w36)	2.064e-38	1.5507e-26	1e-06
GammaWq3w36	Residuum equation #1007(Solvar: GammaWq3w36)	-0	0	1e-06
GammaALq0w37	Residuum equation #1008(Solvar: GammaALq0w37)	-4.67482e-17	0.0344239	1e-06
GammaALq1w37	Residuum equation #1009(Solvar: GammaALq1w37)	-1.45355e-17	0.0803711	1e-06
GammaALq2w37	Residuum equation #1010(Solvar: GammaALq2w37)	6.51157e-21	0.00073249	1e-06
GammaALq3w37	Residuum equation #1011(Solvar: GammaALq3w37)	-0	0	1e-06
GammaNq0w37	Residuum equation #1012(Solvar: GammaNq0w37)	0	0.0473207	1e-06
GammaNq1w37	Residuum equation #1013(Solvar: GammaNq1w37)	1.42971e-17	0.118324	1e-06
GammaNq2w37	Residuum equation #1014(Solvar: GammaNq2w37)	-1.16763e-18	0.0010383	1e-06
GammaNq3w37	Residuum equation #1015(Solvar: GammaNq3w37)	-0	0	1e-06
GammaWq0w37	Residuum equation #1016(Solvar: GammaWq0w37)	-6.8063e-38	8.94544e-24	1e-06
GammaWq1w37	Residuum equation #1017(Solvar: GammaWq1w37)	-5.30631e-37	2.01834e-23	1e-06
GammaWq2w37	Residuum equation #1018(Solvar: GammaWq2w37)	5.41686e-39	1.8256e-25	1e-06
GammaWq3w37	Residuum equation #1019(Solvar: GammaWq3w37)	-0	0	1e-06
GammaALq0w38	Residuum equation #1020(Solvar: GammaALq0w38)	-3.25701e-17	0.0216256	1e-06
GammaALq1w38	Residuum equation #1021(Solvar: GammaALq1w38)	2.96123e-18	0.0488912	1e-06
GammaALq2w38	Residuum equation #1022(Solvar: GammaALq2w38)	-7.852e-19	0.000967897	1e-06
GammaALq3w38	Residuum equation #1023(Solvar: GammaALq3w38)	-0	0	1e-06
GammaNq0w38	Residuum equation #1024(Solvar: GammaNq0w38)	-5.55112e-17	0.0322358	1e-06
GammaNq1w38	Residuum equation #1025(Solvar: GammaNq1w38)	6.60372e-17	0.0625169	1e-06
GammaNq2w38	Residuum equation #1026(Solvar: GammaNq2w38)	-4.99749e-19	0.000345339	1e-06
GammaNq3w38	Residuum equation #1027(Solvar: GammaNq3w38)	-0	0	1e-06
GammaWq0w38	Residuum equation #1028(Solvar: GammaWq0w38)	3.11595e-37	3.83078e-24	1e-06
GammaWq1w38	Residuum equation #1029(Solvar: GammaWq1w38)	-8.23376e-37	1.85563e-23	1e-06
GammaWq2w38	Residuum equation #1030(Solvar: GammaWq2w38)	2.15957e-40	2.88756e-25	1e-06
GammaWq3w38	Residuum equation #1031(Solvar: GammaWq3w38)	-0	0	1e-06
GammaALq0w39	Residuum equation #1032(Solvar: GammaALq0w39)	2.98664e-18	0.0132634	1e-06
GammaALq1w39	Residuum equation #1033(Solvar: GammaALq1w39)	4.87887e-17	0.0327835	1e-06
GammaALq2w39	Residuum equation #1034(Solvar: GammaALq2w39)	2.31637e-19	0.00051726	1e-06
GammaALq3w39	Residuum equation #1035(Solvar: GammaALq3w39)	-0	0	1e-06
GammaNq0w39	Residuum equation #1036(Solvar: GammaNq0w39)	1.72388e-17	0.0191423	1e-06
GammaNq1w39	Residuum equation #1037(Solvar: GammaNq1w39)	-4.55246e-17	0.0398214	1e-06
GammaNq2w39	Residuum equation #1038(Solvar: GammaNq2w39)	-2.00641e-19	0.000314163	1e-06
GammaNq3w39	Residuum equation #1039(Solvar: GammaNq3w39)	3.12343e-21	4.43559e-06	1e-06
GammaWq0w39	Residuum equation #1040(Solvar: GammaWq0w39)	1.14335e-37	2.2309e-24	1e-06
GammaWq1w39	Residuum equation #1041(Solvar: GammaWq1w39)	-6.47773e-37	1.47094e-23	1e-06
GammaWq2w39	Residuum equation #1042(Solvar: GammaWq2w39)	-1.26489e-39	2.22145e-25	1e-06
GammaWq3w39	Residuum equation #1043(Solvar: GammaWq3w39)	-0	0	1e-06
GammaALq0w40	Residuum equation #1044(Solvar: GammaALq0w40)	-4.05674e-17	0.00913319	1e-06
GammaALq1w40	Residuum equation #1045(Solvar: GammaALq1w40)	-1.56049e-17	0.0224334	1e-06
GammaALq2w40	Residuum equation #1046(Solvar: GammaALq2w40)	4.31563e-19	0.000456708	1e-06
GammaALq3w40	Residuum equation #1047(Solvar: GammaALq3w40)	-0	0	1e-06
GammaNq0w40	Residuum equation #1048(Solvar: GammaNq0w40)	-6.23416e-19	0.0135028	1e-06
GammaNq1w40	Residuum equation #1049(Solvar: GammaNq1w40)	-3.98838e-17	0.0305268	1e-06
GammaNq2w40	Residuum equation #1050(Solvar: GammaNq2w40)	1.3976e-20	0.000178055	1e-06
GammaNq3w40	Residuum equation #1051(Solvar: GammaNq3w40)	-0	0	1e-06
GammaWq0w40	Residuum equation #1052(Solvar: GammaWq0w40)	5.95209e-39	-1.7184e-23	1e-06
GammaWq1w40	Residuum equation #1053(Solvar: GammaWq1w40)	1.86891e-37	-1.30379e-23	1e-06
GammaWq2w40	Residuum equation #1054(Solvar: GammaWq2w40)	-1.10418e-39	-3.36712e-27	1e-06
GammaWq3w40	Residuum equation #1055(Solvar: GammaWq3w40)	-0	0	1e-06
GammaALq0w41	Residuum equation #1056(Solvar: GammaALq0w41)	-1.74997e-18	0.00595832	1e-06
GammaALq1w41	Residuum equation #1057(Solvar: GammaALq1w41)	4.20535e-17	0.0125439	1e-06
GammaALq2w41	Residuum equation #1058(Solvar: GammaALq2w41)	-5.35748e-19	0.000470314	1e-06
GammaALq3w41	Residuum equation #1059(Solvar: GammaALq3w41)	-0	0	1e-06
GammaNq0w41	Residuum equation #1060(Solvar: GammaNq0w41)	1.89735e-18	0.0089199	1e-06
GammaNq1w41	Residuum equation #1061(Solvar: GammaNq1w41)	1.72486e-17	0.0202816	1e-06
GammaNq2w41	Residuum equation #1062(Solvar: GammaNq2w41)	-4.29869e-19	0.000413468	1e-06
GammaNq3w41	Residuum equation #1063(Solvar: GammaNq3w41)	-0	0	1e-06
GammaWq0w41	Residuum equation #1064(Solvar: GammaWq0w41)	-3.36213e-39	-3.38256e-24	1e-06
GammaWq1w41	Residuum equation #1065(Solvar: GammaWq1w41)	6.17534e-38	-3.40137e-24	1e-06
GammaWq2w41	Residuum equation #1066(Solvar: GammaWq2w41)	1.36112e-39	-2.12579e-25	1e-06
GammaWq3w41	Residuum equation #1067(Solvar: GammaWq3w41)	-0	0	1e-06
GammaALq0w42	Residuum equation #1068(Solvar: GammaALq0w42)	-2.35814e-18	0.00285019	1e-06
GammaALq1w42	Residuum equation #1069(Solvar: GammaALq1w42)	1.02999e-18	0.00723163	1e-06
GammaALq2w42	Residuum equation #1070(Solvar: GammaALq2w42)	-3.28649e-19	0.000218744	1e-06
GammaALq3w42	Residuum equation #1071(Solvar: GammaALq3w42)	-0	0	1e-06
GammaNq0w42	Residuum equation #1072(Solvar: GammaNq0w42)	4.25422e-18	0.00469568	1e-06
GammaNq1w42	Residuum equation #1073(Solvar: GammaNq1w42)	-1.58022e-17	0.00959668	1e-06
GammaNq2w42	Residuum equation #1074(Solvar: GammaNq2w42)	-1.09267e-19	0.000385555	1e-06
GammaNq3w42	Residuum equation #1075(Solvar: GammaNq3w42)	-0	0	1e-06
GammaWq0w42	Residuum equation #1076(Solvar: GammaWq0w42)	-4.82136e-40	-1.67875e-25	1e-06
GammaWq1w42	Residuum equation #1077(Solvar: GammaWq1w42)	-3.78786e-39	-5.01298e-25	1e-06
GammaWq2w42	Residuum equation #1078(Solvar: GammaWq2w42)	-3.8275e-39	-3.93131e-26	1e-06
GammaWq3w42	Residuum equation #1079(Solvar: GammaWq3w42)	-0	0	1e-06
GammaALq0w43	Residuum equation #1080(Solvar: GammaALq0w43)	9.21572e-19	0.00277221	1e-06
GammaALq1w43	Residuum equation #1081(Solvar: GammaALq1w43)	1.0086e-17	0.00636919	1e-06
GammaALq2w43	Residuum equation #1082(Solvar: GammaALq2w43)	8.89385e-20	0.00028294	1e-06
GammaALq3w43	Residuum equation #1083(Solvar: GammaALq3w43)	-0	0	1e-06
GammaNq0w43	Residuum equation #1084(Solvar: GammaNq0w43)	-4.91957e-18	0.00383527	1e-06
GammaNq1w43	Residuum equation #1085(Solvar: GammaNq1w43)	1.08624e-17	0.00595929	1e-06
GammaNq2w43	Residuum equation #1086(Solvar: GammaNq2w43)	8.29033e-20	0.000131525	1e-06
GammaNq3w43	Residuum equation #1087(Solvar: GammaNq3w43)	-0	0	1e-06
GammaWq0w43	Residuum equation #1088(Solvar: GammaWq0w43)	-7.54056e-40	1.30672e-26	1e-06
GammaWq1w43	Residuum equation #1089(Solvar: GammaWq1w43)	1.09055e-38	-8.18362e-26	1e-06
GammaWq2w43	Residuum equation #1090(Solvar: GammaWq2w43)	-3.04833e-39	6.12961e-26	1e-06
GammaWq3w43	Residuum equation #1091(Solvar: GammaWq3w43)	-0	0	1e-06
GammaALq0w44	Residuum equation #1092(Solvar: GammaALq0w44)	-4.44523e-18	0.00386114	1e-06
GammaALq1w44	Residuum equation #1093(Solvar: GammaALq1w44)	-2.22685e-18	0.00722769	1e-06
GammaALq2w44	Residuum equation #1094(Solvar: GammaALq2w44)	6.43745e-20	0.000210688	1e-06
GammaALq3w44	Residuum equation #1095(Solvar: GammaALq3w44)	-0	0	1e-06
GammaNq0w44	Residuum equation #1096(Solvar: GammaNq0w44)	7.12058e-18	0.00464205	1e-06
GammaNq1w44	Residuum equation #1097(Solvar: GammaNq1w44)	1.28071e-17	0.00737432	1e-06
GammaNq2w44	Residuum equation #1098(Solvar: GammaNq2w44)	-3.96411e-19	0.000329805	1e-06
