VarInfo	ResiduumInfo	Residuum	Value	AbsTol
SYieldALbyNq3w73	Residuum equation #3175(Solvar: SYieldALbyNq3w73)	-2.498e-16	0.158509	1e-06
SYieldALbyNq3w74	Residuum equation #3176(Solvar: SYieldALbyNq3w74)	-2.77556e-17	0.198127	1e-06
SYieldALbyNq3w75	Residuum equation #3177(Solvar: SYieldALbyNq3w75)	4.44089e-16	0.270412	1e-06
SYieldALbyNq3w76	Residuum equation #3178(Solvar: SYieldALbyNq3w76)	-1.66533e-16	0.211415	1e-06
SYieldALbyNq3w77	Residuum equation #3179(Solvar: SYieldALbyNq3w77)	1.11022e-16	0.670174	1e-06
SYieldALbyNq3w78	Residuum equation #3180(Solvar: SYieldALbyNq3w78)	1.9984e-15	1.07022	1e-06
SYieldALbyNq3w79	Residuum equation #3181(Solvar: SYieldALbyNq3w79)	-4.44089e-16	0.519086	1e-06
SYieldALbyNq3w80	Residuum equation #3182(Solvar: SYieldALbyNq3w80)	5.55112e-17	0.297735	1e-06
SYieldALbyNq3w81	Residuum equation #3183(Solvar: SYieldALbyNq3w81)	1.11022e-16	0.323073	1e-06
SYieldALbyNq3w82	Residuum equation #3184(Solvar: SYieldALbyNq3w82)	-4.996e-16	0.342193	1e-06
SYieldALbyNq3w83	Residuum equation #3185(Solvar: SYieldALbyNq3w83)	3.33067e-16	0.33104	1e-06
SYieldALbyNq3w84	Residuum equation #3186(Solvar: SYieldALbyNq3w84)	2.77556e-16	0.277828	1e-06
SYieldALbyNq3w85	Residuum equation #3187(Solvar: SYieldALbyNq3w85)	-1.11022e-16	0.758725	1e-06
SYieldALbyNq3w86	Residuum equation #3188(Solvar: SYieldALbyNq3w86)	4.44089e-16	0.940618	1e-06
SYieldALbyNq3w87	Residuum equation #3189(Solvar: SYieldALbyNq3w87)	-2.77556e-16	0.226302	1e-06
SYieldALbyNq3w88	Residuum equation #3190(Solvar: SYieldALbyNq3w88)	-3.33067e-16	0.156789	1e-06
SYieldALbyNq3w89	Residuum equation #3191(Solvar: SYieldALbyNq3w89)	3.33067e-16	0.198521	1e-06
SYieldALbyNq3w90	Residuum equation #3192(Solvar: SYieldALbyNq3w90)	1.30781e-11	0.0711652	1e-06
SYieldALbyNq3w91	Residuum equation #3193(Solvar: SYieldALbyNq3w91)	-7.85108e-13	0.100483	1e-06
SYieldALbyNq3w92	Residuum equation #3194(Solvar: SYieldALbyNq3w92)	-5.56221e-07	0.0633633	1e-06
SYieldALbyNq3w93	Residuum equation #3195(Solvar: SYieldALbyNq3w93)	-6.77782e-08	0.00691608	1e-06
SYieldALbyWq0w0	Residuum equation #3196(Solvar: SYieldALbyWq0w0)	1.69877e-24	-1.04179e-24	1e-06
SYieldALbyWq0w1	Residuum equation #3197(Solvar: SYieldALbyWq0w1)	-8.19897e-26	1.13031e-25	1e-06
SYieldALbyWq0w2	Residuum equation #3198(Solvar: SYieldALbyWq0w2)	1.46427e-26	-1.46427e-26	1e-06
SYieldALbyWq0w3	Residuum equation #3199(Solvar: SYieldALbyWq0w3)	1.6917e-26	5.00585e-24	1e-06
SYieldALbyWq0w4	Residuum equation #3200(Solvar: SYieldALbyWq0w4)	8.414e-26	3.82694e-24	1e-06
SYieldALbyWq0w5	Residuum equation #3201(Solvar: SYieldALbyWq0w5)	-1.81625e-25	6.1923e-25	1e-06
SYieldALbyWq0w6	Residuum equation #3202(Solvar: SYieldALbyWq0w6)	8.49404e-25	-8.49404e-25	1e-06
SYieldALbyWq0w7	Residuum equation #3203(Solvar: SYieldALbyWq0w7)	3.53132e-25	-3.53132e-25	1e-06
SYieldALbyWq0w8	Residuum equation #3204(Solvar: SYieldALbyWq0w8)	1.61526e-25	8.33592e-25	1e-06
SYieldALbyWq0w9	Residuum equation #3205(Solvar: SYieldALbyWq0w9)	1.96002e-25	-1.96002e-25	1e-06
SYieldALbyWq0w10	Residuum equation #3206(Solvar: SYieldALbyWq0w10)	6.33091e-26	-7.04228e-27	1e-06
SYieldALbyWq0w11	Residuum equation #3207(Solvar: SYieldALbyWq0w11)	1.36041e-26	1.02919e-26	1e-06
SYieldALbyWq0w12	Residuum equation #3208(Solvar: SYieldALbyWq0w12)	1.23976e-26	3.43154e-27	1e-06
SYieldALbyWq0w13	Residuum equation #3209(Solvar: SYieldALbyWq0w13)	3.91753e-27	8.92902e-27	1e-06
SYieldALbyWq0w14	Residuum equation #3210(Solvar: SYieldALbyWq0w14)	4.95001e-27	2.69439e-27	1e-06
SYieldALbyWq0w15	Residuum equation #3211(Solvar: SYieldALbyWq0w15)	4.20548e-25	-3.04811e-25	1e-06
SYieldALbyWq0w16	Residuum equation #3212(Solvar: SYieldALbyWq0w16)	1.92987e-26	-1.92987e-26	1e-06
SYieldALbyWq0w17	Residuum equation #3213(Solvar: SYieldALbyWq0w17)	-1.69933e-26	1.69933e-26	1e-06
SYieldALbyWq0w18	Residuum equation #3214(Solvar: SYieldALbyWq0w18)	-8.73685e-26	8.73685e-26	1e-06
SYieldALbyWq0w19	Residuum equation #3215(Solvar: SYieldALbyWq0w19)	-4.01344e-27	5.47215e-27	1e-06
SYieldALbyWq0w20	Residuum equation #3216(Solvar: SYieldALbyWq0w20)	4.12529e-25	-4.12529e-25	1e-06
SYieldALbyWq0w21	Residuum equation #3217(Solvar: SYieldALbyWq0w21)	1.25822e-25	1.50757e-23	1e-06
SYieldALbyWq0w22	Residuum equation #3218(Solvar: SYieldALbyWq0w22)	-1.03777e-23	2.53979e-23	1e-06
SYieldALbyWq0w23	Residuum equation #3219(Solvar: SYieldALbyWq0w23)	4.65877e-25	4.13756e-27	1e-06
SYieldALbyWq0w24	Residuum equation #3220(Solvar: SYieldALbyWq0w24)	1.32045e-23	-1.32045e-23	1e-06
SYieldALbyWq0w25	Residuum equation #3221(Solvar: SYieldALbyWq0w25)	1.46372e-25	-1.11977e-25	1e-06
SYieldALbyWq0w26	Residuum equation #3222(Solvar: SYieldALbyWq0w26)	-3.51978e-27	3.51978e-27	1e-06
SYieldALbyWq0w27	Residuum equation #3223(Solvar: SYieldALbyWq0w27)	-1.05606e-26	1.05606e-26	1e-06
SYieldALbyWq0w28	Residuum equation #3224(Solvar: SYieldALbyWq0w28)	-6.06604e-27	6.06604e-27	1e-06
SYieldALbyWq0w29	Residuum equation #3225(Solvar: SYieldALbyWq0w29)	2.25573e-26	-1.37746e-26	1e-06
SYieldALbyWq0w30	Residuum equation #3226(Solvar: SYieldALbyWq0w30)	3.81193e-24	-3.81193e-24	1e-06
SYieldALbyWq0w31	Residuum equation #3227(Solvar: SYieldALbyWq0w31)	1.57532e-25	-1.01877e-25	1e-06
SYieldALbyWq0w32	Residuum equation #3228(Solvar: SYieldALbyWq0w32)	1.54184e-25	-8.51635e-26	1e-06
SYieldALbyWq0w33	Residuum equation #3229(Solvar: SYieldALbyWq0w33)	3.60197e-24	-3.60197e-24	1e-06
SYieldALbyWq0w34	Residuum equation #3230(Solvar: SYieldALbyWq0w34)	-3.59671e-25	5.69405e-25	1e-06
SYieldALbyWq0w35	Residuum equation #3231(Solvar: SYieldALbyWq0w35)	-5.79341e-25	5.79341e-25	1e-06
SYieldALbyWq0w36	Residuum equation #3232(Solvar: SYieldALbyWq0w36)	6.06781e-26	-6.06781e-26	1e-06
SYieldALbyWq0w37	Residuum equation #3233(Solvar: SYieldALbyWq0w37)	-1.96842e-24	3.29779e-24	1e-06
SYieldALbyWq0w38	Residuum equation #3234(Solvar: SYieldALbyWq0w38)	-6.06138e-25	6.06138e-25	1e-06
SYieldALbyWq0w39	Residuum equation #3235(Solvar: SYieldALbyWq0w39)	1.98569e-25	-1.68163e-25	1e-06
SYieldALbyWq0w40	Residuum equation #3236(Solvar: SYieldALbyWq0w40)	7.31045e-24	-2.51581e-24	1e-06
SYieldALbyWq0w41	Residuum equation #3237(Solvar: SYieldALbyWq0w41)	9.97178e-26	-9.97178e-26	1e-06
SYieldALbyWq0w42	Residuum equation #3238(Solvar: SYieldALbyWq0w42)	8.37633e-27	-8.37633e-27	1e-06
SYieldALbyWq0w43	Residuum equation #3239(Solvar: SYieldALbyWq0w43)	-3.85419e-27	3.85419e-27	1e-06
SYieldALbyWq0w44	Residuum equation #3240(Solvar: SYieldALbyWq0w44)	-6.25108e-28	1.36159e-27	1e-06
SYieldALbyWq0w45	Residuum equation #3241(Solvar: SYieldALbyWq0w45)	1.50662e-24	-1.50662e-24	1e-06
SYieldALbyWq0w46	Residuum equation #3242(Solvar: SYieldALbyWq0w46)	1.55331e-25	-4.5117e-26	1e-06
SYieldALbyWq0w47	Residuum equation #3243(Solvar: SYieldALbyWq0w47)	1.0274e-25	1.24679e-26	1e-06
SYieldALbyWq0w48	Residuum equation #3244(Solvar: SYieldALbyWq0w48)	4.86518e-25	-2.63726e-25	1e-06
SYieldALbyWq0w49	Residuum equation #3245(Solvar: SYieldALbyWq0w49)	6.01064e-25	-4.2814e-25	1e-06
SYieldALbyWq0w50	Residuum equation #3246(Solvar: SYieldALbyWq0w50)	2.38844e-25	4.81149e-25	1e-06
SYieldALbyWq0w51	Residuum equation #3247(Solvar: SYieldALbyWq0w51)	1.67699e-25	-1.67699e-25	1e-06
SYieldALbyWq0w52	Residuum equation #3248(Solvar: SYieldALbyWq0w52)	1.56762e-24	-1.56762e-24	1e-06
SYieldALbyWq0w53	Residuum equation #3249(Solvar: SYieldALbyWq0w53)	-6.00059e-25	6.00059e-25	1e-06
SYieldALbyWq0w54	Residuum equation #3250(Solvar: SYieldALbyWq0w54)	-1.70542e-24	1.70542e-24	1e-06
SYieldALbyWq0w55	Residuum equation #3251(Solvar: SYieldALbyWq0w55)	-2.67272e-25	3.1261e-25	1e-06
SYieldALbyWq0w56	Residuum equation #3252(Solvar: SYieldALbyWq0w56)	-7.64289e-26	1.87926e-25	1e-06
SYieldALbyWq0w57	Residuum equation #3253(Solvar: SYieldALbyWq0w57)	-2.08384e-26	6.03881e-26	1e-06
SYieldALbyWq0w58	Residuum equation #3254(Solvar: SYieldALbyWq0w58)	-7.42243e-27	1.77403e-26	1e-06
SYieldALbyWq0w59	Residuum equation #3255(Solvar: SYieldALbyWq0w59)	-6.08386e-27	1.6583e-26	1e-06
SYieldALbyWq0w60	Residuum equation #3256(Solvar: SYieldALbyWq0w60)	1.33342e-24	-1.33342e-24	1e-06
SYieldALbyWq0w61	Residuum equation #3257(Solvar: SYieldALbyWq0w61)	6.87997e-26	1.73986e-25	1e-06
SYieldALbyWq0w62	Residuum equation #3258(Solvar: SYieldALbyWq0w62)	-5.17764e-26	5.17764e-26	1e-06
SYieldALbyWq0w63	Residuum equation #3259(Solvar: SYieldALbyWq0w63)	2.29705e-25	1.22967e-25	1e-06
SYieldALbyWq0w64	Residuum equation #3260(Solvar: SYieldALbyWq0w64)	1.408e-25	1.50669e-24	1e-06
SYieldALbyWq0w65	Residuum equation #3261(Solvar: SYieldALbyWq0w65)	-1.89094e-26	7.03554e-25	1e-06
SYieldALbyWq0w66	Residuum equation #3262(Solvar: SYieldALbyWq0w66)	5.36241e-25	-5.36241e-25	1e-06
SYieldALbyWq0w67	Residuum equation #3263(Solvar: SYieldALbyWq0w67)	-1.05897e-24	1.05897e-24	1e-06
SYieldALbyWq0w68	Residuum equation #3264(Solvar: SYieldALbyWq0w68)	-8.58098e-26	1.31857e-24	1e-06
SYieldALbyWq0w69	Residuum equation #3265(Solvar: SYieldALbyWq0w69)	-4.43026e-25	7.72286e-25	1e-06
SYieldALbyWq0w70	Residuum equation #3266(Solvar: SYieldALbyWq0w70)	-1.37757e-25	6.41942e-25	1e-06
SYieldALbyWq0w71	Residuum equation #3267(Solvar: SYieldALbyWq0w71)	1.36837e-24	-1.36837e-24	1e-06
SYieldALbyWq0w72	Residuum equation #3268(Solvar: SYieldALbyWq0w72)	5.86113e-26	2.94445e-25	1e-06
SYieldALbyWq0w73	Residuum equation #3269(Solvar: SYieldALbyWq0w73)	1.70846e-26	7.4751e-26	1e-06
SYieldALbyWq0w74	Residuum equation #3270(Solvar: SYieldALbyWq0w74)	9.60508e-27	5.34051e-26	1e-06
SYieldALbyWq0w75	Residuum equation #3271(Solvar: SYieldALbyWq0w75)	1.5059e-24	-8.18154e-25	1e-06
SYieldALbyWq0w76	Residuum equation #3272(Solvar: SYieldALbyWq0w76)	-1.30445e-26	2.90241e-25	1e-06
SYieldALbyWq0w77	Residuum equation #3273(Solvar: SYieldALbyWq0w77)	1.17309e-25	-1.17309e-25	1e-06
SYieldALbyWq0w78	Residuum equation #3274(Solvar: SYieldALbyWq0w78)	-1.99942e-26	1.99942e-26	1e-06
SYieldALbyWq0w79	Residuum equation #3275(Solvar: SYieldALbyWq0w79)	-6.28663e-27	6.28663e-27	1e-06
SYieldALbyWq0w80	Residuum equation #3276(Solvar: SYieldALbyWq0w80)	-8.25682e-26	1.44381e-24	1e-06
SYieldALbyWq0w81	Residuum equation #3277(Solvar: SYieldALbyWq0w81)	6.23041e-25	2.40245e-25	1e-06
SYieldALbyWq0w82	Residuum equation #3278(Solvar: SYieldALbyWq0w82)	2.74599e-28	1.63266e-25	1e-06
SYieldALbyWq0w83	Residuum equation #3279(Solvar: SYieldALbyWq0w83)	-4.21646e-25	2.75621e-24	1e-06
SYieldALbyWq0w84	Residuum equation #3280(Solvar: SYieldALbyWq0w84)	1.37289e-25	-1.21306e-25	1e-06
SYieldALbyWq0w85	Residuum equation #3281(Solvar: SYieldALbyWq0w85)	-1.93013e-26	1.93013e-26	1e-06
SYieldALbyWq0w86	Residuum equation #3282(Solvar: SYieldALbyWq0w86)	4.80857e-26	2.35558e-25	1e-06
SYieldALbyWq0w87	Residuum equation #3283(Solvar: SYieldALbyWq0w87)	2.58518e-26	1.25549e-25	1e-06
SYieldALbyWq0w88	Residuum equation #3284(Solvar: SYieldALbyWq0w88)	1.34063e-26	6.17349e-26	1e-06
SYieldALbyWq0w89	Residuum equation #3285(Solvar: SYieldALbyWq0w89)	1.03909e-26	3.93419e-26	1e-06
SYieldALbyWq0w90	Residuum equation #3286(Solvar: SYieldALbyWq0w90)	9.78587e-15	5.95553e-05	1e-06
SYieldALbyWq0w91	Residuum equation #3287(Solvar: SYieldALbyWq0w91)	3.3761e-14	0.000143821	1e-06
SYieldALbyWq0w92	Residuum equation #3288(Solvar: SYieldALbyWq0w92)	-4.04583e-10	5.16032e-05	1e-06
SYieldALbyWq0w93	Residuum equation #3289(Solvar: SYieldALbyWq0w93)	-5.55529e-11	5.44163e-06	1e-06
SYieldALbyWq1w0	Residuum equation #3290(Solvar: SYieldALbyWq1w0)	-1.73472e-18	0.00319995	1e-06
SYieldALbyWq1w1	Residuum equation #3291(Solvar: SYieldALbyWq1w1)	-8.67362e-19	0.00229634	1e-06
SYieldALbyWq1w2	Residuum equation #3292(Solvar: SYieldALbyWq1w2)	7.80626e-18	0.00667282	1e-06
SYieldALbyWq1w3	Residuum equation #3293(Solvar: SYieldALbyWq1w3)	0	0.0783691	1e-06
SYieldALbyWq1w4	Residuum equation #3294(Solvar: SYieldALbyWq1w4)	-5.20417e-18	0.00510942	1e-06
SYieldALbyWq1w5	Residuum equation #3295(Solvar: SYieldALbyWq1w5)	-3.90313e-18	0.00349039	1e-06
SYieldALbyWq1w6	Residuum equation #3296(Solvar: SYieldALbyWq1w6)	-4.33681e-18	0.00394114	1e-06
SYieldALbyWq1w7	Residuum equation #3297(Solvar: SYieldALbyWq1w7)	1.73472e-18	0.00394555	1e-06
SYieldALbyWq1w8	Residuum equation #3298(Solvar: SYieldALbyWq1w8)	-5.63785e-18	0.00383571	1e-06
SYieldALbyWq1w9	Residuum equation #3299(Solvar: SYieldALbyWq1w9)	0	0.00327708	1e-06
SYieldALbyWq1w10	Residuum equation #3300(Solvar: SYieldALbyWq1w10)	-1.73472e-18	0.00773423	1e-06
SYieldALbyWq1w11	Residuum equation #3301(Solvar: SYieldALbyWq1w11)	-1.38778e-17	0.00943494	1e-06
SYieldALbyWq1w12	Residuum equation #3302(Solvar: SYieldALbyWq1w12)	6.07153e-18	0.00160603	1e-06
SYieldALbyWq1w13	Residuum equation #3303(Solvar: SYieldALbyWq1w13)	4.11997e-18	0.00144117	1e-06
SYieldALbyWq1w14	Residuum equation #3304(Solvar: SYieldALbyWq1w14)	-4.33681e-18	0.00210374	1e-06
SYieldALbyWq1w15	Residuum equation #3305(Solvar: SYieldALbyWq1w15)	-3.46945e-18	0.00317177	1e-06
SYieldALbyWq1w16	Residuum equation #3306(Solvar: SYieldALbyWq1w16)	3.03577e-18	0.00227879	1e-06
SYieldALbyWq1w17	Residuum equation #3307(Solvar: SYieldALbyWq1w17)	-1.30104e-18	0.00249605	1e-06
SYieldALbyWq1w18	Residuum equation #3308(Solvar: SYieldALbyWq1w18)	-8.67362e-18	0.00403264	1e-06
SYieldALbyWq1w19	Residuum equation #3309(Solvar: SYieldALbyWq1w19)	2.1684e-18	0.00315693	1e-06
SYieldALbyWq1w20	Residuum equation #3310(Solvar: SYieldALbyWq1w20)	5.63785e-18	0.00379503	1e-06
SYieldALbyWq1w21	Residuum equation #3311(Solvar: SYieldALbyWq1w21)	5.20417e-18	0.0104781	1e-06
SYieldALbyWq1w22	Residuum equation #3312(Solvar: SYieldALbyWq1w22)	-6.93889e-18	0.018893	1e-06
SYieldALbyWq1w23	Residuum equation #3313(Solvar: SYieldALbyWq1w23)	3.46945e-18	0.00385265	1e-06
SYieldALbyWq1w24	Residuum equation #3314(Solvar: SYieldALbyWq1w24)	-3.90313e-18	0.00286831	1e-06
SYieldALbyWq1w25	Residuum equation #3315(Solvar: SYieldALbyWq1w25)	-3.46945e-18	0.0025142	1e-06
SYieldALbyWq1w26	Residuum equation #3316(Solvar: SYieldALbyWq1w26)	1.30104e-18	0.00209037	1e-06
SYieldALbyWq1w27	Residuum equation #3317(Solvar: SYieldALbyWq1w27)	2.94903e-17	0.001425	1e-06
SYieldALbyWq1w28	Residuum equation #3318(Solvar: SYieldALbyWq1w28)	1.95156e-18	0.00142311	1e-06
SYieldALbyWq1w29	Residuum equation #3319(Solvar: SYieldALbyWq1w29)	-3.46945e-18	0.00209219	1e-06
SYieldALbyWq1w30	Residuum equation #3320(Solvar: SYieldALbyWq1w30)	1.30104e-18	0.00318705	1e-06
SYieldALbyWq1w31	Residuum equation #3321(Solvar: SYieldALbyWq1w31)	-6.93889e-18	0.00229712	1e-06
SYieldALbyWq1w32	Residuum equation #3322(Solvar: SYieldALbyWq1w32)	2.60209e-18	0.0026138	1e-06
SYieldALbyWq1w33	Residuum equation #3323(Solvar: SYieldALbyWq1w33)	1.73472e-18	0.00366782	1e-06
SYieldALbyWq1w34	Residuum equation #3324(Solvar: SYieldALbyWq1w34)	8.67362e-19	0.00362584	1e-06
SYieldALbyWq1w35	Residuum equation #3325(Solvar: SYieldALbyWq1w35)	-8.67362e-18	0.00396589	1e-06
SYieldALbyWq1w36	Residuum equation #3326(Solvar: SYieldALbyWq1w36)	4.33681e-18	0.00463523	1e-06
SYieldALbyWq1w37	Residuum equation #3327(Solvar: SYieldALbyWq1w37)	5.20417e-18	0.00832893	1e-06
SYieldALbyWq1w38	Residuum equation #3328(Solvar: SYieldALbyWq1w38)	-6.07153e-18	0.00402761	1e-06
SYieldALbyWq1w39	Residuum equation #3329(Solvar: SYieldALbyWq1w39)	2.1684e-18	0.0034268	1e-06
SYieldALbyWq1w40	Residuum equation #3330(Solvar: SYieldALbyWq1w40)	1.73472e-18	0.00470659	1e-06
SYieldALbyWq1w41	Residuum equation #3331(Solvar: SYieldALbyWq1w41)	2.60209e-18	0.0058739	1e-06
SYieldALbyWq1w42	Residuum equation #3332(Solvar: SYieldALbyWq1w42)	-1.95156e-18	0.00193812	1e-06
SYieldALbyWq1w43	Residuum equation #3333(Solvar: SYieldALbyWq1w43)	-3.25261e-18	0.00142796	1e-06
SYieldALbyWq1w44	Residuum equation #3334(Solvar: SYieldALbyWq1w44)	-3.03577e-18	0.00209677	1e-06
SYieldALbyWq1w45	Residuum equation #3335(Solvar: SYieldALbyWq1w45)	-3.90313e-18	0.00319228	1e-06
SYieldALbyWq1w46	Residuum equation #3336(Solvar: SYieldALbyWq1w46)	-1.30104e-18	0.00232811	1e-06
SYieldALbyWq1w47	Residuum equation #3337(Solvar: SYieldALbyWq1w47)	-3.90313e-18	0.00311735	1e-06
SYieldALbyWq1w48	Residuum equation #3338(Solvar: SYieldALbyWq1w48)	-1.64799e-17	0.00422429	1e-06
SYieldALbyWq1w49	Residuum equation #3339(Solvar: SYieldALbyWq1w49)	-1.73472e-18	0.00366289	1e-06
SYieldALbyWq1w50	Residuum equation #3340(Solvar: SYieldALbyWq1w50)	-6.50521e-18	0.00332502	1e-06
SYieldALbyWq1w51	Residuum equation #3341(Solvar: SYieldALbyWq1w51)	4.33681e-18	0.00425356	1e-06
SYieldALbyWq1w52	Residuum equation #3342(Solvar: SYieldALbyWq1w52)	-6.07153e-18	0.00546685	1e-06
SYieldALbyWq1w53	Residuum equation #3343(Solvar: SYieldALbyWq1w53)	-3.46945e-18	0.00392	1e-06
SYieldALbyWq1w54	Residuum equation #3344(Solvar: SYieldALbyWq1w54)	8.67362e-19	0.00320077	1e-06
SYieldALbyWq1w55	Residuum equation #3345(Solvar: SYieldALbyWq1w55)	0	0.00418753	1e-06
SYieldALbyWq1w56	Residuum equation #3346(Solvar: SYieldALbyWq1w56)	-2.77556e-17	0.010704	1e-06
SYieldALbyWq1w57	Residuum equation #3347(Solvar: SYieldALbyWq1w57)	1.30104e-18	0.00189913	1e-06
SYieldALbyWq1w58	Residuum equation #3348(Solvar: SYieldALbyWq1w58)	-3.25261e-18	0.00142582	1e-06
SYieldALbyWq1w59	Residuum equation #3349(Solvar: SYieldALbyWq1w59)	-1.73472e-18	0.00210491	1e-06
SYieldALbyWq1w60	Residuum equation #3350(Solvar: SYieldALbyWq1w60)	-4.33681e-18	0.00312761	1e-06
SYieldALbyWq1w61	Residuum equation #3351(Solvar: SYieldALbyWq1w61)	0	0.00216991	1e-06
SYieldALbyWq1w62	Residuum equation #3352(Solvar: SYieldALbyWq1w62)	2.77556e-17	0.0649617	1e-06
SYieldALbyWq1w63	Residuum equation #3353(Solvar: SYieldALbyWq1w63)	-1.66533e-16	0.292881	1e-06
SYieldALbyWq1w64	Residuum equation #3354(Solvar: SYieldALbyWq1w64)	6.93889e-18	0.0198995	1e-06
SYieldALbyWq1w65	Residuum equation #3355(Solvar: SYieldALbyWq1w65)	2.60209e-18	0.00359723	1e-06
SYieldALbyWq1w66	Residuum equation #3356(Solvar: SYieldALbyWq1w66)	5.20417e-18	0.0100255	1e-06
SYieldALbyWq1w67	Residuum equation #3357(Solvar: SYieldALbyWq1w67)	-6.93889e-18	0.0150005	1e-06
SYieldALbyWq1w68	Residuum equation #3358(Solvar: SYieldALbyWq1w68)	-4.33681e-18	0.00406617	1e-06
SYieldALbyWq1w69	Residuum equation #3359(Solvar: SYieldALbyWq1w69)	-1.73472e-18	0.0039969	1e-06
SYieldALbyWq1w70	Residuum equation #3360(Solvar: SYieldALbyWq1w70)	-2.498e-16	0.227203	1e-06
SYieldALbyWq1w71	Residuum equation #3361(Solvar: SYieldALbyWq1w71)	1.11022e-16	0.447434	1e-06
SYieldALbyWq1w72	Residuum equation #3362(Solvar: SYieldALbyWq1w72)	2.77556e-17	0.0147888	1e-06
SYieldALbyWq1w73	Residuum equation #3363(Solvar: SYieldALbyWq1w73)	2.60209e-18	0.00140945	1e-06
SYieldALbyWq1w74	Residuum equation #3364(Solvar: SYieldALbyWq1w74)	-1.30104e-18	0.00206051	1e-06
SYieldALbyWq1w75	Residuum equation #3365(Solvar: SYieldALbyWq1w75)	2.1684e-18	0.00316485	1e-06
SYieldALbyWq1w76	Residuum equation #3366(Solvar: SYieldALbyWq1w76)	4.77049e-18	0.00226283	1e-06
SYieldALbyWq1w77	Residuum equation #3367(Solvar: SYieldALbyWq1w77)	1.04083e-17	0.0270874	1e-06
SYieldALbyWq1w78	Residuum equation #3368(Solvar: SYieldALbyWq1w78)	4.16334e-16	0.198161	1e-06
SYieldALbyWq1w79	Residuum equation #3369(Solvar: SYieldALbyWq1w79)	-1.04083e-17	0.0101126	1e-06
SYieldALbyWq1w80	Residuum equation #3370(Solvar: SYieldALbyWq1w80)	-3.03577e-18	0.00338654	1e-06
SYieldALbyWq1w81	Residuum equation #3371(Solvar: SYieldALbyWq1w81)	-4.77049e-18	0.00380935	1e-06
SYieldALbyWq1w82	Residuum equation #3372(Solvar: SYieldALbyWq1w82)	0	0.00398146	1e-06
SYieldALbyWq1w83	Residuum equation #3373(Solvar: SYieldALbyWq1w83)	7.80626e-18	0.00381068	1e-06
SYieldALbyWq1w84	Residuum equation #3374(Solvar: SYieldALbyWq1w84)	1.30104e-18	0.00299358	1e-06
SYieldALbyWq1w85	Residuum equation #3375(Solvar: SYieldALbyWq1w85)	6.93889e-18	0.0437572	1e-06
SYieldALbyWq1w86	Residuum equation #3376(Solvar: SYieldALbyWq1w86)	-4.16334e-17	0.119148	1e-06
SYieldALbyWq1w87	Residuum equation #3377(Solvar: SYieldALbyWq1w87)	-1.36609e-17	0.00190546	1e-06
SYieldALbyWq1w88	Residuum equation #3378(Solvar: SYieldALbyWq1w88)	-1.0842e-18	0.00138005	1e-06
SYieldALbyWq1w89	Residuum equation #3379(Solvar: SYieldALbyWq1w89)	-3.46945e-18	0.00206631	1e-06
SYieldALbyWq1w90	Residuum equation #3380(Solvar: SYieldALbyWq1w90)	7.74392e-13	0.0042235	1e-06
SYieldALbyWq1w91	Residuum equation #3381(Solvar: SYieldALbyWq1w91)	-1.54102e-13	0.00649339	1e-06
SYieldALbyWq1w92	Residuum equation #3382(Solvar: SYieldALbyWq1w92)	-2.73548e-08	0.00312671	1e-06
SYieldALbyWq1w93	Residuum equation #3383(Solvar: SYieldALbyWq1w93)	-3.34524e-09	0.000340915	1e-06
SYieldALbyWq2w0	Residuum equation #3384(Solvar: SYieldALbyWq2w0)	-1.56125e-17	0.0148649	1e-06
SYieldALbyWq2w1	Residuum equation #3385(Solvar: SYieldALbyWq2w1)	-4.33681e-18	0.00730548	1e-06
SYieldALbyWq2w2	Residuum equation #3386(Solvar: SYieldALbyWq2w2)	0	0.0571911	1e-06
SYieldALbyWq2w3	Residuum equation #3387(Solvar: SYieldALbyWq2w3)	1.11022e-16	0.279664	1e-06
SYieldALbyWq2w4	Residuum equation #3388(Solvar: SYieldALbyWq2w4)	-1.04083e-16	0.0495254	1e-06
SYieldALbyWq2w5	Residuum equation #3389(Solvar: SYieldALbyWq2w5)	-2.77556e-17	0.0192816	1e-06
SYieldALbyWq2w6	Residuum equation #3390(Solvar: SYieldALbyWq2w6)	-2.08167e-17	0.0228572	1e-06
SYieldALbyWq2w7	Residuum equation #3391(Solvar: SYieldALbyWq2w7)	3.46945e-18	0.0234011	1e-06
SYieldALbyWq2w8	Residuum equation #3392(Solvar: SYieldALbyWq2w8)	-2.77556e-17	0.0216058	1e-06
SYieldALbyWq2w9	Residuum equation #3393(Solvar: SYieldALbyWq2w9)	1.38778e-17	0.0180704	1e-06
SYieldALbyWq2w10	Residuum equation #3394(Solvar: SYieldALbyWq2w10)	2.77556e-17	0.0614412	1e-06
SYieldALbyWq2w11	Residuum equation #3395(Solvar: SYieldALbyWq2w11)	0	0.0722867	1e-06
SYieldALbyWq2w12	Residuum equation #3396(Solvar: SYieldALbyWq2w12)	-1.30104e-17	0.00515749	1e-06
SYieldALbyWq2w13	Residuum equation #3397(Solvar: SYieldALbyWq2w13)	1.12757e-17	0.00476826	1e-06
SYieldALbyWq2w14	Residuum equation #3398(Solvar: SYieldALbyWq2w14)	-1.30104e-17	0.00563322	1e-06
