WK	Angle	Energy	AL	N	W	SYield+Offset	SYield
92	0.000	7.912	0.000	0.000	1.000	0	0
93	0.000	7.912	0.000	0.000	1.000	0	0
90	0.000	8.844	0.000	0.000	1.000	0	0
91	0.000	10.018	0.000	0.000	1.000	0	0
92	0.000	31.648	0.000	0.000	1.000	0	0
93	0.000	31.648	0.000	0.000	1.000	0	0
90	0.000	35.379	0.000	0.000	1.000	0	0
91	0.000	40.069	0.000	0.000	1.000	0	0
72	45.000	9.352	0.500	0.500	0.000	1.63657e-05	1.63657e-05
87	45.000	9.366	0.500	0.500	0.000	1.63887e-05	1.63887e-05
71	45.000	9.380	0.500	0.500	0.000	1.64137e-05	1.64137e-05
86	45.000	9.392	0.500	0.500	0.000	1.64368e-05	1.64368e-05
27	45.000	9.428	0.500	0.500	0.000	1.64976e-05	1.64976e-05
42	45.000	9.436	0.500	0.500	0.000	1.65127e-05	1.65127e-05
26	45.000	9.440	0.500	0.500	0.000	1.65213e-05	1.65213e-05
41	45.000	9.450	0.500	0.500	0.000	1.65374e-05	1.65374e-05
12	45.000	9.508	0.500	0.500	0.000	1.66384e-05	1.66384e-05
57	45.000	9.516	0.500	0.500	0.000	1.6652e-05	1.6652e-05
11	45.000	9.518	0.500	0.500	0.000	1.66564e-05	1.66564e-05
56	45.000	9.522	0.500	0.500	0.000	1.66652e-05	1.66652e-05
73	45.000	10.662	0.500	0.500	0.000	1.86574e-05	1.86574e-05
88	45.000	10.680	0.500	0.500	0.000	1.86909e-05	1.86909e-05
28	45.000	10.734	0.500	0.500	0.000	1.8785e-05	1.8785e-05
43	45.000	10.736	0.500	0.500	0.000	1.87871e-05	1.87871e-05
13	45.000	10.810	0.500	0.500	0.000	1.89162e-05	1.89162e-05
58	45.000	10.824	0.500	0.500	0.000	1.89417e-05	1.89417e-05
70	45.000	10.908	0.500	0.500	0.000	1.90903e-05	1.90903e-05
85	45.000	10.944	0.500	0.500	0.000	1.9151e-05	1.9151e-05
25	45.000	10.988	0.500	0.500	0.000	1.92293e-05	1.92293e-05
40	45.000	10.988	0.500	0.500	0.000	1.92305e-05	1.92305e-05
10	45.000	11.054	0.500	0.500	0.000	1.93445e-05	1.93445e-05
55	45.000	11.058	0.500	0.500	0.000	1.93498e-05	1.93498e-05
62	45.000	11.152	0.500	0.500	0.000	1.95175e-05	1.95175e-05
77	45.000	11.204	0.500	0.500	0.000	1.96084e-05	1.96084e-05
63	45.000	11.214	0.500	0.500	0.000	1.96256e-05	1.96256e-05
17	45.000	11.236	0.500	0.500	0.000	1.96646e-05	1.96646e-05
32	45.000	11.244	0.500	0.500	0.000	1.96752e-05	1.96752e-05
78	45.000	11.248	0.500	0.500	0.000	1.9683e-05	1.9683e-05
18	45.000	11.302	0.500	0.500	0.000	1.9777e-05	1.9777e-05
2	45.000	11.310	0.500	0.500	0.000	1.9793e-05	1.9793e-05
33	45.000	11.310	0.500	0.500	0.000	1.97942e-05	1.97942e-05
47	45.000	11.312	0.500	0.500	0.000	1.97944e-05	1.97944e-05
3	45.000	11.384	0.500	0.500	0.000	1.99204e-05	1.99204e-05
48	45.000	11.390	0.500	0.500	0.000	1.99309e-05	1.99309e-05
74	45.000	12.342	0.500	0.500	0.000	2.15974e-05	2.15974e-05
89	45.000	12.360	0.500	0.500	0.000	2.16302e-05	2.16302e-05
29	45.000	12.396	0.500	0.500	0.000	2.16934e-05	2.16934e-05
44	45.000	12.408	0.500	0.500	0.000	2.17142e-05	2.17142e-05
14	45.000	12.454	0.500	0.500	0.000	2.17941e-05	2.17941e-05
59	45.000	12.462	0.500	0.500	0.000	2.18086e-05	2.18086e-05
61	45.000	12.614	0.500	0.500	0.000	2.20754e-05	2.20754e-05
16	45.000	12.684	0.500	0.500	0.000	2.21978e-05	2.21978e-05
31	45.000	12.688	0.500	0.500	0.000	2.22034e-05	2.22034e-05
76	45.000	12.694	0.500	0.500	0.000	2.22144e-05	2.22144e-05
1	45.000	12.752	0.500	0.500	0.000	2.23151e-05	2.23151e-05
64	45.000	12.752	0.500	0.500	0.000	2.23176e-05	2.23176e-05
46	45.000	12.756	0.500	0.500	0.000	2.23224e-05	2.23224e-05
79	45.000	12.762	0.500	0.500	0.000	2.23333e-05	2.23333e-05
19	45.000	12.818	0.500	0.500	0.000	2.2431e-05	2.2431e-05
34	45.000	12.826	0.500	0.500	0.000	2.24441e-05	2.24441e-05
4	45.000	12.890	0.500	0.500	0.000	2.25583e-05	2.25583e-05
49	45.000	12.894	0.500	0.500	0.000	2.2566e-05	2.2566e-05
69	45.000	13.352	0.500	0.500	0.000	2.33662e-05	2.33662e-05
84	45.000	13.418	0.500	0.500	0.000	2.34803e-05	2.34803e-05
24	45.000	13.474	0.500	0.500	0.000	2.35781e-05	2.35781e-05
39	45.000	13.476	0.500	0.500	0.000	2.35836e-05	2.35836e-05
9	45.000	13.538	0.500	0.500	0.000	2.36921e-05	2.36921e-05
54	45.000	13.556	0.500	0.500	0.000	2.37222e-05	2.37222e-05
65	45.000	14.876	0.500	0.500	0.000	2.60346e-05	2.60346e-05
80	45.000	14.880	0.500	0.500	0.000	2.60413e-05	2.60413e-05
20	45.000	14.940	0.500	0.500	0.000	2.61447e-05	2.61447e-05
35	45.000	14.942	0.500	0.500	0.000	2.6148e-05	2.6148e-05
5	45.000	15.002	0.500	0.500	0.000	2.62533e-05	2.62533e-05
50	45.000	15.004	0.500	0.500	0.000	2.62585e-05	2.62585e-05
60	45.000	15.046	0.500	0.500	0.000	2.6329e-05	2.6329e-05
15	45.000	15.090	0.500	0.500	0.000	2.64087e-05	2.64087e-05
30	45.000	15.114	0.500	0.500	0.000	2.64506e-05	2.64506e-05
75	45.000	15.116	0.500	0.500	0.000	2.64534e-05	2.64534e-05
45	45.000	15.132	0.500	0.500	0.000	2.64817e-05	2.64817e-05
0	45.000	15.144	0.500	0.500	0.000	2.65024e-05	2.65024e-05
68	45.000	15.678	0.500	0.500	0.000	2.7435e-05	2.7435e-05
83	45.000	15.722	0.500	0.500	0.000	2.75146e-05	2.75146e-05
23	45.000	15.774	0.500	0.500	0.000	2.76031e-05	2.76031e-05
