WK	Angle	Energy	AL	N	W	SYield+Offset	SYield
92	0.000	7.912	0.000	0.000	1.000	0	0
93	0.000	7.912	0.000	0.000	1.000	0	0
90	0.000	8.844	0.000	0.000	1.000	0	0
91	0.000	10.018	0.000	0.000	1.000	0	0
92	0.000	31.648	0.000	0.000	1.000	0	0
93	0.000	31.648	0.000	0.000	1.000	0	0
90	0.000	35.379	0.000	0.000	1.000	0	0
91	0.000	40.069	0.000	0.000	1.000	0	0
92	0.000	55.384	0.000	0.000	1.000	0	0
93	0.000	55.384	0.000	0.000	1.000	0	0
90	0.000	61.914	0.000	0.000	1.000	0	0
91	0.000	70.120	0.000	0.000	1.000	0	0
92	0.000	79.120	0.000	0.000	1.000	0	0
93	0.000	79.120	0.000	0.000	1.000	0	0
90	0.000	88.449	0.000	0.000	1.000	0	0
91	0.000	100.171	0.000	0.000	1.000	0	0
72	45.000	9.352	0.500	0.500	0.000	0.00570928	0.00570928
87	45.000	9.366	0.500	0.500	0.000	0.00571733	0.00571733
71	45.000	9.380	0.500	0.500	0.000	0.00572603	0.00572603
86	45.000	9.392	0.500	0.500	0.000	0.0057341	0.0057341
27	45.000	9.428	0.500	0.500	0.000	0.00575529	0.00575529
42	45.000	9.436	0.500	0.500	0.000	0.00576057	0.00576057
26	45.000	9.440	0.500	0.500	0.000	0.00576357	0.00576357
41	45.000	9.450	0.500	0.500	0.000	0.0057692	0.0057692
12	45.000	9.508	0.500	0.500	0.000	0.00580443	0.00580443
57	45.000	9.516	0.500	0.500	0.000	0.00580919	0.00580919
11	45.000	9.518	0.500	0.500	0.000	0.00581069	0.00581069
56	45.000	9.522	0.500	0.500	0.000	0.00581379	0.00581379
73	45.000	10.662	0.500	0.500	0.000	0.00650878	0.00650878
88	45.000	10.680	0.500	0.500	0.000	0.00652045	0.00652045
28	45.000	10.734	0.500	0.500	0.000	0.0065533	0.0065533
43	45.000	10.736	0.500	0.500	0.000	0.006554	0.006554
13	45.000	10.810	0.500	0.500	0.000	0.00659905	0.00659905
58	45.000	10.824	0.500	0.500	0.000	0.00660796	0.00660796
70	45.000	10.908	0.500	0.500	0.000	0.00665978	0.00665978
85	45.000	10.944	0.500	0.500	0.000	0.00668096	0.00668096
25	45.000	10.988	0.500	0.500	0.000	0.00670827	0.00670827
40	45.000	10.988	0.500	0.500	0.000	0.00670871	0.00670871
10	45.000	11.054	0.500	0.500	0.000	0.00674847	0.00674847
55	45.000	11.058	0.500	0.500	0.000	0.00675031	0.00675031
62	45.000	11.152	0.500	0.500	0.000	0.00680883	0.00680883
77	45.000	11.204	0.500	0.500	0.000	0.00684052	0.00684052
63	45.000	11.214	0.500	0.500	0.000	0.00684653	0.00684653
17	45.000	11.236	0.500	0.500	0.000	0.00686015	0.00686015
32	45.000	11.244	0.500	0.500	0.000	0.00686385	0.00686385
78	45.000	11.248	0.500	0.500	0.000	0.00686656	0.00686656
18	45.000	11.302	0.500	0.500	0.000	0.00689933	0.00689933
2	45.000	11.310	0.500	0.500	0.000	0.00690492	0.00690492
33	45.000	11.310	0.500	0.500	0.000	0.00690534	0.00690534
47	45.000	11.312	0.500	0.500	0.000	0.0069054	0.0069054
3	45.000	11.384	0.500	0.500	0.000	0.00694936	0.00694936
48	45.000	11.390	0.500	0.500	0.000	0.00695303	0.00695303
74	45.000	12.342	0.500	0.500	0.000	0.00753442	0.00753442
89	45.000	12.360	0.500	0.500	0.000	0.00754586	0.00754586
29	45.000	12.396	0.500	0.500	0.000	0.00756789	0.00756789
44	45.000	12.408	0.500	0.500	0.000	0.00757516	0.00757516
14	45.000	12.454	0.500	0.500	0.000	0.00760304	0.00760304
59	45.000	12.462	0.500	0.500	0.000	0.00760809	0.00760809
61	45.000	12.614	0.500	0.500	0.000	0.00770117	0.00770117
16	45.000	12.684	0.500	0.500	0.000	0.00774386	0.00774386
31	45.000	12.688	0.500	0.500	0.000	0.00774581	0.00774581
76	45.000	12.694	0.500	0.500	0.000	0.00774966	0.00774966
1	45.000	12.752	0.500	0.500	0.000	0.00778479	0.00778479
64	45.000	12.752	0.500	0.500	0.000	0.00778565	0.00778565
46	45.000	12.756	0.500	0.500	0.000	0.00778732	0.00778732
79	45.000	12.762	0.500	0.500	0.000	0.00779115	0.00779115
19	45.000	12.818	0.500	0.500	0.000	0.00782521	0.00782521
34	45.000	12.826	0.500	0.500	0.000	0.00782977	0.00782977
4	45.000	12.890	0.500	0.500	0.000	0.00786962	0.00786962
49	45.000	12.894	0.500	0.500	0.000	0.00787231	0.00787231
69	45.000	13.352	0.500	0.500	0.000	0.00815148	0.00815148
84	45.000	13.418	0.500	0.500	0.000	0.00819128	0.00819128
24	45.000	13.474	0.500	0.500	0.000	0.00822539	0.00822539
39	45.000	13.476	0.500	0.500	0.000	0.00822731	0.00822731
9	45.000	13.538	0.500	0.500	0.000	0.00826516	0.00826516
54	45.000	13.556	0.500	0.500	0.000	0.00827565	0.00827565
65	45.000	14.876	0.500	0.500	0.000	0.00908237	0.00908237
80	45.000	14.880	0.500	0.500	0.000	0.00908469	0.00908469
20	45.000	14.940	0.500	0.500	0.000	0.00912078	0.00912078
35	45.000	14.942	0.500	0.500	0.000	0.00912192	0.00912192
5	45.000	15.002	0.500	0.500	0.000	0.00915864	0.00915864
50	45.000	15.004	0.500	0.500	0.000	0.00916046	0.00916046
60	45.000	15.046	0.500	0.500	0.000	0.00918505	0.00918505
15	45.000	15.090	0.500	0.500	0.000	0.00921285	0.00921285
30	45.000	15.114	0.500	0.500	0.000	0.00922748	0.00922748
75	45.000	15.116	0.500	0.500	0.000	0.00922846	0.00922846
45	45.000	15.132	0.500	0.500	0.000	0.00923831	0.00923831
0	45.000	15.144	0.500	0.500	0.000	0.00924557	0.00924557
68	45.000	15.678	0.500	0.500	0.000	0.00957088	0.00957088
83	45.000	15.722	0.500	0.500	0.000	0.00959866	0.00959866
23	45.000	15.774	0.500	0.500	0.000	0.00962955	0.00962955
38	45.000	15.778	0.500	0.500	0.000	0.00963193	0.00963193
8	45.000	15.824	0.500	0.500	0.000	0.00965999	0.00965999
53	45.000	15.832	0.500	0.500	0.000	0.00966492	0.00966492
