WK	Angle	Energy	AL	N	W	RYield+Offset	RYield
12	45.000	28.663	0.500	0.500	0.000	0	0
74	45.000	30.855	0.500	0.500	0.000	0	0
89	45.000	30.900	0.500	0.500	0.000	0	0
29	45.000	30.990	0.500	0.500	0.000	0	0
44	45.000	31.020	0.500	0.500	0.000	0	0
42	45.000	31.099	0.500	0.500	0.000	0	0
57	45.000	31.131	0.500	0.500	0.000	0	0
14	45.000	31.135	0.500	0.500	0.000	0	0
59	45.000	31.155	0.500	0.500	0.000	0	0
87	45.000	31.656	0.500	0.500	0.000	0	0
61	45.000	31.757	0.500	0.500	0.000	0	0
76	45.000	31.957	0.500	0.500	0.000	0	0
16	45.000	31.998	0.500	0.500	0.000	0	0
31	45.000	32.176	0.500	0.500	0.000	0	0
1	45.000	32.294	0.500	0.500	0.000	0	0
46	45.000	32.442	0.500	0.500	0.000	0	0
26	45.000	32.693	0.500	0.500	0.000	0	0
17	45.000	33.916	0.500	0.500	0.000	0	0
25	45.000	34.340	0.500	0.500	0.000	0	0
32	45.000	35.460	0.500	0.500	0.000	0	0
24	45.000	36.400	0.500	0.500	0.000	0	0
84	45.000	37.406	0.500	0.500	0.000	0	0
60	45.000	37.615	0.500	0.500	0.000	0	0
15	45.000	37.725	0.500	0.500	0.000	0	0
30	45.000	37.785	0.500	0.500	0.000	0	0
75	45.000	37.790	0.500	0.500	0.000	0	0
45	45.000	37.830	0.500	0.500	0.000	0	0
0	45.000	37.860	0.500	0.500	0.000	0	0
54	45.000	38.891	0.500	0.500	0.000	0	0
19	45.000	38.918	0.500	0.500	0.000	0	0
9	45.000	39.314	0.500	0.500	0.000	0	0
47	45.000	39.470	0.500	0.500	0.000	0	0
50	45.000	39.628	0.500	0.500	0.000	0	0
80	45.000	39.687	0.500	0.500	0.000	0	0
39	45.000	39.954	0.500	0.500	0.000	0	0
5	45.000	40.898	0.500	0.500	0.000	0	0
65	45.000	41.573	0.500	0.500	0.000	0	0
34	45.000	41.674	0.500	0.500	0.000	0	0
49	45.000	42.168	0.500	0.500	0.000	0	0
81	45.000	42.402	0.500	0.500	0.000	0	0
8	45.000	42.434	0.500	0.500	0.000	0	0
83	45.000	42.629	0.500	0.500	0.000	0	0
73	45.000	42.648	0.500	0.500	0.000	0	0
33	45.000	42.651	0.500	0.500	0.000	0	0
88	45.000	42.720	0.500	0.500	0.000	0	0
28	45.000	42.936	0.500	0.500	0.000	0	0
43	45.000	42.944	0.500	0.500	0.000	0	0
23	45.000	43.011	0.500	0.500	0.000	0	0
20	45.000	43.101	0.500	0.500	0.000	0	0
13	45.000	43.240	0.500	0.500	0.000	0	0
58	45.000	43.296	0.500	0.500	0.000	0	0
6	45.000	43.366	0.500	0.500	0.000	0	0
53	45.000	43.372	0.500	0.500	0.000	0	0
7	45.000	43.609	0.500	0.500	0.000	0	0
35	45.000	43.649	0.500	0.500	0.000	0	0
82	45.000	43.920	0.500	0.500	0.000	0	0
38	45.000	44.011	0.500	0.500	0.000	0	0
68	45.000	44.532	0.500	0.500	0.000	0	0
69	45.000	44.549	0.500	0.500	0.000	0	0
18	45.000	44.896	0.500	0.500	0.000	0	0
51	45.000	45.629	0.500	0.500	0.000	0	0
55	45.000	46.305	0.500	0.500	0.000	0	0
27	45.000	46.370	0.500	0.500	0.000	0	0
48	45.000	47.069	0.500	0.500	0.000	0	0
12	45.000	47.818	0.500	0.500	0.000	0	0
36	45.000	48.423	0.500	0.500	0.000	0	0
40	45.000	48.734	0.500	0.500	0.000	0	0
74	45.000	49.368	0.500	0.500	0.000	0	0
89	45.000	49.440	0.500	0.500	0.000	0	0
29	45.000	49.584	0.500	0.500	0.000	0	0
44	45.000	49.632	0.500	0.500	0.000	0	0
14	45.000	49.816	0.500	0.500	0.000	0	0
59	45.000	49.848	0.500	0.500	0.000	0	0
4	45.000	50.471	0.500	0.500	0.000	0	0
52	45.000	50.686	0.500	0.500	0.000	0	0
61	45.000	50.900	0.500	0.500	0.000	0	0
76	45.000	51.220	0.500	0.500	0.000	0	0
16	45.000	51.312	0.500	0.500	0.000	0	0
31	45.000	51.664	0.500	0.500	0.000	0	0
41	45.000	51.681	0.500	0.500	0.000	0	0
1	45.000	51.836	0.500	0.500	0.000	0	0
46	45.000	52.128	0.500	0.500	0.000	0	0
57	45.000	52.746	0.500	0.500	0.000	0	0
42	45.000	52.762	0.500	0.500	0.000	0	0
2	45.000	52.794	0.500	0.500	0.000	0	0
87	45.000	53.946	0.500	0.500	0.000	0	0
10	45.000	54.299	0.500	0.500	0.000	0	0
37	45.000	55.094	0.500	0.500	0.000	0	0
26	45.000	55.946	0.500	0.500	0.000	0	0
17	45.000	56.596	0.500	0.500	0.000	0	0
11	45.000	57.197	0.500	0.500	0.000	0	0
66	45.000	57.368	0.500	0.500	0.000	0	0
25	45.000	57.692	0.500	0.500	0.000	0	0
21	45.000	58.258	0.500	0.500	0.000	0	0
79	45.000	58.281	0.500	0.500	0.000	0	0
73	45.000	58.641	0.500	0.500	0.000	0	0
88	45.000	58.740	0.500	0.500	0.000	0	0
28	45.000	59.037	0.500	0.500	0.000	0	0
43	45.000	59.048	0.500	0.500	0.000	0	0
24	45.000	59.326	0.500	0.500	0.000	0	0
13	45.000	59.455	0.500	0.500	0.000	0	0
58	45.000	59.532	0.500	0.500	0.000	0	0
32	45.000	59.676	0.500	0.500	0.000	0	0
56	45.000	59.745	0.500	0.500	0.000	0	0
60	45.000	60.184	0.500	0.500	0.000	0	0
15	45.000	60.360	0.500	0.500	0.000	0	0
30	45.000	60.456	0.500	0.500	0.000	0	0
75	45.000	60.464	0.500	0.500	0.000	0	0
45	45.000	60.528	0.500	0.500	0.000	0	0
0	45.000	60.576	0.500	0.500	0.000	0	0
84	45.000	61.394	0.500	0.500	0.000	0	0
54	45.000	64.226	0.500	0.500	0.000	0	0
50	45.000	64.252	0.500	0.500	0.000	0	0
80	45.000	64.494	0.500	0.500	0.000	0	0
27	45.000	64.841	0.500	0.500	0.000	0	0
19	45.000	65.018	0.500	0.500	0.000	0	0
9	45.000	65.090	0.500	0.500	0.000	0	0
67	45.000	66.169	0.500	0.500	0.000	0	0
39	45.000	66.432	0.500	0.500	0.000	0	0
72	45.000	66.481	0.500	0.500	0.000	0	0
5	45.000	66.794	0.500	0.500	0.000	0	0
12	45.000	66.973	0.500	0.500	0.000	0	0
47	45.000	67.628	0.500	0.500	0.000	0	0
74	45.000	67.881	0.500	0.500	0.000	0	0
89	45.000	67.980	0.500	0.500	0.000	0	0
29	45.000	68.178	0.500	0.500	0.000	0	0
44	45.000	68.244	0.500	0.500	0.000	0	0
65	45.000	68.270	0.500	0.500	0.000	0	0
14	45.000	68.497	0.500	0.500	0.000	0	0
81	45.000	68.502	0.500	0.500	0.000	0	0
59	45.000	68.541	0.500	0.500	0.000	0	0
8	45.000	69.044	0.500	0.500	0.000	0	0
83	45.000	69.536	0.500	0.500	0.000	0	0
61	45.000	70.043	0.500	0.500	0.000	0	0
23	45.000	70.248	0.500	0.500	0.000	0	0
6	45.000	70.408	0.500	0.500	0.000	0	0
76	45.000	70.483	0.500	0.500	0.000	0	0
34	45.000	70.522	0.500	0.500	0.000	0	0
16	45.000	70.626	0.500	0.500	0.000	0	0
7	45.000	70.840	0.500	0.500	0.000	0	0
53	45.000	70.912	0.500	0.500	0.000	0	0
31	45.000	71.152	0.500	0.500	0.000	0	0
20	45.000	71.262	0.500	0.500	0.000	0	0
1	45.000	71.378	0.500	0.500	0.000	0	0
49	45.000	71.442	0.500	0.500	0.000	0	0
82	45.000	71.454	0.500	0.500	0.000	0	0
22	45.000	71.464	0.500	0.500	0.000	0	0
46	45.000	71.814	0.500	0.500	0.000	0	0
38	45.000	72.244	0.500	0.500	0.000	0	0
35	45.000	72.356	0.500	0.500	0.000	0	0
64	45.000	72.773	0.500	0.500	0.000	0	0
68	45.000	73.386	0.500	0.500	0.000	0	0
33	45.000	73.992	0.500	0.500	0.000	0	0
57	45.000	74.361	0.500	0.500	0.000	0	0
42	45.000	74.425	0.500	0.500	0.000	0	0
51	45.000	74.936	0.500	0.500	0.000	0	0
69	45.000	75.746	0.500	0.500	0.000	0	0
87	45.000	76.236	0.500	0.500	0.000	0	0
18	45.000	78.490	0.500	0.500	0.000	0	0
26	45.000	79.199	0.500	0.500	0.000	0	0
17	45.000	79.276	0.500	0.500	0.000	0	0
77	45.000	79.844	0.500	0.500	0.000	0	0
36	45.000	80.538	0.500	0.500	0.000	0	0
25	45.000	81.044	0.500	0.500	0.000	0	0
55	45.000	81.552	0.500	0.500	0.000	0	0
24	45.000	82.252	0.500	0.500	0.000	0	0
48	45.000	82.748	0.500	0.500	0.000	0	0
60	45.000	82.753	0.500	0.500	0.000	0	0
15	45.000	82.995	0.500	0.500	0.000	0	0
30	45.000	83.127	0.500	0.500	0.000	0	0
75	45.000	83.138	0.500	0.500	0.000	0	0
45	45.000	83.226	0.500	0.500	0.000	0	0
0	45.000	83.292	0.500	0.500	0.000	0	0
32	45.000	83.892	0.500	0.500	0.000	0	0
52	45.000	84.994	0.500	0.500	0.000	0	0
84	45.000	85.382	0.500	0.500	0.000	0	0
40	45.000	86.480	0.500	0.500	0.000	0	0
4	45.000	88.052	0.500	0.500	0.000	0	0
50	45.000	88.876	0.500	0.500	0.000	0	0
80	45.000	89.301	0.500	0.500	0.000	0	0
54	45.000	89.561	0.500	0.500	0.000	0	0
9	45.000	90.866	0.500	0.500	0.000	0	0
19	45.000	91.118	0.500	0.500	0.000	0	0
5	45.000	92.690	0.500	0.500	0.000	0	0
39	45.000	92.910	0.500	0.500	0.000	0	0
37	45.000	93.806	0.500	0.500	0.000	0	0
41	45.000	93.912	0.500	0.500	0.000	0	0
2	45.000	94.278	0.500	0.500	0.000	0	0
81	45.000	94.602	0.500	0.500	0.000	0	0
85	45.000	94.902	0.500	0.500	0.000	0	0
65	45.000	94.967	0.500	0.500	0.000	0	0
8	45.000	95.654	0.500	0.500	0.000	0	0
47	45.000	95.786	0.500	0.500	0.000	0	0
83	45.000	96.443	0.500	0.500	0.000	0	0
6	45.000	97.450	0.500	0.500	0.000	0	0
23	45.000	97.485	0.500	0.500	0.000	0	0
10	45.000	97.544	0.500	0.500	0.000	0	0
7	45.000	98.071	0.500	0.500	0.000	0	0
66	45.000	98.450	0.500	0.500	0.000	0	0
53	45.000	98.452	0.500	0.500	0.000	0	0
82	45.000	98.988	0.500	0.500	0.000	0	0
34	45.000	99.370	0.500	0.500	0.000	0	0
20	45.000	99.423	0.500	0.500	0.000	0	0
21	45.000	100.210	0.500	0.500	0.000	0	0
38	45.000	100.477	0.500	0.500	0.000	0	0
49	45.000	100.716	0.500	0.500	0.000	0	0
35	45.000	101.063	0.500	0.500	0.000	0	0
68	45.000	102.240	0.500	0.500	0.000	0	0
79	45.000	103.800	0.500	0.500	0.000	0	0
51	45.000	104.243	0.500	0.500	0.000	0	0
11	45.000	104.876	0.500	0.500	0.000	0	0
33	45.000	105.333	0.500	0.500	0.000	0	0
69	45.000	106.943	0.500	0.500	0.000	0	0
62	45.000	109.786	0.500	0.500	0.000	0	0
56	45.000	109.968	0.500	0.500	0.000	0	0
18	45.000	112.084	0.500	0.500	0.000	0	0
36	45.000	112.653	0.500	0.500	0.000	0	0
67	45.000	115.948	0.500	0.500	0.000	0	0
55	45.000	116.799	0.500	0.500	0.000	0	0
3	45.000	117.824	0.500	0.500	0.000	0	0
48	45.000	118.427	0.500	0.500	0.000	0	0
52	45.000	119.302	0.500	0.500	0.000	0	0
72	45.000	123.610	0.500	0.500	0.000	0	0
40	45.000	124.226	0.500	0.500	0.000	0	0
4	45.000	125.633	0.500	0.500	0.000	0	0
22	45.000	126.544	0.500	0.500	0.000	0	0
37	45.000	132.518	0.500	0.500	0.000	0	0
64	45.000	132.794	0.500	0.500	0.000	0	0
2	45.000	135.762	0.500	0.500	0.000	0	0
41	45.000	136.143	0.500	0.500	0.000	0	0
66	45.000	139.532	0.500	0.500	0.000	0	0
10	45.000	140.789	0.500	0.500	0.000	0	0
21	45.000	142.162	0.500	0.500	0.000	0	0
86	45.000	144.956	0.500	0.500	0.000	0	0
77	45.000	148.484	0.500	0.500	0.000	0	0
79	45.000	149.319	0.500	0.500	0.000	0	0
11	45.000	152.555	0.500	0.500	0.000	0	0
56	45.000	160.191	0.500	0.500	0.000	0	0
67	45.000	165.727	0.500	0.500	0.000	0	0
85	45.000	178.860	0.500	0.500	0.000	0	0
72	45.000	180.739	0.500	0.500	0.000	0	0
22	45.000	181.624	0.500	0.500	0.000	0	0
78	45.000	190.282	0.500	0.500	0.000	0	0
64	45.000	192.815	0.500	0.500	0.000	0	0
70	45.000	205.419	0.500	0.500	0.000	0	0
62	45.000	208.420	0.500	0.500	0.000	0	0
77	45.000	217.124	0.500	0.500	0.000	0	0
3	45.000	224.264	0.500	0.500	0.000	0	0
63	45.000	240.309	0.500	0.500	0.000	0	0
85	45.000	262.818	0.500	0.500	0.000	2.5639e-07	2.5639e-07
86	45.000	280.520	0.500	0.500	0.000	6.10347e-07	6.10347e-07
62	45.000	307.054	0.500	0.500	0.000	1.14116e-06	1.14116e-06
3	45.000	330.704	0.500	0.500	0.000	1.61408e-06	1.61408e-06
71	45.000	334.799	0.500	0.500	0.000	1.69594e-06	1.69594e-06
78	45.000	369.316	0.500	0.500	0.000	2.38631e-06	2.38631e-06
70	45.000	399.930	0.500	0.500	0.000	2.99867e-06	2.99867e-06
86	45.000	416.084	0.500	0.500	0.000	3.3216e-06	3.3216e-06
63	45.000	469.404	0.500	0.500	0.000	4.38814e-06	4.38814e-06
78	45.000	548.350	0.500	0.500	0.000	4.6132e-06	4.6132e-06
70	45.000	594.441	0.500	0.500	0.000	4.24444e-06	4.24444e-06
71	45.000	660.218	0.500	0.500	0.000	3.71828e-06	3.71828e-06
63	45.000	698.499	0.500	0.500	0.000	3.41198e-06	3.41198e-06
71	45.000	985.637	0.500	0.500	0.000	1.11494e-06	1.11494e-06
