WK	Angle	Energy	AL	N	W	SYield+Offset	SYield
92	0.000	7.912	0.127	0.059	0.814	0.00447681	0.00447681
93	0.000	7.912	0.012	0.007	0.982	0.000488597	0.000488597
90	0.000	8.844	0.130	0.045	0.825	0.00517235	0.00517235
91	0.000	10.018	0.184	0.082	0.734	0.00649245	0.00649245
92	0.000	31.648	0.127	0.059	0.814	0.0260507	0.0260507
93	0.000	31.648	0.012	0.007	0.982	0.00284333	0.00284333
90	0.000	35.379	0.130	0.045	0.825	0.0318024	0.0318024
91	0.000	40.069	0.184	0.082	0.734	0.0445826	0.0445826
92	0.000	55.384	0.127	0.059	0.814	0.0544017	0.0544017
93	0.000	55.384	0.012	0.007	0.982	0.00593787	0.00593787
90	0.000	61.914	0.130	0.045	0.825	0.0626629	0.0626629
91	0.000	70.120	0.184	0.082	0.734	0.0864409	0.0864409
92	0.000	79.120	0.127	0.059	0.814	0.074358	0.074358
93	0.000	79.120	0.012	0.007	0.982	0.00811612	0.00811612
90	0.000	88.449	0.130	0.045	0.825	0.083206	0.083206
91	0.000	100.171	0.184	0.082	0.734	0.116085	0.116085
72	45.000	9.352	0.631	0.369	0.000	0.00126775	0.00126775
87	45.000	9.366	0.693	0.307	0.000	0.00165672	0.00165672
71	45.000	9.380	0.541	0.459	-0.000	0.000883021	0.000883021
86	45.000	9.392	0.562	0.438	0.000	0.000954315	0.000954315
27	45.000	9.428	0.718	0.282	-0.000	0.00182746	0.00182746
42	45.000	9.436	0.709	0.291	-0.000	0.00177457	0.00177457
26	45.000	9.440	0.694	0.306	-0.000	0.00168126	0.00168126
41	45.000	9.450	0.675	0.325	-0.000	0.00155889	0.00155889
12	45.000	9.508	0.726	0.274	0.000	0.00189084	0.00189084
57	45.000	9.516	0.703	0.297	0.000	0.00175122	0.00175122
11	45.000	9.518	0.654	0.346	0.000	0.00143969	0.00143969
56	45.000	9.522	0.641	0.359	0.000	0.00135545	0.00135545
73	45.000	10.662	0.766	0.234	0.000	0.00240264	0.00240264
88	45.000	10.680	0.757	0.243	0.000	0.0023438	0.0023438
28	45.000	10.734	0.760	0.240	-0.000	0.00237978	0.00237978
43	45.000	10.736	0.761	0.239	-0.000	0.00238672	0.00238672
13	45.000	10.810	0.756	0.244	0.000	0.00236406	0.00236406
58	45.000	10.824	0.751	0.249	0.000	0.00233216	0.00233216
70	45.000	10.908	0.552	0.448	0.000	0.00107195	0.00107195
85	45.000	10.944	0.591	0.409	-0.000	0.00122751	0.00122751
25	45.000	10.988	0.711	0.289	0.000	0.00207403	0.00207403
40	45.000	10.988	0.693	0.307	0.000	0.00194718	0.00194718
10	45.000	11.054	0.668	0.332	0.000	0.00177437	0.00177437
55	45.000	11.058	0.686	0.314	0.000	0.00190841	0.00190841
62	45.000	11.152	0.580	0.420	-0.000	0.00120739	0.00120739
77	45.000	11.204	0.603	0.397	-0.000	0.00131168	0.00131168
63	45.000	11.214	0.553	0.447	0.000	0.00110387	0.00110387
17	45.000	11.236	0.717	0.283	-0.000	0.00216651	0.00216651
32	45.000	11.244	0.701	0.299	0.000	0.00205167	0.00205167
78	45.000	11.248	0.550	0.450	-0.000	0.00109858	0.00109858
18	45.000	11.302	0.690	0.310	-0.000	0.00198209	0.00198209
33	45.000	11.310	0.690	0.310	-0.000	0.00198305	0.00198305
2	45.000	11.310	0.672	0.328	-0.000	0.00184374	0.00184374
47	45.000	11.312	0.688	0.312	0.000	0.00196259	0.00196259
3	45.000	11.384	0.579	0.421	0.000	0.00122586	0.00122586
48	45.000	11.390	0.682	0.318	0.000	0.00192991	0.00192991
74	45.000	12.342	0.732	0.268	0.000	0.0025092	0.0025092
89	45.000	12.360	0.732	0.268	0.000	0.0025095	0.0025095
29	45.000	12.396	0.733	0.267	0.000	0.00252676	0.00252676
44	45.000	12.408	0.733	0.267	0.000	0.00252795	0.00252795
14	45.000	12.454	0.731	0.269	0.000	0.0025207	0.0025207
59	45.000	12.462	0.731	0.269	0.000	0.00251932	0.00251932
61	45.000	12.614	0.724	0.276	0.000	0.00249798	0.00249798
16	45.000	12.684	0.733	0.267	-0.000	0.00258021	0.00258021
31	45.000	12.688	0.731	0.269	0.000	0.0025648	0.0025648
76	45.000	12.694	0.732	0.268	0.000	0.00257319	0.00257319
1	45.000	12.752	0.728	0.272	0.000	0.00255356	0.00255356
64	45.000	12.752	0.619	0.381	0.000	0.00163088	0.00163088
46	45.000	12.756	0.728	0.272	0.000	0.00255867	0.00255867
79	45.000	12.762	0.651	0.349	-0.000	0.0019058	0.0019058
19	45.000	12.818	0.698	0.302	0.000	0.00231079	0.00231079
