WK	Angle	Energy	AL	N	W	SYield+Offset	SYield
92	0.000	7.912	0.127	0.059	0.814	0.00451558	0.00451558
93	0.000	7.912	0.012	0.007	0.982	0.000375322	0.000375322
90	0.000	8.844	0.130	0.045	0.825	0.00395735	0.00395735
91	0.000	10.018	0.184	0.082	0.734	0.00683443	0.00683443
92	0.000	31.648	0.127	0.059	0.814	0.0189925	0.0189925
93	0.000	31.648	0.012	0.007	0.982	0.00146145	0.00146145
90	0.000	35.379	0.130	0.045	0.825	0.0166708	0.0166708
91	0.000	40.069	0.184	0.082	0.734	0.0310885	0.0310885
92	0.000	55.384	0.127	0.059	0.814	0.03309	0.03309
93	0.000	55.384	0.012	0.007	0.982	0.00243618	0.00243618
90	0.000	61.914	0.130	0.045	0.825	0.0277341	0.0277341
91	0.000	70.120	0.184	0.082	0.734	0.050595	0.050595
92	0.000	79.120	0.127	0.059	0.814	0.0416209	0.0416209
93	0.000	79.120	0.012	0.007	0.982	0.00305149	0.00305149
90	0.000	88.449	0.130	0.045	0.825	0.0344031	0.0344031
91	0.000	100.171	0.184	0.082	0.734	0.0623679	0.0623679
72	45.000	9.352	0.631	0.369	0.000	0.00491525	0.00491525
87	45.000	9.366	0.693	0.307	0.000	0.00423296	0.00423296
71	45.000	9.380	0.541	0.459	-0.000	0.00554061	0.00554061
86	45.000	9.392	0.562	0.438	0.000	0.00545222	0.00545222
27	45.000	9.428	0.718	0.282	-0.000	0.00397673	0.00397673
42	45.000	9.436	0.709	0.291	-0.000	0.0040775	0.0040775
26	45.000	9.440	0.694	0.306	-0.000	0.00424737	0.00424737
41	45.000	9.450	0.675	0.325	-0.000	0.00447226	0.00447226
12	45.000	9.508	0.726	0.274	0.000	0.00392563	0.00392563
57	45.000	9.516	0.703	0.297	0.000	0.00418014	0.00418014
11	45.000	9.518	0.654	0.346	0.000	0.00473657	0.00473657
56	45.000	9.522	0.641	0.359	0.000	0.00489041	0.00489041
73	45.000	10.662	0.766	0.234	0.000	0.00389939	0.00389939
88	45.000	10.680	0.757	0.243	0.000	0.00401878	0.00401878
28	45.000	10.734	0.760	0.240	-0.000	0.00399599	0.00399599
43	45.000	10.736	0.761	0.239	-0.000	0.00398453	0.00398453
13	45.000	10.810	0.756	0.244	0.000	0.00408145	0.00408145
58	45.000	10.824	0.751	0.249	0.000	0.00414943	0.00414943
70	45.000	10.908	0.552	0.448	0.000	0.00638242	0.00638242
85	45.000	10.944	0.591	0.409	-0.000	0.00619378	0.00619378
25	45.000	10.988	0.711	0.289	0.000	0.00473493	0.00473493
40	45.000	10.988	0.693	0.307	0.000	0.00496127	0.00496127
10	45.000	11.054	0.668	0.332	0.000	0.00531884	0.00531884
55	45.000	11.058	0.686	0.314	0.000	0.00508256	0.00508256
62	45.000	11.152	0.580	0.420	-0.000	0.0063722	0.0063722
77	45.000	11.204	0.603	0.397	-0.000	0.00625811	0.00625811
63	45.000	11.214	0.553	0.447	0.000	0.00655882	0.00655882
17	45.000	11.236	0.717	0.283	-0.000	0.0047611	0.0047611
32	45.000	11.244	0.701	0.299	0.000	0.00497017	0.00497017
78	45.000	11.248	0.550	0.450	-0.000	0.00658971	0.00658971
18	45.000	11.302	0.690	0.310	-0.000	0.0051386	0.0051386
33	45.000	11.310	0.690	0.310	-0.000	0.00514444	0.00514444
2	45.000	11.310	0.672	0.328	-0.000	0.0053919	0.0053919
47	45.000	11.312	0.688	0.312	0.000	0.00518094	0.00518094
3	45.000	11.384	0.579	0.421	0.000	0.00651259	0.00651259
48	45.000	11.390	0.682	0.318	0.000	0.00529893	0.00529893
74	45.000	12.342	0.732	0.268	0.000	0.00499809	0.00499809
89	45.000	12.360	0.732	0.268	0.000	0.00501192	0.00501192
29	45.000	12.396	0.733	0.267	0.000	0.00500888	0.00500888
44	45.000	12.408	0.733	0.267	0.000	0.00501589	0.00501589
14	45.000	12.454	0.731	0.269	0.000	0.00506381	0.00506381
59	45.000	12.462	0.731	0.269	0.000	0.00507262	0.00507262
61	45.000	12.614	0.724	0.276	0.000	0.00522753	0.00522753
16	45.000	12.684	0.733	0.267	-0.000	0.00513478	0.00513478
31	45.000	12.688	0.731	0.269	0.000	0.00516466	0.00516466
76	45.000	12.694	0.732	0.268	0.000	0.00515458	0.00515458
1	45.000	12.752	0.728	0.272	0.000	0.00523365	0.00523365
64	45.000	12.752	0.619	0.381	0.000	0.00687716	0.00687716
46	45.000	12.756	0.728	0.272	0.000	0.00522772	0.00522772
79	45.000	12.762	0.651	0.349	-0.000	0.00639468	0.00639468
19	45.000	12.818	0.698	0.302	0.000	0.00571656	0.00571656
34	45.000	12.826	0.698	0.302	0.000	0.00571025	0.00571025
4	45.000	12.890	0.684	0.316	0.000	0.00596386	0.00596386
49	45.000	12.894	0.695	0.305	0.000	0.00578852	0.00578852
69	45.000	13.352	0.692	0.308	0.000	0.00605135	0.00605135
84	45.000	13.418	0.706	0.294	0.000	0.00586153	0.00586153
24	45.000	13.474	0.710	0.290	-0.000	0.00581558	0.00581558
39	45.000	13.476	0.705	0.295	0.000	0.00589333	0.00589333
9	45.000	13.538	0.702	0.298	-0.000	0.00597046	0.00597046
54	45.000	13.556	0.702	0.298	-0.000	0.00598335	0.00598335
65	45.000	14.876	0.698	0.302	0.000	0.00663848	0.00663848
80	45.000	14.880	0.706	0.294	0.000	0.00649995	0.00649995
20	45.000	14.940	0.694	0.306	-0.000	0.00673197	0.00673197
35	45.000	14.942	0.699	0.301	-0.000	0.0066417	0.0066417
5	45.000	15.002	0.698	0.302	0.000	0.00668668	0.00668668
50	45.000	15.004	0.702	0.298	0.000	0.00662454	0.00662454
60	45.000	15.046	0.714	0.286	-0.000	0.00642252	0.00642252
15	45.000	15.090	0.716	0.284	0.000	0.00640558	0.00640558
30	45.000	15.114	0.716	0.284	-0.000	0.00640884	0.00640884
75	45.000	15.116	0.714	0.286	0.000	0.00644426	0.00644426
