WK	Angle	Energy	AL	N	W	SYield+Offset	SYield
92	0.000	7.912	0.127	0.059	0.814	0.000163994	0.000163994
93	0.000	7.912	0.012	0.007	0.982	1.40791e-05	1.40791e-05
90	0.000	8.844	0.130	0.045	0.825	0.000144114	0.000144114
91	0.000	10.018	0.184	0.082	0.734	0.000286305	0.000286305
92	0.000	31.648	0.127	0.059	0.814	0.00139486	0.00139486
93	0.000	31.648	0.012	0.007	0.982	9.19328e-05	9.19328e-05
90	0.000	35.379	0.130	0.045	0.825	0.00131455	0.00131455
91	0.000	40.069	0.184	0.082	0.734	0.00288068	0.00288068
72	45.000	9.352	0.631	0.369	0.000	0.00106938	0.00106938
87	45.000	9.366	0.693	0.307	0.000	0.000910776	0.000910776
71	45.000	9.380	0.541	0.459	-0.000	0.00124958	0.00124958
86	45.000	9.392	0.562	0.438	0.000	0.00121656	0.00121656
27	45.000	9.428	0.718	0.282	-0.000	0.000850769	0.000850769
42	45.000	9.436	0.709	0.291	-0.000	0.000874113	0.000874113
26	45.000	9.440	0.694	0.306	-0.000	0.000913536	0.000913536
41	45.000	9.450	0.675	0.325	-0.000	0.000965709	0.000965709
12	45.000	9.508	0.726	0.274	0.000	0.000838274	0.000838274
57	45.000	9.516	0.703	0.297	0.000	0.000897339	0.000897339
11	45.000	9.518	0.654	0.346	0.000	0.00102659	0.00102659
56	45.000	9.522	0.641	0.359	0.000	0.00106229	0.00106229
73	45.000	10.662	0.766	0.234	0.000	0.000823235	0.000823235
88	45.000	10.680	0.757	0.243	0.000	0.000850823	0.000850823
28	45.000	10.734	0.760	0.240	-0.000	0.000845111	0.000845111
43	45.000	10.736	0.761	0.239	-0.000	0.00084244	0.00084244
13	45.000	10.810	0.756	0.244	0.000	0.000864383	0.000864383
58	45.000	10.824	0.751	0.249	0.000	0.000880062	0.000880062
70	45.000	10.908	0.552	0.448	0.000	0.00143104	0.00143104
85	45.000	10.944	0.591	0.409	-0.000	0.00136005	0.00136005
25	45.000	10.988	0.711	0.289	0.000	0.00101481	0.00101481
40	45.000	10.988	0.693	0.307	0.000	0.00106738	0.00106738
10	45.000	11.054	0.668	0.332	0.000	0.00114995	0.00114995
55	45.000	11.058	0.686	0.314	0.000	0.00109503	0.00109503
62	45.000	11.152	0.580	0.420	-0.000	0.00140773	0.00140773
77	45.000	11.204	0.603	0.397	-0.000	0.00136698	0.00136698
63	45.000	11.214	0.553	0.447	0.000	0.00147024	0.00147024
17	45.000	11.236	0.717	0.283	-0.000	0.00101896	0.00101896
32	45.000	11.244	0.701	0.299	0.000	0.00106748	0.00106748
78	45.000	11.248	0.550	0.450	-0.000	0.00147877	0.00147877
18	45.000	11.302	0.690	0.310	-0.000	0.00110616	0.00110616
33	45.000	11.310	0.690	0.310	-0.000	0.00110744	0.00110744
2	45.000	11.310	0.672	0.328	-0.000	0.00116493	0.00116493
47	45.000	11.312	0.688	0.312	0.000	0.00111592	0.00111592
3	45.000	11.384	0.579	0.421	0.000	0.00143999	0.00143999
48	45.000	11.390	0.682	0.318	0.000	0.00114273	0.00114273
74	45.000	12.342	0.732	0.268	0.000	0.00106545	0.00106545
89	45.000	12.360	0.732	0.268	0.000	0.00106852	0.00106852
29	45.000	12.396	0.733	0.267	0.000	0.00106753	0.00106753
44	45.000	12.408	0.733	0.267	0.000	0.00106907	0.00106907
14	45.000	12.454	0.731	0.269	0.000	0.00107985	0.00107985
59	45.000	12.462	0.731	0.269	0.000	0.00108183	0.00108183
61	45.000	12.614	0.724	0.276	0.000	0.00111664	0.00111664
16	45.000	12.684	0.733	0.267	-0.000	0.00109455	0.00109455
31	45.000	12.688	0.731	0.269	0.000	0.00110147	0.00110147
76	45.000	12.694	0.732	0.268	0.000	0.00109908	0.00109908
1	45.000	12.752	0.728	0.272	0.000	0.001117	0.001117
64	45.000	12.752	0.619	0.381	0.000	0.0014988	0.0014988
46	45.000	12.756	0.728	0.272	0.000	0.00111559	0.00111559
79	45.000	12.762	0.651	0.349	-0.000	0.00138664	0.00138664
19	45.000	12.818	0.698	0.302	0.000	0.00122867	0.00122867
34	45.000	12.826	0.698	0.302	0.000	0.00122715	0.00122715
4	45.000	12.890	0.684	0.316	0.000	0.00128556	0.00128556
49	45.000	12.894	0.695	0.305	0.000	0.00124479	0.00124479
69	45.000	13.352	0.692	0.308	0.000	0.0013023	0.0013023
84	45.000	13.418	0.706	0.294	0.000	0.0012577	0.0012577
24	45.000	13.474	0.710	0.290	-0.000	0.00124659	0.00124659
