WK	Angle	Energy	AL	N	W	RYield+Offset	RYield
1	45.000	12.752	0.500	0.500	0.000	0.0636619	0.0636619
64	45.000	12.752	0.500	0.500	0.000	0.0636689	0.0636689
46	45.000	12.756	0.500	0.500	0.000	0.0636825	0.0636825
79	45.000	12.762	0.500	0.500	0.000	0.0637138	0.0637138
19	45.000	12.818	0.500	0.500	0.000	0.0639924	0.0639924
34	45.000	12.826	0.500	0.500	0.000	0.0640297	0.0640297
4	45.000	12.890	0.500	0.500	0.000	0.0643556	0.0643556
49	45.000	12.894	0.500	0.500	0.000	0.0643775	0.0643775
69	45.000	13.352	0.500	0.500	0.000	0.0666605	0.0666605
84	45.000	13.418	0.500	0.500	0.000	0.0669861	0.0669861
24	45.000	13.474	0.500	0.500	0.000	0.067265	0.067265
39	45.000	13.476	0.500	0.500	0.000	0.0672806	0.0672806
9	45.000	13.538	0.500	0.500	0.000	0.0675902	0.0675902
54	45.000	13.556	0.500	0.500	0.000	0.067676	0.067676
65	45.000	14.876	0.500	0.500	0.000	0.0742731	0.0742731
80	45.000	14.880	0.500	0.500	0.000	0.0742921	0.0742921
20	45.000	14.940	0.500	0.500	0.000	0.0745872	0.0745872
35	45.000	14.942	0.500	0.500	0.000	0.0745965	0.0745965
5	45.000	15.002	0.500	0.500	0.000	0.0748968	0.0748968
50	45.000	15.004	0.500	0.500	0.000	0.0749117	0.0749117
60	45.000	15.046	0.500	0.500	0.000	0.0751128	0.0751128
15	45.000	15.090	0.500	0.500	0.000	0.0753401	0.0753401
30	45.000	15.114	0.500	0.500	0.000	0.0754597	0.0754597
75	45.000	15.116	0.500	0.500	0.000	0.0754678	0.0754678
45	45.000	15.132	0.500	0.500	0.000	0.0755484	0.0755484
0	45.000	15.144	0.500	0.500	0.000	0.0756077	0.0756077
68	45.000	15.678	0.500	0.500	0.000	0.078268	0.078268
83	45.000	15.722	0.500	0.500	0.000	0.0784952	0.0784952
23	45.000	15.774	0.500	0.500	0.000	0.0787478	0.0787478
38	45.000	15.778	0.500	0.500	0.000	0.0787672	0.0787672
8	45.000	15.824	0.500	0.500	0.000	0.0789967	0.0789967
53	45.000	15.832	0.500	0.500	0.000	0.0790371	0.0790371
66	45.000	16.286	0.500	0.500	0.000	0.0813075	0.0813075
81	45.000	16.302	0.500	0.500	0.000	0.0813852	0.0813852
21	45.000	16.306	0.500	0.500	0.000	0.0814105	0.0814105
36	45.000	16.308	0.500	0.500	0.000	0.0814185	0.0814185
51	45.000	16.322	0.500	0.500	0.000	0.0814832	0.0814832
6	45.000	16.324	0.500	0.500	0.000	0.0814936	0.0814936
7	45.000	16.378	0.500	0.500	0.000	0.0817647	0.0817647
52	45.000	16.378	0.500	0.500	0.000	0.0817662	0.0817662
37	45.000	16.382	0.500	0.500	0.000	0.0817906	0.0817906
22	45.000	16.384	0.500	0.500	0.000	0.0817941	0.0817941
82	45.000	16.386	0.500	0.500	0.000	0.0818089	0.0818089
67	45.000	16.390	0.500	0.500	0.000	0.0818267	0.0818267
73	45.000	26.655	0.500	0.500	0.000	0.147493	0.147493
88	45.000	26.700	0.500	0.500	0.000	0.147835	0.147835
28	45.000	26.835	0.500	0.500	0.000	0.148798	0.148798
43	45.000	26.840	0.500	0.500	0.000	0.148819	0.148819
13	45.000	27.025	0.500	0.500	0.000	0.15014	0.15014
58	45.000	27.060	0.500	0.500	0.000	0.150401	0.150401
27	45.000	27.899	0.500	0.500	0.000	0.15641	0.15641
12	45.000	28.663	0.500	0.500	0.000	0.161872	0.161872
74	45.000	30.855	0.500	0.500	0.000	0.177566	0.177566
89	45.000	30.900	0.500	0.500	0.000	0.177902	0.177902
29	45.000	30.990	0.500	0.500	0.000	0.178548	0.178548
44	45.000	31.020	0.500	0.500	0.000	0.178761	0.178761
42	45.000	31.099	0.500	0.500	0.000	0.179317	0.179317
57	45.000	31.131	0.500	0.500	0.000	0.179553	0.179553
14	45.000	31.135	0.500	0.500	0.000	0.179579	0.179579
59	45.000	31.155	0.500	0.500	0.000	0.179727	0.179727
87	45.000	31.656	0.500	0.500	0.000	0.183298	0.183298
61	45.000	31.757	0.500	0.500	0.000	0.184033	0.184033
76	45.000	31.957	0.500	0.500	0.000	0.18547	0.18547
16	45.000	31.998	0.500	0.500	0.000	0.185755	0.185755
31	45.000	32.176	0.500	0.500	0.000	0.187025	0.187025
1	45.000	32.294	0.500	0.500	0.000	0.187877	0.187877
46	45.000	32.442	0.500	0.500	0.000	0.188935	0.188935
26	45.000	32.693	0.500	0.500	0.000	0.190742	0.190742
17	45.000	33.916	0.500	0.500	0.000	0.199499	0.199499
25	45.000	34.340	0.500	0.500	0.000	0.202537	0.202537
32	45.000	35.460	0.500	0.500	0.000	0.210552	0.210552
24	45.000	36.400	0.500	0.500	0.000	0.217273	0.217273
84	45.000	37.406	0.500	0.500	0.000	0.224486	0.224486
60	45.000	37.615	0.500	0.500	0.000	0.225966	0.225966
15	45.000	37.725	0.500	0.500	0.000	0.226781	0.226781
30	45.000	37.785	0.500	0.500	0.000	0.22721	0.22721
75	45.000	37.790	0.500	0.500	0.000	0.227239	0.227239
45	45.000	37.830	0.500	0.500	0.000	0.227528	0.227528
0	45.000	37.860	0.500	0.500	0.000	0.227741	0.227741
54	45.000	38.891	0.500	0.500	0.000	0.23511	0.23511
19	45.000	38.918	0.500	0.500	0.000	0.235316	0.235316
9	45.000	39.314	0.500	0.500	0.000	0.238156	0.238156
47	45.000	39.470	0.500	0.500	0.000	0.23926	0.23926
50	45.000	39.628	0.500	0.500	0.000	0.240406	0.240406
80	45.000	39.687	0.500	0.500	0.000	0.24082	0.24082
39	45.000	39.954	0.500	0.500	0.000	0.242731	0.242731
5	45.000	40.898	0.500	0.500	0.000	0.249491	0.249491
65	45.000	41.573	0.500	0.500	0.000	0.254332	0.254332
34	45.000	41.674	0.500	0.500	0.000	0.255045	0.255045
49	45.000	42.168	0.500	0.500	0.000	0.258579	0.258579
81	45.000	42.402	0.500	0.500	0.000	0.260252	0.260252
8	45.000	42.434	0.500	0.500	0.000	0.260476	0.260476
83	45.000	42.629	0.500	0.500	0.000	0.261893	0.261893
73	45.000	42.648	0.500	0.500	0.000	0.262004	0.262004
33	45.000	42.651	0.500	0.500	0.000	0.262048	0.262048
88	45.000	42.720	0.500	0.500	0.000	0.262551	0.262551
28	45.000	42.936	0.500	0.500	0.000	0.264092	0.264092
43	45.000	42.944	0.500	0.500	0.000	0.264125	0.264125
23	45.000	43.011	0.500	0.500	0.000	0.264622	0.264622
20	45.000	43.101	0.500	0.500	0.000	0.265261	0.265261
13	45.000	43.240	0.500	0.500	0.000	0.266239	0.266239
58	45.000	43.296	0.500	0.500	0.000	0.266657	0.266657
6	45.000	43.366	0.500	0.500	0.000	0.267147	0.267147
53	45.000	43.372	0.500	0.500	0.000	0.267199	0.267199
7	45.000	43.609	0.500	0.500	0.000	0.268901	0.268901
35	45.000	43.649	0.500	0.500	0.000	0.269186	0.269186
82	45.000	43.920	0.500	0.500	0.000	0.271123	0.271123
38	45.000	44.011	0.500	0.500	0.000	0.271762	0.271762
68	45.000	44.532	0.500	0.500	0.000	0.275505	0.275505
69	45.000	44.549	0.500	0.500	0.000	0.275622	0.275622
18	45.000	44.896	0.500	0.500	0.000	0.278106	0.278106
51	45.000	45.629	0.500	0.500	0.000	0.283366	0.283366
55	45.000	46.305	0.500	0.500	0.000	0.288191	0.288191
27	45.000	46.370	0.500	0.500	0.000	0.288676	0.288676
48	45.000	47.069	0.500	0.500	0.000	0.293662	0.293662
12	45.000	47.818	0.500	0.500	0.000	0.299023	0.299023
36	45.000	48.423	0.500	0.500	0.000	0.303374	0.303374
40	45.000	48.734	0.500	0.500	0.000	0.305607	0.305607
74	45.000	49.368	0.500	0.500	0.000	0.310121	0.310121
89	45.000	49.440	0.500	0.500	0.000	0.310658	0.310658
29	45.000	49.584	0.500	0.500	0.000	0.311691	0.311691
44	45.000	49.632	0.500	0.500	0.000	0.312033	0.312033
14	45.000	49.816	0.500	0.500	0.000	0.313341	0.313341
59	45.000	49.848	0.500	0.500	0.000	0.313578	0.313578
4	45.000	50.471	0.500	0.500	0.000	0.315088	0.315088
52	45.000	50.686	0.500	0.500	0.000	0.315281	0.315281
61	45.000	50.900	0.500	0.500	0.000	0.315472	0.315472
76	45.000	51.220	0.500	0.500	0.000	0.315763	0.315763
16	45.000	51.312	0.500	0.500	0.000	0.315843	0.315843
31	45.000	51.664	0.500	0.500	0.000	0.31616	0.31616
41	45.000	51.681	0.500	0.500	0.000	0.316176	0.316176
1	45.000	51.836	0.500	0.500	0.000	0.316316	0.316316
46	45.000	52.128	0.500	0.500	0.000	0.316579	0.316579
57	45.000	52.746	0.500	0.500	0.000	0.317137	0.317137
42	45.000	52.762	0.500	0.500	0.000	0.31715	0.31715
2	45.000	52.794	0.500	0.500	0.000	0.317179	0.317179
87	45.000	53.946	0.500	0.500	0.000	0.318215	0.318215
10	45.000	54.299	0.500	0.500	0.000	0.318536	0.318536
37	45.000	55.094	0.500	0.500	0.000	0.319252	0.319252
26	45.000	55.946	0.500	0.500	0.000	0.32002	0.32002
17	45.000	56.596	0.500	0.500	0.000	0.320606	0.320606
11	45.000	57.197	0.500	0.500	0.000	0.321148	0.321148
66	45.000	57.368	0.500	0.500	0.000	0.3213	0.3213
25	45.000	57.692	0.500	0.500	0.000	0.321594	0.321594
21	45.000	58.258	0.500	0.500	0.000	0.322105	0.322105
79	45.000	58.281	0.500	0.500	0.000	0.322124	0.322124
73	45.000	58.641	0.500	0.500	0.000	0.322445	0.322445
88	45.000	58.740	0.500	0.500	0.000	0.32254	0.32254
28	45.000	59.037	0.500	0.500	0.000	0.322807	0.322807
43	45.000	59.048	0.500	0.500	0.000	0.322812	0.322812
24	45.000	59.326	0.500	0.500	0.000	0.323064	0.323064
13	45.000	59.455	0.500	0.500	0.000	0.323178	0.323178
58	45.000	59.532	0.500	0.500	0.000	0.32325	0.32325
32	45.000	59.676	0.500	0.500	0.000	0.323382	0.323382
56	45.000	59.745	0.500	0.500	0.000	0.323444	0.323444
60	45.000	60.184	0.500	0.500	0.000	0.323835	0.323835
15	45.000	60.360	0.500	0.500	0.000	0.323999	0.323999
30	45.000	60.456	0.500	0.500	0.000	0.324086	0.324086
75	45.000	60.464	0.500	0.500	0.000	0.324092	0.324092
45	45.000	60.528	0.500	0.500	0.000	0.32415	0.32415
0	45.000	60.576	0.500	0.500	0.000	0.324193	0.324193
84	45.000	61.394	0.500	0.500	0.000	0.32493	0.32493
54	45.000	64.226	0.500	0.500	0.000	0.327479	0.327479
50	45.000	64.252	0.500	0.500	0.000	0.327506	0.327506
80	45.000	64.494	0.500	0.500	0.000	0.327722	0.327722
27	45.000	64.841	0.500	0.500	0.000	0.328036	0.328036
19	45.000	65.018	0.500	0.500	0.000	0.328195	0.328195
9	45.000	65.090	0.500	0.500	0.000	0.328261	0.328261
67	45.000	66.169	0.500	0.500	0.000	0.329231	0.329231
39	45.000	66.432	0.500	0.500	0.000	0.329468	0.329468
72	45.000	66.481	0.500	0.500	0.000	0.329513	0.329513
5	45.000	66.794	0.500	0.500	0.000	0.329795	0.329795
12	45.000	66.973	0.500	0.500	0.000	0.329952	0.329952
47	45.000	67.628	0.500	0.500	0.000	0.330545	0.330545
74	45.000	67.881	0.500	0.500	0.000	0.330771	0.330771
89	45.000	67.980	0.500	0.500	0.000	0.330863	0.330863
29	45.000	68.178	0.500	0.500	0.000	0.331042	0.331042
44	45.000	68.244	0.500	0.500	0.000	0.331101	0.331101
65	45.000	68.270	0.500	0.500	0.000	0.331126	0.331126
14	45.000	68.497	0.500	0.500	0.000	0.331328	0.331328
81	45.000	68.502	0.500	0.500	0.000	0.331332	0.331332
59	45.000	68.541	0.500	0.500	0.000	0.331369	0.331369
8	45.000	69.044	0.500	0.500	0.000	0.331819	0.331819
83	45.000	69.536	0.500	0.500	0.000	0.332266	0.332266
61	45.000	70.043	0.500	0.500	0.000	0.332662	0.332662
23	45.000	70.248	0.500	0.500	0.000	0.332558	0.332558
6	45.000	70.408	0.500	0.500	0.000	0.33248	0.33248
76	45.000	70.483	0.500	0.500	0.000	0.332441	0.332441
34	45.000	70.522	0.500	0.500	0.000	0.332422	0.332422
16	45.000	70.626	0.500	0.500	0.000	0.332372	0.332372
7	45.000	70.840	0.500	0.500	0.000	0.332263	0.332263
53	45.000	70.912	0.500	0.500	0.000	0.332228	0.332228
31	45.000	71.152	0.500	0.500	0.000	0.33211	0.33211
20	45.000	71.262	0.500	0.500	0.000	0.332053	0.332053
1	45.000	71.378	0.500	0.500	0.000	0.331995	0.331995
49	45.000	71.442	0.500	0.500	0.000	0.331964	0.331964
82	45.000	71.454	0.500	0.500	0.000	0.331958	0.331958
22	45.000	71.464	0.500	0.500	0.000	0.331953	0.331953
46	45.000	71.814	0.500	0.500	0.000	0.331778	0.331778
38	45.000	72.244	0.500	0.500	0.000	0.331565	0.331565
35	45.000	72.356	0.500	0.500	0.000	0.331507	0.331507
64	45.000	72.773	0.500	0.500	0.000	0.331299	0.331299
68	45.000	73.386	0.500	0.500	0.000	0.330994	0.330994
33	45.000	73.992	0.500	0.500	0.000	0.330691	0.330691
57	45.000	74.361	0.500	0.500	0.000	0.330507	0.330507
42	45.000	74.425	0.500	0.500	0.000	0.330477	0.330477
51	45.000	74.936	0.500	0.500	0.000	0.33022	0.33022
69	45.000	75.746	0.500	0.500	0.000	0.329818	0.329818
87	45.000	76.236	0.500	0.500	0.000	0.329574	0.329574
18	45.000	78.490	0.500	0.500	0.000	0.328449	0.328449
26	45.000	79.199	0.500	0.500	0.000	0.328094	0.328094
17	45.000	79.276	0.500	0.500	0.000	0.328056	0.328056
77	45.000	79.844	0.500	0.500	0.000	0.327772	0.327772
36	45.000	80.538	0.500	0.500	0.000	0.327426	0.327426
25	45.000	81.044	0.500	0.500	0.000	0.327173	0.327173
55	45.000	81.552	0.500	0.500	0.000	0.326922	0.326922
24	45.000	82.252	0.500	0.500	0.000	0.326573	0.326573
48	45.000	82.748	0.500	0.500	0.000	0.326326	0.326326
60	45.000	82.753	0.500	0.500	0.000	0.326324	0.326324
15	45.000	82.995	0.500	0.500	0.000	0.326199	0.326199
30	45.000	83.127	0.500	0.500	0.000	0.326133	0.326133
75	45.000	83.138	0.500	0.500	0.000	0.326129	0.326129
45	45.000	83.226	0.500	0.500	0.000	0.326085	0.326085
0	45.000	83.292	0.500	0.500	0.000	0.326052	0.326052
32	45.000	83.892	0.500	0.500	0.000	0.325752	0.325752
52	45.000	84.994	0.500	0.500	0.000	0.325204	0.325204
84	45.000	85.382	0.500	0.500	0.000	0.32501	0.32501
40	45.000	86.480	0.500	0.500	0.000	0.324462	0.324462
4	45.000	88.052	0.500	0.500	0.000	0.323678	0.323678
50	45.000	88.876	0.500	0.500	0.000	0.323267	0.323267
80	45.000	89.301	0.500	0.500	0.000	0.323056	0.323056
54	45.000	89.561	0.500	0.500	0.000	0.322927	0.322927
9	45.000	90.866	0.500	0.500	0.000	0.322274	0.322274
19	45.000	91.118	0.500	0.500	0.000	0.322148	0.322148
5	45.000	92.690	0.500	0.500	0.000	0.321365	0.321365
39	45.000	92.910	0.500	0.500	0.000	0.321256	0.321256
37	45.000	93.806	0.500	0.500	0.000	0.32081	0.32081
41	45.000	93.912	0.500	0.500	0.000	0.320757	0.320757
2	45.000	94.278	0.500	0.500	0.000	0.320575	0.320575
81	45.000	94.602	0.500	0.500	0.000	0.320413	0.320413
85	45.000	94.902	0.500	0.500	0.000	0.320263	0.320263
65	45.000	94.967	0.500	0.500	0.000	0.320229	0.320229
8	45.000	95.654	0.500	0.500	0.000	0.319889	0.319889
47	45.000	95.786	0.500	0.500	0.000	0.319822	0.319822
83	45.000	96.443	0.500	0.500	0.000	0.319493	0.319493
6	45.000	97.450	0.500	0.500	0.000	0.318994	0.318994
23	45.000	97.485	0.500	0.500	0.000	0.318973	0.318973
10	45.000	97.544	0.500	0.500	0.000	0.318944	0.318944
7	45.000	98.071	0.500	0.500	0.000	0.318681	0.318681
66	45.000	98.450	0.500	0.500	0.000	0.318494	0.318494
53	45.000	98.452	0.500	0.500	0.000	0.318492	0.318492
82	45.000	98.988	0.500	0.500	0.000	0.318226	0.318226
34	45.000	99.370	0.500	0.500	0.000	0.318033	0.318033
20	45.000	99.423	0.500	0.500	0.000	0.318008	0.318008
21	45.000	100.210	0.500	0.500	0.000	0.317573	0.317573
38	45.000	100.477	0.500	0.500	0.000	0.317394	0.317394
49	45.000	100.716	0.500	0.500	0.000	0.317227	0.317227
35	45.000	101.063	0.500	0.500	0.000	0.316984	0.316984
68	45.000	102.240	0.500	0.500	0.000	0.31617	0.31617
79	45.000	103.800	0.500	0.500	0.000	0.315089	0.315089
51	45.000	104.243	0.500	0.500	0.000	0.314782	0.314782
11	45.000	104.876	0.500	0.500	0.000	0.314344	0.314344
33	45.000	105.333	0.500	0.500	0.000	0.314028	0.314028
69	45.000	106.943	0.500	0.500	0.000	0.312917	0.312917
62	45.000	109.786	0.500	0.500	0.000	0.310946	0.310946
56	45.000	109.968	0.500	0.500	0.000	0.31082	0.31082
18	45.000	112.084	0.500	0.500	0.000	0.309358	0.309358
36	45.000	112.653	0.500	0.500	0.000	0.308962	0.308962
67	45.000	115.948	0.500	0.500	0.000	0.306683	0.306683
55	45.000	116.799	0.500	0.500	0.000	0.306096	0.306096
3	45.000	117.824	0.500	0.500	0.000	0.305384	0.305384
48	45.000	118.427	0.500	0.500	0.000	0.304969	0.304969
52	45.000	119.302	0.500	0.500	0.000	0.30436	0.30436
72	45.000	123.610	0.500	0.500	0.000	0.301378	0.301378
40	45.000	124.226	0.500	0.500	0.000	0.300952	0.300952
4	45.000	125.633	0.500	0.500	0.000	0.299978	0.299978
22	45.000	126.544	0.500	0.500	0.000	0.299351	0.299351
37	45.000	132.518	0.500	0.500	0.000	0.295217	0.295217
64	45.000	132.794	0.500	0.500	0.000	0.295022	0.295022
2	45.000	135.762	0.500	0.500	0.000	0.292972	0.292972
41	45.000	136.143	0.500	0.500	0.000	0.292707	0.292707
66	45.000	139.532	0.500	0.500	0.000	0.290362	0.290362
10	45.000	140.789	0.500	0.500	0.000	0.289489	0.289489
21	45.000	142.162	0.500	0.500	0.000	0.288537	0.288537
86	45.000	144.956	0.500	0.500	0.000	0.286607	0.286607
77	45.000	148.484	0.500	0.500	0.000	0.284162	0.284162
79	45.000	149.319	0.500	0.500	0.000	0.283585	0.283585
11	45.000	152.555	0.500	0.500	0.000	0.28161	0.28161
56	45.000	160.191	0.500	0.500	0.000	0.277118	0.277118
67	45.000	165.727	0.500	0.500	0.000	0.273862	0.273862
85	45.000	178.860	0.500	0.500	0.000	0.266133	0.266133
72	45.000	180.739	0.500	0.500	0.000	0.265026	0.265026
22	45.000	181.624	0.500	0.500	0.000	0.26451	0.26451
78	45.000	190.282	0.500	0.500	0.000	0.259413	0.259413
64	45.000	192.815	0.500	0.500	0.000	0.257921	0.257921
70	45.000	205.419	0.500	0.500	0.000	0.25129	0.25129
62	45.000	208.420	0.500	0.500	0.000	0.249958	0.249958
77	45.000	217.124	0.500	0.500	0.000	0.246095	0.246095
3	45.000	224.264	0.500	0.500	0.000	0.242929	0.242929
63	45.000	240.309	0.500	0.500	0.000	0.235809	0.235809
85	45.000	262.818	0.500	0.500	0.000	0.228685	0.228685
86	45.000	280.520	0.500	0.500	0.000	0.224785	0.224785
62	45.000	307.054	0.500	0.500	0.000	0.218936	0.218936
3	45.000	330.704	0.500	0.500	0.000	0.213724	0.213724
71	45.000	334.799	0.500	0.500	0.000	0.212822	0.212822
78	45.000	369.316	0.500	0.500	0.000	0.205215	0.205215
70	45.000	399.930	0.500	0.500	0.000	0.198468	0.198468
86	45.000	416.084	0.500	0.500	0.000	0.194909	0.194909
63	45.000	469.404	0.500	0.500	0.000	0.183157	0.183157
78	45.000	548.350	0.500	0.500	0.000	0.172629	0.172629
70	45.000	594.441	0.500	0.500	0.000	0.169019	0.169019
71	45.000	660.218	0.500	0.500	0.000	0.163869	0.163869
63	45.000	698.499	0.500	0.500	0.000	0.160871	0.160871
71	45.000	985.637	0.500	0.500	0.000	0.138386	0.138386
