WK	Angle	Energy	AL	N	W	SYield+Offset	SYield
92	0.000	7.912	0.000	0.000	1.000	0	0
93	0.000	7.912	0.000	0.000	1.000	0	0
90	0.000	8.844	0.000	0.000	1.000	0	0
91	0.000	10.018	0.000	0.000	1.000	0	0
92	0.000	31.648	0.000	0.000	1.000	0	0
93	0.000	31.648	0.000	0.000	1.000	0	0
90	0.000	35.379	0.000	0.000	1.000	0	0
91	0.000	40.069	0.000	0.000	1.000	0	0
92	0.000	55.384	0.000	0.000	1.000	0	0
93	0.000	55.384	0.000	0.000	1.000	0	0
90	0.000	61.914	0.000	0.000	1.000	0	0
91	0.000	70.120	0.000	0.000	1.000	0	0
92	0.000	79.120	0.000	0.000	1.000	0	0
93	0.000	79.120	0.000	0.000	1.000	0	0
90	0.000	88.449	0.000	0.000	1.000	0	0
91	0.000	100.171	0.000	0.000	1.000	0	0
72	45.000	9.352	0.500	0.500	0.000	1.16898e-06	1.16898e-06
87	45.000	9.366	0.500	0.500	0.000	1.17062e-06	1.17062e-06
71	45.000	9.380	0.500	0.500	0.000	1.17241e-06	1.17241e-06
86	45.000	9.392	0.500	0.500	0.000	1.17406e-06	1.17406e-06
27	45.000	9.428	0.500	0.500	0.000	1.1784e-06	1.1784e-06
42	45.000	9.436	0.500	0.500	0.000	1.17948e-06	1.17948e-06
26	45.000	9.440	0.500	0.500	0.000	1.18009e-06	1.18009e-06
41	45.000	9.450	0.500	0.500	0.000	1.18124e-06	1.18124e-06
12	45.000	9.508	0.500	0.500	0.000	1.18846e-06	1.18846e-06
57	45.000	9.516	0.500	0.500	0.000	1.18943e-06	1.18943e-06
11	45.000	9.518	0.500	0.500	0.000	1.18974e-06	1.18974e-06
56	45.000	9.522	0.500	0.500	0.000	1.19037e-06	1.19037e-06
73	45.000	10.662	0.500	0.500	0.000	1.33267e-06	1.33267e-06
88	45.000	10.680	0.500	0.500	0.000	1.33506e-06	1.33506e-06
28	45.000	10.734	0.500	0.500	0.000	1.34179e-06	1.34179e-06
43	45.000	10.736	0.500	0.500	0.000	1.34193e-06	1.34193e-06
13	45.000	10.810	0.500	0.500	0.000	1.35116e-06	1.35116e-06
58	45.000	10.824	0.500	0.500	0.000	1.35298e-06	1.35298e-06
70	45.000	10.908	0.500	0.500	0.000	1.36359e-06	1.36359e-06
85	45.000	10.944	0.500	0.500	0.000	1.36793e-06	1.36793e-06
25	45.000	10.988	0.500	0.500	0.000	1.37352e-06	1.37352e-06
40	45.000	10.988	0.500	0.500	0.000	1.37361e-06	1.37361e-06
10	45.000	11.054	0.500	0.500	0.000	1.38175e-06	1.38175e-06
55	45.000	11.058	0.500	0.500	0.000	1.38213e-06	1.38213e-06
62	45.000	11.152	0.500	0.500	0.000	1.39411e-06	1.39411e-06
77	45.000	11.204	0.500	0.500	0.000	1.4006e-06	1.4006e-06
63	45.000	11.214	0.500	0.500	0.000	1.40183e-06	1.40183e-06
17	45.000	11.236	0.500	0.500	0.000	1.40462e-06	1.40462e-06
32	45.000	11.244	0.500	0.500	0.000	1.40537e-06	1.40537e-06
78	45.000	11.248	0.500	0.500	0.000	1.40593e-06	1.40593e-06
18	45.000	11.302	0.500	0.500	0.000	1.41264e-06	1.41264e-06
2	45.000	11.310	0.500	0.500	0.000	1.41378e-06	1.41378e-06
33	45.000	11.310	0.500	0.500	0.000	1.41387e-06	1.41387e-06
47	45.000	11.312	0.500	0.500	0.000	1.41388e-06	1.41388e-06
3	45.000	11.384	0.500	0.500	0.000	1.42288e-06	1.42288e-06
48	45.000	11.390	0.500	0.500	0.000	1.42363e-06	1.42363e-06
74	45.000	12.342	0.500	0.500	0.000	1.54267e-06	1.54267e-06
89	45.000	12.360	0.500	0.500	0.000	1.54502e-06	1.54502e-06
29	45.000	12.396	0.500	0.500	0.000	1.54953e-06	1.54953e-06
44	45.000	12.408	0.500	0.500	0.000	1.55101e-06	1.55101e-06
14	45.000	12.454	0.500	0.500	0.000	1.55672e-06	1.55672e-06
59	45.000	12.462	0.500	0.500	0.000	1.55776e-06	1.55776e-06
61	45.000	12.614	0.500	0.500	0.000	1.57682e-06	1.57682e-06
16	45.000	12.684	0.500	0.500	0.000	1.58556e-06	1.58556e-06
31	45.000	12.688	0.500	0.500	0.000	1.58596e-06	1.58596e-06
76	45.000	12.694	0.500	0.500	0.000	1.58675e-06	1.58675e-06
1	45.000	12.752	0.500	0.500	0.000	1.59394e-06	1.59394e-06
64	45.000	12.752	0.500	0.500	0.000	1.59411e-06	1.59411e-06
46	45.000	12.756	0.500	0.500	0.000	1.59445e-06	1.59445e-06
79	45.000	12.762	0.500	0.500	0.000	1.59524e-06	1.59524e-06
19	45.000	12.818	0.500	0.500	0.000	1.60221e-06	1.60221e-06
34	45.000	12.826	0.500	0.500	0.000	1.60315e-06	1.60315e-06
4	45.000	12.890	0.500	0.500	0.000	1.61131e-06	1.61131e-06
49	45.000	12.894	0.500	0.500	0.000	1.61186e-06	1.61186e-06
69	45.000	13.352	0.500	0.500	0.000	1.66902e-06	1.66902e-06
84	45.000	13.418	0.500	0.500	0.000	1.67717e-06	1.67717e-06
24	45.000	13.474	0.500	0.500	0.000	1.68415e-06	1.68415e-06
39	45.000	13.476	0.500	0.500	0.000	1.68454e-06	1.68454e-06
9	45.000	13.538	0.500	0.500	0.000	1.69229e-06	1.69229e-06
54	45.000	13.556	0.500	0.500	0.000	1.69444e-06	1.69444e-06
65	45.000	14.876	0.500	0.500	0.000	1.85962e-06	1.85962e-06
80	45.000	14.880	0.500	0.500	0.000	1.86009e-06	1.86009e-06
20	45.000	14.940	0.500	0.500	0.000	1.86748e-06	1.86748e-06
35	45.000	14.942	0.500	0.500	0.000	1.86772e-06	1.86772e-06
5	45.000	15.002	0.500	0.500	0.000	1.87523e-06	1.87523e-06
50	45.000	15.004	0.500	0.500	0.000	1.87561e-06	1.87561e-06
60	45.000	15.046	0.500	0.500	0.000	1.88064e-06	1.88064e-06
15	45.000	15.090	0.500	0.500	0.000	1.88633e-06	1.88633e-06
30	45.000	15.114	0.500	0.500	0.000	1.88933e-06	1.88933e-06
75	45.000	15.116	0.500	0.500	0.000	1.88953e-06	1.88953e-06
