WK	Angle	Energy	AL	N	W	SYield+Offset	SYield
92	0.000	7.912	0.000	0.000	1.000	0	0
93	0.000	7.912	0.000	0.000	1.000	0	0
90	0.000	8.844	0.000	0.000	1.000	0	0
91	0.000	10.018	0.000	0.000	1.000	0	0
92	0.000	31.648	0.000	0.000	1.000	0	0
93	0.000	31.648	0.000	0.000	1.000	0	0
90	0.000	35.379	0.000	0.000	1.000	0	0
91	0.000	40.069	0.000	0.000	1.000	0	0
92	0.000	55.384	0.000	0.000	1.000	0	0
93	0.000	55.384	0.000	0.000	1.000	0	0
90	0.000	61.914	0.000	0.000	1.000	0	0
91	0.000	70.120	0.000	0.000	1.000	0	0
92	0.000	79.120	0.000	0.000	1.000	0	0
93	0.000	79.120	0.000	0.000	1.000	0	0
90	0.000	88.449	0.000	0.000	1.000	0	0
91	0.000	100.171	0.000	0.000	1.000	0	0
72	45.000	9.352	0.500	0.500	0.000	0.00369864	0.00369864
87	45.000	9.366	0.500	0.500	0.000	0.00370385	0.00370385
71	45.000	9.380	0.500	0.500	0.000	0.00370949	0.00370949
86	45.000	9.392	0.500	0.500	0.000	0.00371472	0.00371472
27	45.000	9.428	0.500	0.500	0.000	0.00372845	0.00372845
42	45.000	9.436	0.500	0.500	0.000	0.00373187	0.00373187
26	45.000	9.440	0.500	0.500	0.000	0.00373381	0.00373381
41	45.000	9.450	0.500	0.500	0.000	0.00373746	0.00373746
12	45.000	9.508	0.500	0.500	0.000	0.00376028	0.00376028
57	45.000	9.516	0.500	0.500	0.000	0.00376336	0.00376336
11	45.000	9.518	0.500	0.500	0.000	0.00376434	0.00376434
56	45.000	9.522	0.500	0.500	0.000	0.00376634	0.00376634
73	45.000	10.662	0.500	0.500	0.000	0.00421658	0.00421658
88	45.000	10.680	0.500	0.500	0.000	0.00422414	0.00422414
28	45.000	10.734	0.500	0.500	0.000	0.00424542	0.00424542
43	45.000	10.736	0.500	0.500	0.000	0.00424588	0.00424588
13	45.000	10.810	0.500	0.500	0.000	0.00427506	0.00427506
58	45.000	10.824	0.500	0.500	0.000	0.00428083	0.00428083
70	45.000	10.908	0.500	0.500	0.000	0.0043144	0.0043144
85	45.000	10.944	0.500	0.500	0.000	0.00432813	0.00432813
25	45.000	10.988	0.500	0.500	0.000	0.00434582	0.00434582
40	45.000	10.988	0.500	0.500	0.000	0.0043461	0.0043461
10	45.000	11.054	0.500	0.500	0.000	0.00437186	0.00437186
55	45.000	11.058	0.500	0.500	0.000	0.00437305	0.00437305
62	45.000	11.152	0.500	0.500	0.000	0.00441096	0.00441096
77	45.000	11.204	0.500	0.500	0.000	0.00443149	0.00443149
63	45.000	11.214	0.500	0.500	0.000	0.00443538	0.00443538
17	45.000	11.236	0.500	0.500	0.000	0.00444421	0.00444421
32	45.000	11.244	0.500	0.500	0.000	0.0044466	0.0044466
78	45.000	11.248	0.500	0.500	0.000	0.00444836	0.00444836
18	45.000	11.302	0.500	0.500	0.000	0.00446959	0.00446959
2	45.000	11.310	0.500	0.500	0.000	0.00447321	0.00447321
33	45.000	11.310	0.500	0.500	0.000	0.00447349	0.00447349
47	45.000	11.312	0.500	0.500	0.000	0.00447353	0.00447353
3	45.000	11.384	0.500	0.500	0.000	0.004502	0.004502
48	45.000	11.390	0.500	0.500	0.000	0.00450438	0.00450438
74	45.000	12.342	0.500	0.500	0.000	0.00488102	0.00488102
89	45.000	12.360	0.500	0.500	0.000	0.00488843	0.00488843
29	45.000	12.396	0.500	0.500	0.000	0.0049027	0.0049027
44	45.000	12.408	0.500	0.500	0.000	0.00490741	0.00490741
14	45.000	12.454	0.500	0.500	0.000	0.00492547	0.00492547
59	45.000	12.462	0.500	0.500	0.000	0.00492874	0.00492874
61	45.000	12.614	0.500	0.500	0.000	0.00498905	0.00498905
16	45.000	12.684	0.500	0.500	0.000	0.0050167	0.0050167
31	45.000	12.688	0.500	0.500	0.000	0.00501797	0.00501797
76	45.000	12.694	0.500	0.500	0.000	0.00502046	0.00502046
1	45.000	12.752	0.500	0.500	0.000	0.00504322	0.00504322
64	45.000	12.752	0.500	0.500	0.000	0.00504378	0.00504378
46	45.000	12.756	0.500	0.500	0.000	0.00504485	0.00504485
79	45.000	12.762	0.500	0.500	0.000	0.00504734	0.00504734
19	45.000	12.818	0.500	0.500	0.000	0.0050694	0.0050694
34	45.000	12.826	0.500	0.500	0.000	0.00507236	0.00507236
4	45.000	12.890	0.500	0.500	0.000	0.00509817	0.00509817
49	45.000	12.894	0.500	0.500	0.000	0.00509991	0.00509991
69	45.000	13.352	0.500	0.500	0.000	0.00528077	0.00528077
84	45.000	13.418	0.500	0.500	0.000	0.00530656	0.00530656
24	45.000	13.474	0.500	0.500	0.000	0.00532865	0.00532865
39	45.000	13.476	0.500	0.500	0.000	0.00532989	0.00532989
9	45.000	13.538	0.500	0.500	0.000	0.00535441	0.00535441
54	45.000	13.556	0.500	0.500	0.000	0.00536121	0.00536121
65	45.000	14.876	0.500	0.500	0.000	0.00588383	0.00588383
80	45.000	14.880	0.500	0.500	0.000	0.00588533	0.00588533
20	45.000	14.940	0.500	0.500	0.000	0.00590871	0.00590871
35	45.000	14.942	0.500	0.500	0.000	0.00590945	0.00590945
5	45.000	15.002	0.500	0.500	0.000	0.00593324	0.00593324
50	45.000	15.004	0.500	0.500	0.000	0.00593442	0.00593442
60	45.000	15.046	0.500	0.500	0.000	0.00595035	0.00595035
15	45.000	15.090	0.500	0.500	0.000	0.00596836	0.00596836
30	45.000	15.114	0.500	0.500	0.000	0.00597783	0.00597783
75	45.000	15.116	0.500	0.500	0.000	0.00597847	0.00597847
45	45.000	15.132	0.500	0.500	0.000	0.00598485	0.00598485
0	45.000	15.144	0.500	0.500	0.000	0.00598955	0.00598955
68	45.000	15.678	0.500	0.500	0.000	0.0062003	0.0062003
83	45.000	15.722	0.500	0.500	0.000	0.0062183	0.0062183
23	45.000	15.774	0.500	0.500	0.000	0.00623831	0.00623831
38	45.000	15.778	0.500	0.500	0.000	0.00623985	0.00623985
8	45.000	15.824	0.500	0.500	0.000	0.00625803	0.00625803
53	45.000	15.832	0.500	0.500	0.000	0.00626122	0.00626122
