WK	Angle	Energy	AL	N	W	SYield+Offset	SYield
92	0.000	7.912	0.127	0.059	0.814	0	0
93	0.000	7.912	0.012	0.007	0.982	0	0
90	0.000	8.844	0.130	0.045	0.825	0	0
91	0.000	10.018	0.184	0.082	0.734	1.35461e-06	1.35461e-06
92	0.000	31.648	0.127	0.059	0.814	0.000854865	0.000854865
93	0.000	31.648	0.012	0.007	0.982	3.62097e-05	3.62097e-05
90	0.000	35.379	0.130	0.045	0.825	0.000849218	0.000849218
91	0.000	40.069	0.184	0.082	0.734	0.00206698	0.00206698
92	0.000	55.384	0.127	0.059	0.814	0.00287785	0.00287785
93	0.000	55.384	0.012	0.007	0.982	0.000155411	0.000155411
90	0.000	61.914	0.130	0.045	0.825	0.00283632	0.00283632
91	0.000	70.120	0.184	0.082	0.734	0.0062973	0.0062973
92	0.000	79.120	0.127	0.059	0.814	0.00584376	0.00584376
93	0.000	79.120	0.012	0.007	0.982	0.000381859	0.000381859
90	0.000	88.449	0.130	0.045	0.825	0.00538314	0.00538314
91	0.000	100.171	0.184	0.082	0.734	0.0115527	0.0115527
72	45.000	9.352	0.631	0.369	0.000	2.33795e-06	2.33795e-06
87	45.000	9.366	0.693	0.307	0.000	2.34125e-06	2.34125e-06
71	45.000	9.380	0.541	0.459	-0.000	1.64785e-06	1.64785e-06
86	45.000	9.392	0.562	0.438	0.000	1.89683e-06	1.89683e-06
27	45.000	9.428	0.718	0.282	-0.000	2.3568e-06	2.3568e-06
42	45.000	9.436	0.709	0.291	-0.000	2.35896e-06	2.35896e-06
26	45.000	9.440	0.694	0.306	-0.000	2.36018e-06	2.36018e-06
41	45.000	9.450	0.675	0.325	-0.000	2.36249e-06	2.36249e-06
12	45.000	9.508	0.726	0.274	0.000	2.37692e-06	2.37692e-06
57	45.000	9.516	0.703	0.297	0.000	2.37886e-06	2.37886e-06
11	45.000	9.518	0.654	0.346	0.000	2.37948e-06	2.37948e-06
56	45.000	9.522	0.641	0.359	0.000	2.38075e-06	2.38075e-06
73	45.000	10.662	0.766	0.234	0.000	2.66535e-06	2.66535e-06
88	45.000	10.680	0.757	0.243	0.000	2.67013e-06	2.67013e-06
28	45.000	10.734	0.760	0.240	-0.000	2.68358e-06	2.68358e-06
43	45.000	10.736	0.761	0.239	-0.000	2.68387e-06	2.68387e-06
13	45.000	10.810	0.756	0.244	0.000	2.70231e-06	2.70231e-06
58	45.000	10.824	0.751	0.249	0.000	2.70596e-06	2.70596e-06
70	45.000	10.908	0.552	0.448	0.000	2.07478e-06	2.07478e-06
85	45.000	10.944	0.591	0.409	-0.000	2.61712e-06	2.61712e-06
25	45.000	10.988	0.711	0.289	0.000	2.74704e-06	2.74704e-06
40	45.000	10.988	0.693	0.307	0.000	2.74722e-06	2.74722e-06
10	45.000	11.054	0.668	0.332	0.000	2.7635e-06	2.7635e-06
55	45.000	11.058	0.686	0.314	0.000	2.76426e-06	2.76426e-06
62	45.000	11.152	0.580	0.420	-0.000	2.51366e-06	2.51366e-06
77	45.000	11.204	0.603	0.397	-0.000	2.8012e-06	2.8012e-06
63	45.000	11.214	0.553	0.447	0.000	2.13953e-06	2.13953e-06
17	45.000	11.236	0.717	0.283	-0.000	2.80923e-06	2.80923e-06
32	45.000	11.244	0.701	0.299	0.000	2.81075e-06	2.81075e-06
78	45.000	11.248	0.550	0.450	-0.000	2.11578e-06	2.11578e-06
18	45.000	11.302	0.690	0.310	-0.000	2.82528e-06	2.82528e-06
33	45.000	11.310	0.690	0.310	-0.000	2.82774e-06	2.82774e-06
2	45.000	11.310	0.672	0.328	-0.000	2.82757e-06	2.82757e-06
47	45.000	11.312	0.688	0.312	0.000	2.82777e-06	2.82777e-06
3	45.000	11.384	0.579	0.421	0.000	2.54281e-06	2.54281e-06
48	45.000	11.390	0.682	0.318	0.000	2.84727e-06	2.84727e-06
74	45.000	12.342	0.732	0.268	0.000	3.08535e-06	3.08535e-06
89	45.000	12.360	0.732	0.268	0.000	3.09003e-06	3.09003e-06
29	45.000	12.396	0.733	0.267	0.000	3.09905e-06	3.09905e-06
44	45.000	12.408	0.733	0.267	0.000	3.10203e-06	3.10203e-06
14	45.000	12.454	0.731	0.269	0.000	3.11345e-06	3.11345e-06
59	45.000	12.462	0.731	0.269	0.000	3.11552e-06	3.11552e-06
61	45.000	12.614	0.724	0.276	0.000	3.15363e-06	3.15363e-06
16	45.000	12.684	0.733	0.267	-0.000	3.17111e-06	3.17111e-06
31	45.000	12.688	0.731	0.269	0.000	3.17191e-06	3.17191e-06
76	45.000	12.694	0.732	0.268	0.000	3.17349e-06	3.17349e-06
1	45.000	12.752	0.728	0.272	0.000	3.18788e-06	3.18788e-06
64	45.000	12.752	0.619	0.381	0.000	3.18823e-06	3.18823e-06
46	45.000	12.756	0.728	0.272	0.000	3.18891e-06	3.18891e-06
79	45.000	12.762	0.651	0.349	-0.000	3.19048e-06	3.19048e-06
19	45.000	12.818	0.698	0.302	0.000	3.20442e-06	3.20442e-06
34	45.000	12.826	0.698	0.302	0.000	3.20629e-06	3.20629e-06
4	45.000	12.890	0.684	0.316	0.000	3.22261e-06	3.22261e-06
49	45.000	12.894	0.695	0.305	0.000	3.22371e-06	3.22371e-06
69	45.000	13.352	0.692	0.308	0.000	3.33803e-06	3.33803e-06
84	45.000	13.418	0.706	0.294	0.000	3.35433e-06	3.35433e-06
24	45.000	13.474	0.710	0.290	-0.000	3.3683e-06	3.3683e-06
39	45.000	13.476	0.705	0.295	0.000	3.36909e-06	3.36909e-06
9	45.000	13.538	0.702	0.298	-0.000	3.38459e-06	3.38459e-06
54	45.000	13.556	0.702	0.298	-0.000	3.38888e-06	3.38888e-06
65	45.000	14.876	0.698	0.302	0.000	3.71923e-06	3.71923e-06
80	45.000	14.880	0.706	0.294	0.000	3.72018e-06	3.72018e-06
20	45.000	14.940	0.694	0.306	-0.000	3.73496e-06	3.73496e-06
35	45.000	14.942	0.699	0.301	-0.000	3.73543e-06	3.73543e-06
5	45.000	15.002	0.698	0.302	0.000	3.75047e-06	3.75047e-06
50	45.000	15.004	0.702	0.298	0.000	3.75121e-06	3.75121e-06
60	45.000	15.046	0.714	0.286	-0.000	3.76128e-06	3.76128e-06
15	45.000	15.090	0.716	0.284	0.000	3.77267e-06	3.77267e-06
30	45.000	15.114	0.716	0.284	-0.000	3.77865e-06	3.77865e-06
75	45.000	15.116	0.714	0.286	0.000	3.77906e-06	3.77906e-06
45	45.000	15.132	0.716	0.284	-0.000	3.78309e-06	3.78309e-06
0	45.000	15.144	0.716	0.284	0.000	3.78606e-06	3.78606e-06
68	45.000	15.678	0.696	0.304	0.000	3.91928e-06	3.91928e-06
83	45.000	15.722	0.700	0.300	0.000	3.93066e-06	3.93066e-06
23	45.000	15.774	0.699	0.301	0.000	3.9433e-06	3.9433e-06
38	45.000	15.778	0.699	0.301	-0.000	3.94428e-06	3.94428e-06
8	45.000	15.824	0.704	0.296	0.000	3.95577e-06	3.95577e-06
53	45.000	15.832	0.699	0.301	-0.000	3.95779e-06	3.95779e-06
66	45.000	16.286	0.666	0.334	-0.000	4.07148e-06	4.07148e-06
81	45.000	16.302	0.703	0.297	0.000	4.07537e-06	4.07537e-06
21	45.000	16.306	0.660	0.340	0.000	4.07664e-06	4.07664e-06
36	45.000	16.308	0.692	0.308	-0.000	4.07704e-06	4.07704e-06
51	45.000	16.322	0.696	0.304	-0.000	4.08028e-06	4.08028e-06
