WK	Angle	Energy	AL	N	W	SYield+Offset	SYield
65	45.000	41.573	0.698	0.302	0.000	0	0
34	45.000	41.674	0.698	0.302	0.000	0	0
49	45.000	42.168	0.695	0.305	0.000	0	0
81	45.000	42.402	0.703	0.297	0.000	0	0
8	45.000	42.434	0.704	0.296	0.000	0	0
83	45.000	42.629	0.700	0.300	0.000	0	0
33	45.000	42.651	0.690	0.310	-0.000	0	0
23	45.000	43.011	0.699	0.301	0.000	0	0
20	45.000	43.101	0.694	0.306	-0.000	0	0
6	45.000	43.366	0.701	0.299	-0.000	0	0
53	45.000	43.372	0.699	0.301	-0.000	0	0
7	45.000	43.609	0.698	0.302	-0.000	0	0
35	45.000	43.649	0.699	0.301	-0.000	0	0
82	45.000	43.920	0.697	0.303	0.000	0	0
38	45.000	44.011	0.699	0.301	-0.000	0	0
68	45.000	44.532	0.696	0.304	0.000	0	0
69	45.000	44.549	0.692	0.308	0.000	0	0
18	45.000	44.896	0.690	0.310	-0.000	0	0
51	45.000	45.629	0.696	0.304	-0.000	0	0
55	45.000	46.305	0.686	0.314	0.000	0	0
48	45.000	47.069	0.682	0.318	0.000	0	0
36	45.000	48.423	0.692	0.308	-0.000	0	0
40	45.000	48.734	0.693	0.307	0.000	0	0
4	45.000	50.471	0.684	0.316	0.000	0	0
52	45.000	50.686	0.692	0.308	-0.000	0	0
41	45.000	51.681	0.675	0.325	-0.000	0	0
2	45.000	52.794	0.672	0.328	-0.000	0	0
10	45.000	54.299	0.668	0.332	0.000	0	0
37	45.000	55.094	0.668	0.332	0.000	0	0
11	45.000	57.197	0.654	0.346	0.000	0	0
66	45.000	57.368	0.666	0.334	-0.000	0	0
21	45.000	58.258	0.660	0.340	0.000	0	0
79	45.000	58.281	0.651	0.349	-0.000	0	0
56	45.000	59.745	0.641	0.359	0.000	0	0
67	45.000	66.169	0.637	0.363	-0.000	0	0
72	45.000	66.481	0.631	0.369	0.000	0	0
22	45.000	71.464	0.628	0.372	0.000	1.29814e-44	1.29814e-44
64	45.000	72.773	0.619	0.381	0.000	4.87995e-46	4.87995e-46
77	45.000	79.844	0.603	0.397	-0.000	0	0
85	45.000	94.902	0.591	0.409	-0.000	0	0
62	45.000	109.786	0.580	0.420	-0.000	0	0
3	45.000	117.824	0.579	0.421	0.000	7.64271e-44	7.64271e-44
86	45.000	144.956	0.562	0.438	0.000	6.25534e-46	6.25534e-46
78	45.000	190.282	0.550	0.450	-0.000	0	0
70	45.000	205.419	0.552	0.448	0.000	1.64152e-44	1.64152e-44
63	45.000	240.309	0.553	0.447	0.000	1.29292e-44	1.29292e-44
71	45.000	334.799	0.541	0.459	-0.000	0	0
